protein_id,domain1,domain2,signature1,signature2,domain1_length,domain2_length
A0A669QHS2,IPR045860:112-195,IPR016054:115-184,InterPro:IPR045860,InterPro:IPR016054,84,70
A0A670HU42,IPR045860:412-492,IPR016054:415-502,InterPro:IPR045860,InterPro:IPR016054,81,88
A0A670HVX4,IPR045860:21-102,IPR016054:22-109,InterPro:IPR045860,InterPro:IPR016054,82,88
A0A670HWE0,IPR045860:20-94,IPR016054:21-101,InterPro:IPR045860,InterPro:IPR016054,75,81
A0A670I9C8,IPR045860:16-87,IPR035076:21-83,InterPro:IPR045860,InterPro:IPR035076,72,63
A0A670I9C8,IPR045860:16-87,IPR016054:16-93,InterPro:IPR045860,InterPro:IPR016054,72,78
A0A670I9C8,IPR035076:21-83,IPR016054:16-93,InterPro:IPR035076,InterPro:IPR016054,63,78
A0A670I9E1,IPR045860:10-87,IPR035076:15-83,InterPro:IPR045860,InterPro:IPR035076,78,69
A0A670I9E1,IPR045860:10-87,IPR016054:10-93,InterPro:IPR045860,InterPro:IPR016054,78,84
A0A670I9E1,IPR035076:15-83,IPR016054:10-93,InterPro:IPR035076,InterPro:IPR016054,69,84
A0A670I9F2,IPR045860:18-98,IPR035076:23-96,InterPro:IPR045860,InterPro:IPR035076,81,74
A0A670I9F2,IPR045860:18-98,IPR016054:21-110,InterPro:IPR045860,InterPro:IPR016054,81,90
A0A670I9F2,IPR035076:23-96,IPR016054:21-110,InterPro:IPR035076,InterPro:IPR016054,74,90
A0A670I9L5,IPR045860:28-100,IPR035076:29-97,InterPro:IPR045860,InterPro:IPR035076,73,69
A0A670I9L5,IPR045860:28-100,IPR016054:29-111,InterPro:IPR045860,InterPro:IPR016054,73,83
A0A670I9L5,IPR035076:29-97,IPR016054:29-111,InterPro:IPR035076,InterPro:IPR016054,69,83
A0A670I9M6,IPR045860:20-99,IPR035076:21-96,InterPro:IPR045860,InterPro:IPR035076,80,76
A0A670I9M6,IPR045860:20-99,IPR016054:21-110,InterPro:IPR045860,InterPro:IPR016054,80,90
A0A670I9M6,IPR035076:21-96,IPR016054:21-110,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A670I9P7,IPR045860:50-129,IPR035076:51-126,InterPro:IPR045860,InterPro:IPR035076,80,76
A0A670I9P7,IPR045860:50-129,IPR016054:51-140,InterPro:IPR045860,InterPro:IPR016054,80,90
A0A670I9P7,IPR035076:51-126,IPR016054:51-140,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A670I9Q0,IPR045860:19-99,IPR035076:20-97,InterPro:IPR045860,InterPro:IPR035076,81,78
A0A670I9Q4,IPR045860:13-100,IPR035076:21-98,InterPro:IPR045860,InterPro:IPR035076,88,78
A0A670I9T8,IPR045860:20-96,IPR035076:21-93,InterPro:IPR045860,InterPro:IPR035076,77,73
A0A670I9T8,IPR045860:20-96,IPR016054:21-103,InterPro:IPR045860,InterPro:IPR016054,77,83
A0A670I9T8,IPR035076:21-93,IPR016054:21-103,InterPro:IPR035076,InterPro:IPR016054,73,83
A0A670I9W4,IPR045860:40-124,IPR035076:47-122,InterPro:IPR045860,InterPro:IPR035076,85,76
A0A670IE23,IPR045860:22-108,IPR016054:22-121,InterPro:IPR045860,InterPro:IPR016054,87,100
A0A670IHA9,IPR045860:17-103,IPR016054:20-112,InterPro:IPR045860,InterPro:IPR016054,87,93
A0A670IHA9,IPR045860:117-200,IPR016054:120-182,InterPro:IPR045860,InterPro:IPR016054,84,63
A0A670IHH3,IPR045860:111-195,IPR016054:20-111,InterPro:IPR045860,InterPro:IPR016054,85,92
A0A670IHH3,IPR045860:17-102,IPR016054:20-111,InterPro:IPR045860,InterPro:IPR016054,86,92
A0A670INI1,IPR045860:127-211,IPR016054:129-188,InterPro:IPR045860,InterPro:IPR016054,85,60
A0A670INN8,IPR045860:112-197,IPR016054:118-188,InterPro:IPR045860,InterPro:IPR016054,86,71
A0A670INU0,IPR045860:98-184,IPR016054:10-99,InterPro:IPR045860,InterPro:IPR016054,87,90
A0A670INU0,IPR045860:98-184,IPR016054:101-191,InterPro:IPR045860,InterPro:IPR016054,87,91
A0A670INU0,IPR045860:15-95,IPR016054:10-99,InterPro:IPR045860,InterPro:IPR016054,81,90
A0A670INU5,IPR045860:67-156,IPR016054:68-163,InterPro:IPR045860,InterPro:IPR016054,90,96
A0A670INU5,IPR045860:163-236,IPR016054:68-163,InterPro:IPR045860,InterPro:IPR016054,74,96
A0A670IP00,IPR045860:113-200,IPR016054:116-211,InterPro:IPR045860,InterPro:IPR016054,88,96
A0A670IP00,IPR045860:210-294,IPR016054:116-211,InterPro:IPR045860,InterPro:IPR016054,85,96
A0A670IP00,IPR045860:210-294,IPR016054:211-270,InterPro:IPR045860,InterPro:IPR016054,85,60
A0A670IP00,IPR016054:116-211,IPR016054:211-270,InterPro:IPR016054,InterPro:IPR016054,96,60
A0A670IP51,IPR045860:67-152,IPR016054:72-136,InterPro:IPR045860,InterPro:IPR016054,86,65
A0A670IP55,IPR045860:54-144,IPR016054:55-114,InterPro:IPR045860,InterPro:IPR016054,91,60
A0A670IP56,IPR045860:114-197,IPR016054:116-174,InterPro:IPR045860,InterPro:IPR016054,84,59
A0A670IP72,IPR045860:53-144,IPR016054:55-116,InterPro:IPR045860,InterPro:IPR016054,92,62
A0A670IPB4,IPR045860:85-177,IPR016054:87-153,InterPro:IPR045860,InterPro:IPR016054,93,67
A0A670IPJ5,IPR045860:47-138,IPR016054:50-136,InterPro:IPR045860,InterPro:IPR016054,92,87
A0A670IPJ5,IPR045860:148-238,IPR016054:150-211,InterPro:IPR045860,InterPro:IPR016054,91,62
A0A670IPP7,IPR045860:130-214,IPR016054:132-221,InterPro:IPR045860,InterPro:IPR016054,85,90
A0A670IPP7,IPR045860:23-117,IPR016054:25-117,InterPro:IPR045860,InterPro:IPR016054,95,93
A0A670IQM8,IPR045860:111-193,IPR016054:115-172,InterPro:IPR045860,InterPro:IPR016054,83,58
A0A670IR36,IPR045860:20-101,IPR016054:19-105,InterPro:IPR045860,InterPro:IPR016054,82,87
A0A670IR36,IPR045860:112-200,IPR016054:112-201,InterPro:IPR045860,InterPro:IPR016054,89,90
A0A670IR36,IPR045860:204-295,IPR016054:206-304,InterPro:IPR045860,InterPro:IPR016054,92,99
A0A670J7T8,IPR045860:17-106,IPR016054:20-115,InterPro:IPR045860,InterPro:IPR016054,90,96
A0A670J7T8,IPR045860:117-207,IPR016054:118-215,InterPro:IPR045860,InterPro:IPR016054,91,98
A0A670J7U8,IPR045860:4-93,IPR016054:7-102,InterPro:IPR045860,InterPro:IPR016054,90,96
A0A670J7U8,IPR045860:104-194,IPR016054:105-202,InterPro:IPR045860,InterPro:IPR016054,91,98
A0A670J8H9,IPR045860:114-204,IPR016054:115-212,InterPro:IPR045860,InterPro:IPR016054,91,98
A0A670J8H9,IPR045860:13-103,IPR016054:17-112,InterPro:IPR045860,InterPro:IPR016054,91,96
A0A670J8J4,IPR045860:1-90,IPR016054:4-99,InterPro:IPR045860,InterPro:IPR016054,90,96
A0A670J8J4,IPR045860:101-191,IPR016054:102-199,InterPro:IPR045860,InterPro:IPR016054,91,98
A0A670YF31,IPR045860:24-98,IPR016054:25-101,InterPro:IPR045860,InterPro:IPR016054,75,77
A0A670YTA3,IPR045860:10-102,IPR016054:10-105,InterPro:IPR045860,InterPro:IPR016054,93,96
A0A670YTA3,IPR045860:114-195,IPR016054:117-191,InterPro:IPR045860,InterPro:IPR016054,82,75
A0A670YZ92,IPR045860:21-103,IPR016054:24-100,InterPro:IPR045860,InterPro:IPR016054,83,77
A0A670Z2I0,IPR045860:114-180,IPR016054:116-178,InterPro:IPR045860,InterPro:IPR016054,67,63
A0A670Z4U5,IPR045860:11-97,IPR016054:11-97,InterPro:IPR045860,InterPro:IPR016054,87,87
A0A670ZDH2,IPR045860:63-154,IPR016054:65-126,InterPro:IPR045860,InterPro:IPR016054,92,62
A0A670ZVF9,IPR045860:22-104,IPR035076:25-102,InterPro:IPR045860,InterPro:IPR035076,83,78
A0A670ZVG3,IPR045860:20-98,IPR035076:21-97,InterPro:IPR045860,InterPro:IPR035076,79,77
A0A670ZVG3,IPR045860:20-98,IPR016054:21-110,InterPro:IPR045860,InterPro:IPR016054,79,90
A0A670ZVG3,IPR035076:21-97,IPR016054:21-110,InterPro:IPR035076,InterPro:IPR016054,77,90
A0A670ZVT6,IPR045860:33-110,IPR035076:36-108,InterPro:IPR045860,InterPro:IPR035076,78,73
A0A670ZVT6,IPR045860:33-110,IPR016054:36-121,InterPro:IPR045860,InterPro:IPR016054,78,86
A0A670ZVT6,IPR035076:36-108,IPR016054:36-121,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A670ZVU1,IPR045860:18-96,IPR035076:19-94,InterPro:IPR045860,InterPro:IPR035076,79,76
A0A670ZVU1,IPR045860:18-96,IPR016054:19-108,InterPro:IPR045860,InterPro:IPR016054,79,90
A0A670ZVU1,IPR035076:19-94,IPR016054:19-108,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A670ZVX0,IPR045860:1-81,IPR035076:2-79,InterPro:IPR045860,InterPro:IPR035076,81,78
A0A670ZVX0,IPR045860:1-81,IPR016054:2-89,InterPro:IPR045860,InterPro:IPR016054,81,88
A0A670ZVX0,IPR035076:2-79,IPR016054:2-89,InterPro:IPR035076,InterPro:IPR016054,78,88
A0A670ZVX5,IPR045860:16-95,IPR035076:17-92,InterPro:IPR045860,InterPro:IPR035076,80,76
A0A670ZVX5,IPR045860:16-95,IPR016054:17-106,InterPro:IPR045860,InterPro:IPR016054,80,90
A0A670ZVX5,IPR035076:17-92,IPR016054:17-106,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A670ZW04,IPR045860:19-97,IPR035076:21-95,InterPro:IPR045860,InterPro:IPR035076,79,75
A0A670ZW04,IPR045860:19-97,IPR016054:21-109,InterPro:IPR045860,InterPro:IPR016054,79,89
A0A670ZW04,IPR035076:21-95,IPR016054:21-109,InterPro:IPR035076,InterPro:IPR016054,75,89
A0A671DTS9,IPR045860:59-142,IPR026110:1-150,InterPro:IPR045860,InterPro:IPR026110,84,150
A0A671DTS9,IPR045860:59-142,IPR016054:59-142,InterPro:IPR045860,InterPro:IPR016054,84,84
A0A671DTS9,IPR026110:1-150,IPR016054:59-142,InterPro:IPR026110,InterPro:IPR016054,150,84
A0A671DU89,IPR045860:22-109,IPR026524:21-136,InterPro:IPR045860,InterPro:IPR026524,88,116
A0A671DU89,IPR045860:22-109,IPR016054:24-108,InterPro:IPR045860,InterPro:IPR016054,88,85
A0A671DU89,IPR026524:21-136,IPR016054:24-108,InterPro:IPR026524,InterPro:IPR016054,116,85
A0A671EAQ6,IPR045860:25-100,IPR016054:26-109,InterPro:IPR045860,InterPro:IPR016054,76,84
A0A671EGZ4,IPR045860:234-320,IPR016054:235-320,InterPro:IPR045860,InterPro:IPR016054,87,86
A0A671F8H9,IPR045860:6-86,IPR035076:12-84,InterPro:IPR045860,InterPro:IPR035076,81,73
A0A671F8H9,IPR045860:6-86,IPR016054:12-96,InterPro:IPR045860,InterPro:IPR016054,81,85
A0A671F8H9,IPR035076:12-84,IPR016054:12-96,InterPro:IPR035076,InterPro:IPR016054,73,85
A0A671F8Q9,IPR045860:69-145,IPR035076:71-143,InterPro:IPR045860,InterPro:IPR035076,77,73
A0A671F8Q9,IPR045860:69-145,IPR016054:71-157,InterPro:IPR045860,InterPro:IPR016054,77,87
A0A671F8Q9,IPR035076:71-143,IPR016054:71-157,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A671F9U2,IPR045860:11-93,IPR035076:20-92,InterPro:IPR045860,InterPro:IPR035076,83,73
A0A671F9U2,IPR045860:11-93,IPR042339:1-127,InterPro:IPR045860,InterPro:IPR042339,83,127
A0A671F9U2,IPR045860:11-93,IPR016054:20-105,InterPro:IPR045860,InterPro:IPR016054,83,86
A0A671F9U2,IPR035076:20-92,IPR042339:1-127,InterPro:IPR035076,InterPro:IPR042339,73,127
A0A671F9U2,IPR035076:20-92,IPR016054:20-105,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A671F9U2,IPR042339:1-127,IPR016054:20-105,InterPro:IPR042339,InterPro:IPR016054,127,86
A0A671FAT4,IPR045860:18-101,IPR035076:21-99,InterPro:IPR045860,InterPro:IPR035076,84,79
A0A671FAT4,IPR045860:18-101,IPR016054:21-112,InterPro:IPR045860,InterPro:IPR016054,84,92
A0A671FAT4,IPR035076:21-99,IPR016054:21-112,InterPro:IPR035076,InterPro:IPR016054,79,92
A0A671FB30,IPR045860:27-111,IPR051445:1-138,InterPro:IPR045860,InterPro:IPR051445,85,138
A0A671FB30,IPR045860:27-111,IPR016054:27-122,InterPro:IPR045860,InterPro:IPR016054,85,96
A0A671FB30,IPR051445:1-138,IPR016054:27-122,InterPro:IPR051445,InterPro:IPR016054,138,96
A0A671FEA5,IPR045860:21-97,IPR035076:23-95,InterPro:IPR045860,InterPro:IPR035076,77,73
A0A671FEA5,IPR045860:21-97,IPR016054:23-109,InterPro:IPR045860,InterPro:IPR016054,77,87
A0A671FEA5,IPR035076:23-95,IPR016054:23-109,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A671FEA6,IPR045860:138-213,IPR016054:139-215,InterPro:IPR045860,InterPro:IPR016054,76,77
A0A671FGE7,IPR045860:23-113,IPR051445:1-140,InterPro:IPR045860,InterPro:IPR051445,91,140
A0A671FGE7,IPR045860:23-113,IPR016054:24-124,InterPro:IPR045860,InterPro:IPR016054,91,101
A0A671FGE7,IPR051445:1-140,IPR016054:24-124,InterPro:IPR051445,InterPro:IPR016054,140,101
A0A671FIA2,IPR045860:141-222,IPR035076:150-221,InterPro:IPR045860,InterPro:IPR035076,82,72
A0A671FIA2,IPR045860:141-222,IPR016054:150-234,InterPro:IPR045860,InterPro:IPR016054,82,85
A0A671FIA2,IPR035076:150-221,IPR016054:150-234,InterPro:IPR035076,InterPro:IPR016054,72,85
A0A671FIW7,IPR045860:19-109,IPR016054:26-117,InterPro:IPR045860,InterPro:IPR016054,91,92
A0A671FJL4,IPR045860:103-178,IPR016054:104-180,InterPro:IPR045860,InterPro:IPR016054,76,77
A0A671FKB5,IPR045860:64-145,IPR035076:65-140,InterPro:IPR045860,InterPro:IPR035076,82,76
A0A671FKB5,IPR045860:64-145,IPR016054:65-153,InterPro:IPR045860,InterPro:IPR016054,82,89
A0A671FKB5,IPR035076:65-140,IPR016054:65-153,InterPro:IPR035076,InterPro:IPR016054,76,89
A0A671FU62,IPR045860:139-231,IPR016054:142-228,InterPro:IPR045860,InterPro:IPR016054,93,87
A0A671FU62,IPR045860:32-128,IPR016054:34-131,InterPro:IPR045860,InterPro:IPR016054,97,98
A0A671FUE0,IPR045860:150-209,IPR016054:149-225,InterPro:IPR045860,InterPro:IPR016054,60,77
A0A671FXV4,IPR045860:206-293,IPR016054:208-297,InterPro:IPR045860,InterPro:IPR016054,88,90
A0A671FXV4,IPR045860:21-101,IPR016054:20-109,InterPro:IPR045860,InterPro:IPR016054,81,90
A0A671FXV4,IPR045860:108-205,IPR016054:113-203,InterPro:IPR045860,InterPro:IPR016054,98,91
A0A671FXV4,IPR045860:108-205,IPR016054:20-109,InterPro:IPR045860,InterPro:IPR016054,98,90
A0A671G244,IPR045860:144-225,IPR016054:146-205,InterPro:IPR045860,InterPro:IPR016054,82,60
A0A671G244,IPR045860:50-136,IPR016054:51-140,InterPro:IPR045860,InterPro:IPR016054,87,90
A0A671G266,IPR045860:292-350,IPR016054:291-354,InterPro:IPR045860,InterPro:IPR016054,59,64
A0A671G4K3,IPR045860:130-219,IPR016054:132-215,InterPro:IPR045860,InterPro:IPR016054,90,84
A0A671G324,IPR045860:24-121,IPR016054:27-124,InterPro:IPR045860,InterPro:IPR016054,98,98
A0A671G324,IPR045860:132-224,IPR016054:135-221,InterPro:IPR045860,InterPro:IPR016054,93,87
A0A671LA31,IPR045860:4-84,IPR016054:6-89,InterPro:IPR045860,InterPro:IPR016054,81,84
A0A671LA45,IPR045860:21-98,IPR016054:22-104,InterPro:IPR045860,InterPro:IPR016054,78,83
A0A671LV52,IPR045860:21-108,IPR016054:21-115,InterPro:IPR045860,InterPro:IPR016054,88,95
A0A671LV52,IPR045860:112-193,IPR016054:21-115,InterPro:IPR045860,InterPro:IPR016054,82,95
A0A671LV52,IPR045860:112-193,IPR016054:114-196,InterPro:IPR045860,InterPro:IPR016054,82,83
A0A671LV52,IPR016054:21-115,IPR016054:114-196,InterPro:IPR016054,InterPro:IPR016054,95,83
A0A671LWA6,IPR045860:81-158,IPR035076:84-151,InterPro:IPR045860,InterPro:IPR035076,78,68
A0A671M1T2,IPR045860:21-98,IPR016054:22-104,InterPro:IPR045860,InterPro:IPR016054,78,83
A0A671NU48,IPR045860:8-82,IPR016054:8-80,InterPro:IPR045860,InterPro:IPR016054,75,73
A0A671NU53,IPR045860:17-93,IPR016054:19-90,InterPro:IPR045860,InterPro:IPR016054,77,72
A0A671NX99,IPR045860:6-82,IPR016054:8-80,InterPro:IPR045860,InterPro:IPR016054,77,73
A0A671P3N3,IPR045860:19-102,IPR016054:21-102,InterPro:IPR045860,InterPro:IPR016054,84,82
A0A671P793,IPR045860:18-102,IPR016054:19-100,InterPro:IPR045860,InterPro:IPR016054,85,82
A0A671P7Q7,IPR045860:17-96,IPR016054:19-108,InterPro:IPR045860,InterPro:IPR016054,80,90
A0A671P996,IPR045860:51-124,IPR035076:56-122,InterPro:IPR045860,InterPro:IPR035076,74,67
A0A671P996,IPR045860:51-124,IPR016054:56-130,InterPro:IPR045860,InterPro:IPR016054,74,75
A0A671P996,IPR035076:56-122,IPR016054:56-130,InterPro:IPR035076,InterPro:IPR016054,67,75
A0A671PBW1,IPR045860:16-106,IPR016054:17-110,InterPro:IPR045860,InterPro:IPR016054,91,94
A0A671PBW1,IPR045860:107-183,IPR016054:109-186,InterPro:IPR045860,InterPro:IPR016054,77,78
A0A671PBW1,IPR045860:107-183,IPR016054:17-110,InterPro:IPR045860,InterPro:IPR016054,77,94
A0A671PBW1,IPR016054:109-186,IPR016054:17-110,InterPro:IPR016054,InterPro:IPR016054,78,94
A0A671PE07,IPR045860:64-137,IPR016054:68-134,InterPro:IPR045860,InterPro:IPR016054,74,67
A0A671PFH2,IPR045860:55-129,IPR035076:60-124,InterPro:IPR045860,InterPro:IPR035076,75,65
A0A671PJ70,IPR045860:21-101,IPR016054:23-108,InterPro:IPR045860,InterPro:IPR016054,81,86
A0A671PJ74,IPR045860:96-172,IPR035076:101-167,InterPro:IPR045860,InterPro:IPR035076,77,67
A0A671PJ74,IPR045860:96-172,IPR016054:101-175,InterPro:IPR045860,InterPro:IPR016054,77,75
A0A671PJ74,IPR045860:96-172,IPR016054:20-99,InterPro:IPR045860,InterPro:IPR016054,77,80
A0A671PJ74,IPR045860:19-91,IPR035076:20-85,InterPro:IPR045860,InterPro:IPR035076,73,66
A0A671PJ74,IPR045860:19-91,IPR016054:20-99,InterPro:IPR045860,InterPro:IPR016054,73,80
A0A671PJ74,IPR035076:101-167,IPR016054:101-175,InterPro:IPR035076,InterPro:IPR016054,67,75
A0A671PJ74,IPR035076:20-85,IPR016054:20-99,InterPro:IPR035076,InterPro:IPR016054,66,80
A0A671PJ87,IPR045860:105-181,IPR035076:110-176,InterPro:IPR045860,InterPro:IPR035076,77,67
A0A671PJ87,IPR045860:105-181,IPR016054:110-184,InterPro:IPR045860,InterPro:IPR016054,77,75
A0A671PJ87,IPR045860:105-181,IPR016054:19-108,InterPro:IPR045860,InterPro:IPR016054,77,90
A0A671PJ87,IPR045860:17-97,IPR016054:19-108,InterPro:IPR045860,InterPro:IPR016054,81,90
A0A671PJ87,IPR035076:110-176,IPR016054:110-184,InterPro:IPR035076,InterPro:IPR016054,67,75
A0A671PJ93,IPR045860:95-167,IPR035076:100-162,InterPro:IPR045860,InterPro:IPR035076,73,63
A0A671PJ93,IPR045860:95-167,IPR016054:100-170,InterPro:IPR045860,InterPro:IPR016054,73,71
A0A671PJ93,IPR045860:95-167,IPR016054:10-98,InterPro:IPR045860,InterPro:IPR016054,73,89
A0A671PJ93,IPR045860:9-90,IPR016054:10-98,InterPro:IPR045860,InterPro:IPR016054,82,89
A0A671PJ93,IPR035076:100-162,IPR016054:100-170,InterPro:IPR035076,InterPro:IPR016054,63,71
A0A671PTR1,IPR045860:33-111,IPR016054:34-118,InterPro:IPR045860,InterPro:IPR016054,79,85
A0A671PU77,IPR045860:12-102,IPR016054:14-97,InterPro:IPR045860,InterPro:IPR016054,91,84
A0A671Q404,IPR045860:104-184,IPR035076:107-182,InterPro:IPR045860,InterPro:IPR035076,81,76
A0A671Q404,IPR045860:19-103,IPR016054:19-99,InterPro:IPR045860,InterPro:IPR016054,85,81
A0A671Q408,IPR045860:14-101,IPR016054:14-108,InterPro:IPR045860,InterPro:IPR016054,88,95
A0A671Q408,IPR045860:105-186,IPR016054:14-108,InterPro:IPR045860,InterPro:IPR016054,82,95
A0A671Q408,IPR045860:105-186,IPR016054:107-193,InterPro:IPR045860,InterPro:IPR016054,82,87
A0A671Q408,IPR016054:14-108,IPR016054:107-193,InterPro:IPR016054,InterPro:IPR016054,95,87
A0A671QGA4,IPR045860:105-178,IPR035076:110-176,InterPro:IPR045860,InterPro:IPR035076,74,67
A0A671QGA4,IPR045860:105-178,IPR016054:110-184,InterPro:IPR045860,InterPro:IPR016054,74,75
A0A671QGA4,IPR045860:105-178,IPR016054:20-105,InterPro:IPR045860,InterPro:IPR016054,74,86
A0A671QGA4,IPR045860:19-101,IPR016054:20-105,InterPro:IPR045860,InterPro:IPR016054,83,86
A0A671QGA4,IPR035076:110-176,IPR016054:110-184,InterPro:IPR035076,InterPro:IPR016054,67,75
A0A671QGB3,IPR045860:53-126,IPR035076:58-121,InterPro:IPR045860,InterPro:IPR035076,74,64
A0A671QGF5,IPR045860:17-97,IPR016054:19-104,InterPro:IPR045860,InterPro:IPR016054,81,86
A0A671QGG3,IPR045860:32-105,IPR035076:37-99,InterPro:IPR045860,InterPro:IPR035076,74,63
A0A671QGG3,IPR045860:32-105,IPR016054:37-107,InterPro:IPR045860,InterPro:IPR016054,74,71
A0A671QGG3,IPR035076:37-99,IPR016054:37-107,InterPro:IPR035076,InterPro:IPR016054,63,71
A0A671QWX3,IPR045860:26-99,IPR035076:29-97,InterPro:IPR045860,InterPro:IPR035076,74,69
A0A671R119,IPR045860:18-105,IPR016054:19-103,InterPro:IPR045860,InterPro:IPR016054,88,85
A0A671R165,IPR045860:43-117,IPR035076:48-112,InterPro:IPR045860,InterPro:IPR035076,75,65
A0A671R165,IPR045860:43-117,IPR016054:48-120,InterPro:IPR045860,InterPro:IPR016054,75,73
A0A671R165,IPR035076:48-112,IPR016054:48-120,InterPro:IPR035076,InterPro:IPR016054,65,73
A0A671R187,IPR045860:5-83,IPR016054:10-77,InterPro:IPR045860,InterPro:IPR016054,79,68
A0A671R188,IPR045860:6-93,IPR016054:7-91,InterPro:IPR045860,InterPro:IPR016054,88,85
A0A671SE18,IPR045860:55-142,IPR016054:56-137,InterPro:IPR045860,InterPro:IPR016054,88,82
A0A671SLJ0,IPR045860:23-97,IPR016054:23-95,InterPro:IPR045860,InterPro:IPR016054,75,73
A0A671SLJ5,IPR045860:24-101,IPR016054:26-99,InterPro:IPR045860,InterPro:IPR016054,78,74
A0A671T4W7,IPR045860:24-110,IPR016054:24-103,InterPro:IPR045860,InterPro:IPR016054,87,80
A0A671TEP5,IPR045860:17-93,IPR035076:20-88,InterPro:IPR045860,InterPro:IPR035076,77,69
A0A671TJB0,IPR045860:79-156,IPR016054:80-162,InterPro:IPR045860,InterPro:IPR016054,78,83
A0A671UJT1,IPR045860:23-109,IPR016054:24-104,InterPro:IPR045860,InterPro:IPR016054,87,81
A0A671VA50,IPR045860:19-106,IPR016054:21-102,InterPro:IPR045860,InterPro:IPR016054,88,82
A0A671VRP4,IPR045860:17-99,IPR016054:20-112,InterPro:IPR045860,InterPro:IPR016054,83,93
A0A671WYN1,IPR045860:17-105,IPR016054:19-102,InterPro:IPR045860,InterPro:IPR016054,89,84
A0A671WYW1,IPR045860:20-101,IPR016054:19-102,InterPro:IPR045860,InterPro:IPR016054,82,84
A0A671X453,IPR045860:22-106,IPR016054:43-102,InterPro:IPR045860,InterPro:IPR016054,85,60
A0A671X4Y4,IPR045860:18-107,IPR016054:19-115,InterPro:IPR045860,InterPro:IPR016054,90,97
A0A671XIT4,IPR045860:110-187,IPR035076:115-185,InterPro:IPR045860,InterPro:IPR035076,78,71
A0A671XIT4,IPR045860:110-187,IPR016054:17-113,InterPro:IPR045860,InterPro:IPR016054,78,97
A0A671XIT4,IPR045860:110-187,IPR016054:115-199,InterPro:IPR045860,InterPro:IPR016054,78,85
A0A671XIT4,IPR045860:16-105,IPR016054:17-113,InterPro:IPR045860,InterPro:IPR016054,90,97
A0A671XIT4,IPR035076:115-185,IPR016054:115-199,InterPro:IPR035076,InterPro:IPR016054,71,85
A0A671XIT9,IPR045860:16-105,IPR016054:18-107,InterPro:IPR045860,InterPro:IPR016054,90,90
A0A671XIT9,IPR045860:110-183,IPR016054:113-195,InterPro:IPR045860,InterPro:IPR016054,74,83
A0A671XJ26,IPR045860:57-133,IPR035076:62-128,InterPro:IPR045860,InterPro:IPR035076,77,67
A0A671Y608,IPR045860:13-83,IPR035076:21-82,InterPro:IPR045860,InterPro:IPR035076,71,62
A0A671YF43,IPR045860:23-99,IPR016054:25-99,InterPro:IPR045860,InterPro:IPR016054,77,75
A0A671YG32,IPR045860:17-93,IPR016054:19-93,InterPro:IPR045860,InterPro:IPR016054,77,75
A0A671YM24,IPR045860:30-110,IPR016054:32-119,InterPro:IPR045860,InterPro:IPR016054,81,88
A0A671YYN1,IPR045860:21-98,IPR016054:22-101,InterPro:IPR045860,InterPro:IPR016054,78,80
A0A672FHW3,IPR045860:17-92,IPR016054:20-92,InterPro:IPR045860,InterPro:IPR016054,76,73
A0A672GP35,IPR045860:21-98,IPR016054:22-101,InterPro:IPR045860,InterPro:IPR016054,78,80
A0A672GP55,IPR045860:19-97,IPR016054:22-100,InterPro:IPR045860,InterPro:IPR016054,79,79
A0A672H2G5,IPR045860:22-99,IPR016054:23-102,InterPro:IPR045860,InterPro:IPR016054,78,80
A0A672H7D8,IPR045860:20-101,IPR035076:23-95,InterPro:IPR045860,InterPro:IPR035076,82,73
A0A672H7D8,IPR045860:20-101,IPR016054:23-109,InterPro:IPR045860,InterPro:IPR016054,82,87
A0A672H7D8,IPR035076:23-95,IPR016054:23-109,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A672HNY5,IPR045860:22-115,IPR016054:23-112,InterPro:IPR045860,InterPro:IPR016054,94,90
A0A672HWP7,IPR045860:111-190,IPR035076:116-188,InterPro:IPR045860,InterPro:IPR035076,80,73
A0A672HWP7,IPR045860:111-190,IPR016054:25-111,InterPro:IPR045860,InterPro:IPR016054,80,87
A0A672HWP7,IPR045860:111-190,IPR016054:116-202,InterPro:IPR045860,InterPro:IPR016054,80,87
A0A672HWP7,IPR045860:24-108,IPR016054:25-111,InterPro:IPR045860,InterPro:IPR016054,85,87
A0A672HWP7,IPR035076:116-188,IPR016054:116-202,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A672HWQ3,IPR045860:18-109,IPR035076:19-102,InterPro:IPR045860,InterPro:IPR035076,92,84
A0A672HWQ3,IPR045860:18-109,IPR016054:19-112,InterPro:IPR045860,InterPro:IPR016054,92,94
A0A672HWQ3,IPR045860:112-191,IPR035076:117-189,InterPro:IPR045860,InterPro:IPR035076,80,73
A0A672HWQ3,IPR045860:112-191,IPR016054:19-112,InterPro:IPR045860,InterPro:IPR016054,80,94
