identifier,protein_display_name,functional_group,is_transmembrane,is_helix,is_beta,has_signal,pfam,primary_interpro_id,primary_interpro_short_name,phylum,order,family,genus,species,organism_id
A0A194APG0,Three-finger toxin 2,Non-standard,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194APG5,Three-finger toxin 17j,Short-chain,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194APH0,Three-finger toxin 17e,Short-chain,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194APH5,Three-finger toxin 16a (Three-finger toxin 16b) (Three-finger toxin 16f) (Three-finger toxin 16g),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194API9,Three-finger toxin 10d,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARB2,Three-finger toxin 8c,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARB6,Three-finger toxin 6,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARC1,Three-finger toxin 4a (Three-finger toxin 4c),Short-chain,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARC5,Three-finger toxin 20,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARD0,Three-finger toxin 17a (Three-finger toxin 17b) (Three-finger toxin 17i),,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARD4,Three-finger toxin 17d,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARE1,Long-chain neurotoxin 2,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARF2,Three-finger toxin 10c,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARH7,Three-finger toxin 8a,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARJ0,Three-finger toxin 19,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARJ5,Three-finger toxin 17g,Short-chain,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARK4,Three-finger toxin 16d,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARK8,Three-finger toxin 15a,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ARL8,Three-finger toxin 10a,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ASA3,Long-chain neurotoxin 1d,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ASD1,Three-finger toxin 8e (Three-finger toxin 8f),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ASE0,Three-finger toxin 5b,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ASE2,Three-finger toxin 3,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ASE3,Three-finger toxin 18,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ASE5,Three-finger toxin 17f,Short-chain,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ASF2,Three-finger toxin 16c,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ASF5,Three-finger toxin 11,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194AT81,Long-chain neurotoxin 1a,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ATA3,Three-finger toxin 8g,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ATA6,Three-finger toxin 8b,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ATB0,Three-finger toxin 5a (Three-finger toxin 5c) (Three-finger toxin 5d),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ATB5,Three-finger toxin 4b,Short-chain,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ATB7,Three-finger toxin 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ATC0,Three-finger toxin 17h,Short-chain,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ATC3,Three-finger toxin 17c,Short-chain,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ATC7,Three-finger toxin 16e,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ATD1,Three-finger toxin 15b,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194ATD7,Three-finger toxin 10b,Non-standard,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus tener,1114301.0
A0A194PJY7,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio xuthus,66420.0
A0A194PXY0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio xuthus,66420.0
A0A194Q019,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio xuthus,66420.0
A0A194Q037,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio xuthus,66420.0
A0A194QA60,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio xuthus,66420.0
A0A194QHZ0,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio xuthus,66420.0
A0A194QI95,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio xuthus,66420.0
A0A194QID9,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio xuthus,66420.0
A0A194QIS5,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio xuthus,66420.0
A0A194QQN6,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,76193.0
A0A194QR41,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,76193.0
A0A194QS56,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,76193.0
A0A194QZ90,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,76193.0
A0A194R415,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,76193.0
A0A194R9M4,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,76193.0
A0A194RC22,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,76193.0
A0A194RMD6,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,76193.0
A0A194RNM6,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,76193.0
A0A194RS88,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Papilionidae,Papilio,Papilio machaon,76193.0
A0A195B812,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Atta,Atta colombica,520822.0
A0A195BC19,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Atta,Atta colombica,520822.0
A0A195BG51,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Atta,Atta colombica,520822.0
A0A195BK77,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Atta,Atta colombica,520822.0
A0A195BTD8,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera,Formicidae,Atta,Atta colombica,520822.0
A0A195C7K5,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Cyphomyrmex,Cyphomyrmex costatus,456900.0
A0A195CBF6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Cyphomyrmex,Cyphomyrmex costatus,456900.0
A0A195CJU3,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Cyphomyrmex,Cyphomyrmex costatus,456900.0
A0A195CRX7,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera,Formicidae,Cyphomyrmex,Cyphomyrmex costatus,456900.0
A0A195CUX0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Cyphomyrmex,Cyphomyrmex costatus,456900.0
A0A195DLM2,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex cornetzi,471704.0
A0A195DVV2,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex cornetzi,471704.0
A0A195EDF9,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex cornetzi,471704.0
A0A195EEU2,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex cornetzi,471704.0
A0A195EUH3,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex septentrionalis,34720.0
A0A195F3D0,Snake toxin/toxin-like domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex septentrionalis,34720.0
A0A195F7I1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex septentrionalis,34720.0
A0A195FEF0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex septentrionalis,34720.0
A0A195FF63,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex septentrionalis,34720.0
A0A195FIU2,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex septentrionalis,34720.0
A0A195FQQ5,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex septentrionalis,34720.0
A0A195FVU7,Snake toxin/toxin-like domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex septentrionalis,34720.0
A0A195FYQ7,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex septentrionalis,34720.0
A0A1A6G2Q7,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR026524,LY6G6d/LY6G6f,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A6GDG2,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A6GEJ4,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A6GET3,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A6GG49,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A6GZI3,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A6H498,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A6HIM2,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A6HPM3,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A6HWV4,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A6HZ18,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Neotoma,Neotoma lepida,56216.0
A0A1A7WWB8,"Chromosome 2 SCAF15004, whole genome shotgun sequence, Uncharacterized protein",,,,,,,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Iconisemion,Iconisemion striatum,60296.0
A0A1A7X888,"CD59 molecule, complement regulatory protein",,,,,,,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Iconisemion,Iconisemion striatum,60296.0
A0A1A7XFI1,LY6/PLAUR domain containing 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cyprinodontiformes,Nothobranchiidae,Iconisemion,Iconisemion striatum,60296.0
A0A1A7XX19,"CD59 molecule, complement regulatory protein",,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Iconisemion,Iconisemion striatum,60296.0
A0A1A7Y9N1,LY6/PLAUR domain containing 6,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Iconisemion,Iconisemion striatum,60296.0
A0A1A8AAP4,Sperm acrosome membrane-associated protein 4-like,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius furzeri,105023.0
A0A1A8AM19,LY6/PLAUR domain containing 6,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius furzeri,105023.0
A0A1A8BH03,LY6/PLAUR domain containing 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kadleci,1051664.0
A0A1A8BYD1,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kadleci,1051664.0
A0A1A8CMB6,"Chromosome undetermined SCAF8929, whole genome shotgun sequence, Uncharacterized protein",,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kadleci,1051664.0
A0A1A8D2L4,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kadleci,1051664.0
A0A1A8DCA6,"Chromosome undetermined SCAF8929, whole genome shotgun sequence, Uncharacterized protein",,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kadleci,1051664.0
A0A1A8E0M9,LY6/PLAUR domain containing 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kadleci,1051664.0
A0A1A8E7V2,"CD59 molecule, complement regulatory protein",,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kadleci,1051664.0
A0A1A8EJ06,LY6/PLAUR domain containing 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius korthausae,1143690.0
A0A1A8F0N6,LY6/PLAUR domain containing 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius korthausae,1143690.0
A0A1A8F460,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius korthausae,1143690.0
A0A1A8F623,"CD59 molecule, complement regulatory protein",,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius korthausae,1143690.0
A0A1A8FYK4,LY6/PLAUR domain containing 6,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius korthausae,1143690.0
A0A1A8G7U5,"Chromosome undetermined SCAF8929, whole genome shotgun sequence, Uncharacterized protein",,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius korthausae,1143690.0
A0A1A8GAD0,"Chromosome 2 SCAF15004, whole genome shotgun sequence, Uncharacterized protein",,,,,,,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius korthausae,1143690.0
A0A1A8HTT4,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kuhntae,321403.0
A0A1A8I9R8,"Chromosome undetermined SCAF8929, whole genome shotgun sequence, Uncharacterized protein",,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kuhntae,321403.0
A0A1A8IW33,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kuhntae,321403.0
A0A1A8JNJ0,"CD59 molecule, complement regulatory protein",,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kuhntae,321403.0
A0A1A8JPH4,"CD59 molecule, complement regulatory protein",,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kuhntae,321403.0
A0A1A8K9T1,LY6/PLAUR domain containing 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius kuhntae,321403.0
A0A1A8MS59,"Chromosome 2 SCAF15004, whole genome shotgun sequence, Uncharacterized protein",,,,,,,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius pienaari,704102.0
A0A1A8MUI1,"Chromosome 2 SCAF8387, whole genome shotgun sequence, Uncharacterized protein",,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius pienaari,704102.0
A0A1A8N2M6,"CD59 molecule, complement regulatory protein",,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius pienaari,704102.0
A0A1A8NBC6,"CD59 molecule, complement regulatory protein",,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius rachovii,451742.0
A0A1A8NH17,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius pienaari,704102.0
A0A1A8P5W7,"CD59 molecule, complement regulatory protein",,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius pienaari,704102.0
A0A1A8PKF7,"Chromosome 2 SCAF15004, whole genome shotgun sequence, Uncharacterized protein",,,,,,,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius rachovii,451742.0
A0A1A8PRU5,LY6/PLAUR domain containing 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius rachovii,451742.0
A0A1A8U8Z2,"Chromosome 2 SCAF8387, whole genome shotgun sequence, Uncharacterized protein",,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius furzeri,105023.0
A0A1A8UG51,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius furzeri,105023.0
A0A1A9UE70,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9UIX1,Snake toxin/toxin-like domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9ULT7,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9UN42,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9UN50,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9UUN6,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9UVE0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9VA75,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9VA77,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9VA78,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9VC03,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9VHS4,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9VMC8,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9VP42,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9VXQ3,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina austeni,7395.0
A0A1A9W880,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9W920,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9W9A0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9WKS0,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9WKS5,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
