protein_id,protein_name,tax_id,scientific_name,sequence_length,domain_start,domain_end,signature_name,interpro_domain_name
A0A7G3AFC3,Putative conserved secreted protein,7200,Lutzomyia longipalpis,107,21,104,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A7G3AFC3,Putative conserved secreted protein,7200,Lutzomyia longipalpis,107,18,106,IPR045860,Snake toxin-like superfamily
A0A4S2K823,Protein quiver,147828,Opisthorchis felineus,159,27,122,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A4S2K823,Protein quiver,147828,Opisthorchis felineus,159,22,149,IPR050975,Sleep homeostasis regulator
A0A8B8I4W3,Protein sleepless,334116,Vanessa tameamea,119,2,96,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A8B8I4W3,Protein sleepless,334116,Vanessa tameamea,119,2,114,IPR050975,Sleep homeostasis regulator
A0A2K5MX82,CD59 glycoprotein,9531,Cercocebus atys,128,26,108,IPR016054,Ly-6 antigen/uPA receptor-like
A0A2K5MX82,CD59 glycoprotein,9531,Cercocebus atys,128,27,70,IPR018363,"CD59 antigen, conserved site"
A0A2K5MX82,CD59 glycoprotein,9531,Cercocebus atys,128,25,103,IPR045860,Snake toxin-like superfamily
A0A2K5MX82,CD59 glycoprotein,9531,Cercocebus atys,128,1,127,IPR056949,CD59 glycoprotein
A0A9J6BY29,Protein sleepless,319348,Polypedilum vanderplanki,152,35,129,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A9J6BY29,Protein sleepless,319348,Polypedilum vanderplanki,152,32,131,IPR045860,Snake toxin-like superfamily
A0A9J6BY29,Protein sleepless,319348,Polypedilum vanderplanki,152,14,147,IPR050975,Sleep homeostasis regulator
A0A8S3Z1K3,Protein quiver,100452,Candidula unifasciata,140,20,111,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A8S3Z1K3,Protein quiver,100452,Candidula unifasciata,140,17,113,IPR045860,Snake toxin-like superfamily
A0A8S3Z1K3,Protein quiver,100452,Candidula unifasciata,140,9,135,IPR050975,Sleep homeostasis regulator
A0A060XUZ0,UPAR/Ly6 domain-containing protein,8022,Oncorhynchus mykiss,127,22,78,IPR045860,Snake toxin-like superfamily
A0A3P9KT32,Snake toxin/toxin-like domain-containing protein,8090,Oryzias latipes,130,27,95,IPR035076,Snake toxin/toxin-like
A0A3P9KT32,Snake toxin/toxin-like domain-containing protein,8090,Oryzias latipes,130,24,100,IPR045860,Snake toxin-like superfamily
W5M046,LY6/PLAUR domain containing 6B,7918,Lepisosteus oculatus,131,1,129,IPR039457,Ly6/PLAUR domain-containing protein 6-like
W5M046,LY6/PLAUR domain containing 6B,7918,Lepisosteus oculatus,131,5,93,IPR045860,Snake toxin-like superfamily
A0AAJ7DZB1,Protein sleepless,326594,Ceratosolen solmsi marchali,164,31,142,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAJ7DZB1,Protein sleepless,326594,Ceratosolen solmsi marchali,164,9,160,IPR050975,Sleep homeostasis regulator
A0A821S9L9,Protein quiver,2762511,Rotaria sp. Silwood1,143,23,115,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A821S9L9,Protein quiver,2762511,Rotaria sp. Silwood1,143,6,133,IPR050975,Sleep homeostasis regulator
A0AAN9ZB28,Protein sleepless,2509291,Gryllus longicercus,151,21,124,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAN9ZB28,Protein sleepless,2509291,Gryllus longicercus,151,5,142,IPR050975,Sleep homeostasis regulator
B9EQX1,FI10950p,7227,Drosophila melanogaster,185,64,160,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
B9EQX1,FI10950p,7227,Drosophila melanogaster,185,43,181,IPR050975,Sleep homeostasis regulator
A0AAD1T3F0,Uncharacterized protein,61616,Pelobates cultripes,107,19,89,IPR045860,Snake toxin-like superfamily
Q0GAU2,Plethodontid modulating factor,263669,Plethodon aureolus,84,20,84,IPR045860,Snake toxin-like superfamily
A0A3Q7TX92,UPAR/Ly6 domain-containing protein,9627,Vulpes vulpes,125,22,98,IPR016054,Ly-6 antigen/uPA receptor-like
A0A3Q7TX92,UPAR/Ly6 domain-containing protein,9627,Vulpes vulpes,125,19,101,IPR045860,Snake toxin-like superfamily
A0A3Q7TX92,UPAR/Ly6 domain-containing protein,9627,Vulpes vulpes,125,1,123,IPR046354,Sperm acrosome membrane-associated protein 4/Protein Bouncer
A0AAD5MS44,Uncharacterized protein,148309,Parelaphostrongylus tenuis,112,19,94,IPR045860,Snake toxin-like superfamily
A0A481MQN2,Three-Finger Toxin 04,46286,Boiga dendrophila,103,33,101,IPR003571,Snake three-finger toxin
A0A481MQN2,Three-Finger Toxin 04,46286,Boiga dendrophila,103,78,98,IPR018354,"Snake toxin, conserved site"
A0A481MQN2,Three-Finger Toxin 04,46286,Boiga dendrophila,103,28,103,IPR045860,Snake toxin-like superfamily
A0A481MQN2,Three-Finger Toxin 04,46286,Boiga dendrophila,103,47,101,IPR054131,Snake toxin cobra-type
A0A195B398,Uncharacterized protein,520822,Atta colombica,151,26,125,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A195B398,Uncharacterized protein,520822,Atta colombica,151,8,147,IPR050975,Sleep homeostasis regulator
A0A9N9RK42,Protein sleepless,315576,Chironomus riparius,142,25,119,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A9N9RK42,Protein sleepless,315576,Chironomus riparius,142,22,121,IPR045860,Snake toxin-like superfamily
A0A9N9RK42,Protein sleepless,315576,Chironomus riparius,142,3,139,IPR050975,Sleep homeostasis regulator
A0A5N3W8U1,Snake toxin/toxin-like domain-containing protein,9888,Muntiacus muntjak,126,24,101,IPR035076,Snake toxin/toxin-like
A0A5N3W8U1,Snake toxin/toxin-like domain-containing protein,9888,Muntiacus muntjak,126,17,103,IPR045860,Snake toxin-like superfamily
A0A5N3W8U1,Snake toxin/toxin-like domain-containing protein,9888,Muntiacus muntjak,126,6,117,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A673KYQ6,LY6/PLAUR domain containing 6,307959,Sinocyclocheilus rhinocerous,170,12,166,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A673KYQ6,LY6/PLAUR domain containing 6,307959,Sinocyclocheilus rhinocerous,170,41,128,IPR045860,Snake toxin-like superfamily
A0A504Z8T6,UPAR/Ly6 domain-containing protein,46835,Fasciola gigantica,147,21,121,IPR045860,Snake toxin-like superfamily
A0A6P8GZF0,CD59 glycoprotein-like,7950,Clupea harengus,119,18,85,IPR045860,Snake toxin-like superfamily
A0A668SKC7,UPAR/Ly6 domain-containing protein,47969,Oreochromis aureus,101,18,65,IPR018363,"CD59 antigen, conserved site"
A0A668SKC7,UPAR/Ly6 domain-containing protein,47969,Oreochromis aureus,101,17,82,IPR045860,Snake toxin-like superfamily
A0AAW1UA38,Protein quiver,420089,Henosepilachna vigintioctopunctata,111,20,107,IPR045860,Snake toxin-like superfamily
A0A9P0BFN3,Protein sleepless,1431903,Brassicogethes aeneus,166,22,139,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A9P0BFN3,Protein sleepless,1431903,Brassicogethes aeneus,166,3,152,IPR050975,Sleep homeostasis regulator
A0AAW2EJF1,Protein sleepless,286306,Cardiocondyla obscurior,153,24,123,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAW2EJF1,Protein sleepless,286306,Cardiocondyla obscurior,153,7,144,IPR050975,Sleep homeostasis regulator
A0A2P4TIQ3,UPAR/Ly6 domain-containing protein,9083,Bambusicola thoracicus,76,2,43,IPR045860,Snake toxin-like superfamily
A0A8T2IU83,UPAR/Ly6 domain-containing protein,247094,Hymenochirus boettgeri,199,20,103,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8T2IU83,UPAR/Ly6 domain-containing protein,247094,Hymenochirus boettgeri,199,116,193,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8T2IU83,UPAR/Ly6 domain-containing protein,247094,Hymenochirus boettgeri,199,18,104,IPR045860,Snake toxin-like superfamily
A0A8T2IU83,UPAR/Ly6 domain-containing protein,247094,Hymenochirus boettgeri,199,114,197,IPR045860,Snake toxin-like superfamily
A0A8T2IU83,UPAR/Ly6 domain-containing protein,247094,Hymenochirus boettgeri,199,4,194,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0A0Q9WXM3,"Uncharacterized protein, isoform B",7230,Drosophila mojavensis,182,37,154,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A0Q9WXM3,"Uncharacterized protein, isoform B",7230,Drosophila mojavensis,182,18,178,IPR050975,Sleep homeostasis regulator
R4G7K7,3FTx-Pse-275,340912,Pseudonaja modesta,79,22,78,IPR003571,Snake three-finger toxin
R4G7K7,3FTx-Pse-275,340912,Pseudonaja modesta,79,12,79,IPR045860,Snake toxin-like superfamily
A0AAV4CCD2,Protein sleepless,259542,Plakobranchus ocellatus,165,33,131,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AA85JSX2,UPAR/Ly6 domain-containing protein,157069,Trichobilharzia regenti,136,43,108,IPR045860,Snake toxin-like superfamily
A0A6J2RZ30,Ly6/PLAUR domain-containing protein 1-like,56716,Cottoperca gobio,140,21,110,IPR045860,Snake toxin-like superfamily
A0A6J0HSA5,UPAR/Ly6 domain-containing protein,321398,Lepidothrix coronata,141,22,108,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6J0HSA5,UPAR/Ly6 domain-containing protein,321398,Lepidothrix coronata,141,22,108,IPR045860,Snake toxin-like superfamily
A0A814W2K4,Uncharacterized protein,433720,Adineta steineri,106,5,81,IPR045860,Snake toxin-like superfamily
A0A452UEK3,Lymphocyte antigen 6 complex locus protein G5c,29073,Ursus maritimus,149,38,88,IPR016054,Ly-6 antigen/uPA receptor-like
A0A452UEK3,Lymphocyte antigen 6 complex locus protein G5c,29073,Ursus maritimus,149,23,77,IPR026110,Lymphocyte antigen 6 complex locus protein G5c
A0AAN9D294,UPAR/Ly6 domain-containing protein,58324,Phoxinus phoxinus,93,1,83,IPR016054,Ly-6 antigen/uPA receptor-like
A0AAN9D294,UPAR/Ly6 domain-containing protein,58324,Phoxinus phoxinus,93,1,71,IPR035076,Snake toxin/toxin-like
A0AAN9D294,UPAR/Ly6 domain-containing protein,58324,Phoxinus phoxinus,93,1,78,IPR045860,Snake toxin-like superfamily
I4DJK2,Similar to CG7781,66420,Papilio xuthus,133,22,112,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
I4DJK2,Similar to CG7781,66420,Papilio xuthus,133,19,118,IPR045860,Snake toxin-like superfamily
I4DJK2,Similar to CG7781,66420,Papilio xuthus,133,3,129,IPR050975,Sleep homeostasis regulator
U5ES22,Putative secreted protein,1370023,Corethrella appendiculata,143,26,120,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
U5ES22,Putative secreted protein,1370023,Corethrella appendiculata,143,23,122,IPR045860,Snake toxin-like superfamily
U5ES22,Putative secreted protein,1370023,Corethrella appendiculata,143,1,140,IPR050975,Sleep homeostasis regulator
A0A6J2U4P9,Protein sleepless,7225,Drosophila lebanonensis,160,29,135,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A6J2U4P9,Protein sleepless,7225,Drosophila lebanonensis,160,12,146,IPR050975,Sleep homeostasis regulator
A0A8C0D7V1,UPAR/Ly6 domain-containing protein,9771,Balaenoptera musculus,114,34,112,IPR016054,Ly-6 antigen/uPA receptor-like
A0AAU9ZRX6,UPAR/Ly6 domain-containing protein,109678,Phodopus roborovskii,113,33,111,IPR016054,Ly-6 antigen/uPA receptor-like
A0A913YYL9,Uncharacterized protein,46514,Patiria miniata,178,30,165,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A913YYL9,Uncharacterized protein,46514,Patiria miniata,178,44,133,IPR045860,Snake toxin-like superfamily
A0AA97KGC8,Phospholipase A2 inhibitor N-terminal domain-containing protein,481883,Eublepharis macularius,120,21,74,IPR004126,"Phospholipase A2 inhibitor, N-terminal domain"
A0AA97KGC8,Phospholipase A2 inhibitor N-terminal domain-containing protein,481883,Eublepharis macularius,120,17,104,IPR045860,Snake toxin-like superfamily
A0AA97KGC8,Phospholipase A2 inhibitor N-terminal domain-containing protein,481883,Eublepharis macularius,120,3,76,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0AAV3ZH09,Protein sleepless,259542,Plakobranchus ocellatus,176,32,127,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAV3ZH09,Protein sleepless,259542,Plakobranchus ocellatus,176,31,129,IPR045860,Snake toxin-like superfamily
A0AAV3ZH09,Protein sleepless,259542,Plakobranchus ocellatus,176,14,146,IPR050975,Sleep homeostasis regulator
A0A485MWT4,UPAR/Ly6 domain-containing protein,191816,Lynx pardinus,130,21,111,IPR016054,Ly-6 antigen/uPA receptor-like
A0A485MWT4,UPAR/Ly6 domain-containing protein,191816,Lynx pardinus,130,21,98,IPR035076,Snake toxin/toxin-like
A0A485MWT4,UPAR/Ly6 domain-containing protein,191816,Lynx pardinus,130,12,100,IPR045860,Snake toxin-like superfamily
A0A485MWT4,UPAR/Ly6 domain-containing protein,191816,Lynx pardinus,130,1,129,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A9J7F0H2,Lymphocyte antigen 6 complex locus protein G5c,10029,Cricetulus griseus,165,33,81,IPR026110,Lymphocyte antigen 6 complex locus protein G5c
A0A835G6Y5,Protein sleepless,7107,Spodoptera exigua,158,20,133,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A835G6Y5,Protein sleepless,7107,Spodoptera exigua,158,4,153,IPR050975,Sleep homeostasis regulator
A0A9P0BAR6,Protein sleepless,1431903,Brassicogethes aeneus,161,24,135,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A9P0BAR6,Protein sleepless,1431903,Brassicogethes aeneus,161,21,82,IPR045860,Snake toxin-like superfamily
A0A9P0BAR6,Protein sleepless,1431903,Brassicogethes aeneus,161,4,160,IPR050975,Sleep homeostasis regulator
O18225,Activin_recp domain-containing protein,6239,Caenorhabditis elegans,162,17,104,IPR045860,Snake toxin-like superfamily
A0A9P1N4Q5,Uncharacterized protein,860376,Caenorhabditis angaria,130,13,88,IPR045860,Snake toxin-like superfamily
A0A454XXZ8,Snake toxin/toxin-like domain-containing protein,54126,Pristionchus pacificus,111,35,89,IPR035076,Snake toxin/toxin-like
A0A454XXZ8,Snake toxin/toxin-like domain-containing protein,54126,Pristionchus pacificus,111,9,90,IPR045860,Snake toxin-like superfamily
A0A6P6M4D7,MAC-inhibitory protein,7957,Carassius auratus,194,20,104,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6P6M4D7,MAC-inhibitory protein,7957,Carassius auratus,194,106,179,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6P6M4D7,MAC-inhibitory protein,7957,Carassius auratus,194,106,171,IPR035076,Snake toxin/toxin-like
A0A6P6M4D7,MAC-inhibitory protein,7957,Carassius auratus,194,12,96,IPR045860,Snake toxin-like superfamily
A0A6P6M4D7,MAC-inhibitory protein,7957,Carassius auratus,194,101,176,IPR045860,Snake toxin-like superfamily
A0A6P6M4D7,MAC-inhibitory protein,7957,Carassius auratus,194,5,190,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0A6P6M4D7,MAC-inhibitory protein,7957,Carassius auratus,194,6,96,IPR056949,CD59 glycoprotein
A0A482WWC4,Snake toxin/toxin-like domain-containing protein,195883,Laodelphax striatellus,152,29,121,IPR035076,Snake toxin/toxin-like
A0A482WWC4,Snake toxin/toxin-like domain-containing protein,195883,Laodelphax striatellus,152,26,124,IPR045860,Snake toxin-like superfamily
A0A7J8BBH3,UPAR/Ly6 domain-containing protein,27622,Molossus molossus,127,21,105,IPR016054,Ly-6 antigen/uPA receptor-like
A0A7J8BBH3,UPAR/Ly6 domain-containing protein,27622,Molossus molossus,127,21,92,IPR035076,Snake toxin/toxin-like
A0A7J8BBH3,UPAR/Ly6 domain-containing protein,27622,Molossus molossus,127,1,127,IPR042339,Lymphocyte antigen 6D
A0A7J8BBH3,UPAR/Ly6 domain-containing protein,27622,Molossus molossus,127,16,93,IPR045860,Snake toxin-like superfamily
A0A0M3IFB8,UPAR/Ly6 domain-containing protein,6252,Ascaris lumbricoides,116,13,95,IPR045860,Snake toxin-like superfamily
A0AAW2IF51,Protein sleepless,328185,Menopon gallinae,160,27,123,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAW2IF51,Protein sleepless,328185,Menopon gallinae,160,49,123,IPR045860,Snake toxin-like superfamily
A0AAW2IF51,Protein sleepless,328185,Menopon gallinae,160,9,145,IPR050975,Sleep homeostasis regulator
A0A7M5VAG0,Uncharacterized protein,252671,Clytia hemisphaerica,127,20,105,IPR045860,Snake toxin-like superfamily
H8PG65,Short-chain neurotoxin isoform 8,687874,Suta nigriceps,81,23,80,IPR003571,Snake three-finger toxin
H8PG65,Short-chain neurotoxin isoform 8,687874,Suta nigriceps,81,59,77,IPR018354,"Snake toxin, conserved site"
H8PG65,Short-chain neurotoxin isoform 8,687874,Suta nigriceps,81,22,81,IPR045860,Snake toxin-like superfamily
H8PG65,Short-chain neurotoxin isoform 8,687874,Suta nigriceps,81,23,80,IPR054131,Snake toxin cobra-type
A0A813Q0X1,Protein sleepless,392033,Rotaria sordida,134,21,111,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A813Q0X1,Protein sleepless,392033,Rotaria sordida,134,19,112,IPR045860,Snake toxin-like superfamily
A0A813Q0X1,Protein sleepless,392033,Rotaria sordida,134,2,132,IPR050975,Sleep homeostasis regulator
A0A821U8G2,Protein quiver,2762511,Rotaria sp. Silwood1,164,39,132,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A6G1QYI6,UPAR/Ly6 domain-containing protein,215402,Channa argus,135,20,103,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6G1QYI6,UPAR/Ly6 domain-containing protein,215402,Channa argus,135,21,111,IPR045860,Snake toxin-like superfamily
R4GC87,UPAR/Ly6 domain-containing protein,28377,Anolis carolinensis,157,52,132,IPR016054,Ly-6 antigen/uPA receptor-like
R4GC87,UPAR/Ly6 domain-containing protein,28377,Anolis carolinensis,157,50,136,IPR045860,Snake toxin-like superfamily
R4GC87,UPAR/Ly6 domain-containing protein,28377,Anolis carolinensis,157,34,152,IPR046354,Sperm acrosome membrane-associated protein 4/Protein Bouncer
G7YU26,Uncharacterized protein,79923,Clonorchis sinensis,125,25,100,IPR045860,Snake toxin-like superfamily
A0AAW1C869,CD59 glycoprotein-like,8729,Crotalus adamanteus,86,16,82,IPR045860,Snake toxin-like superfamily
A0AAW1C869,CD59 glycoprotein-like,8729,Crotalus adamanteus,86,12,78,IPR056949,CD59 glycoprotein
A0A6P5NTW8,Lymphocyte antigen 6 complex locus protein G6d,10089,Mus caroli,135,21,110,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6P5NTW8,Lymphocyte antigen 6 complex locus protein G6d,10089,Mus caroli,135,19,135,IPR026524,Lymphocyte antigen 6 complex locus protein G6d/G6f
A0A6P5NTW8,Lymphocyte antigen 6 complex locus protein G6d,10089,Mus caroli,135,20,114,IPR045860,Snake toxin-like superfamily
A0AA85C0Q6,Protein quiver,31246,Schistosoma mattheei,187,38,146,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A7N9C8Q6,UPAR/Ly6 domain-containing protein,9541,Macaca fascicularis,103,22,101,IPR016054,Ly-6 antigen/uPA receptor-like
A0A7N9C8Q6,UPAR/Ly6 domain-containing protein,9541,Macaca fascicularis,103,15,103,IPR045860,Snake toxin-like superfamily
A0A7N9C8Q6,UPAR/Ly6 domain-containing protein,9541,Macaca fascicularis,103,8,101,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0AAG5D910,Protein sleepless,41427,Anopheles atroparvus,147,21,114,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAG5D910,Protein sleepless,41427,Anopheles atroparvus,147,4,124,IPR050975,Sleep homeostasis regulator
A0A564YI66,Protein quiver,6216,Hymenolepis diminuta,146,25,124,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
D9IVG0,MAC-inhibitory protein,146911,Gekko japonicus,116,21,105,IPR016054,Ly-6 antigen/uPA receptor-like
D9IVG0,MAC-inhibitory protein,146911,Gekko japonicus,116,20,96,IPR045860,Snake toxin-like superfamily
D9IVG0,MAC-inhibitory protein,146911,Gekko japonicus,116,4,115,IPR056949,CD59 glycoprotein
A0A3B1KIX1,LY6/PLAUR domain containing 1,7994,Astyanax mexicanus,76,2,55,IPR045860,Snake toxin-like superfamily
A0A8C7WY11,Ly6/PLAUR domain-containing protein 1,183150,Oryzias sinensis,141,19,108,IPR045860,Snake toxin-like superfamily
A0A3N0XST3,Uncharacterized protein,495550,Anabarilius grahami,168,18,52,IPR016054,Ly-6 antigen/uPA receptor-like
A0A3N0XST3,Uncharacterized protein,495550,Anabarilius grahami,168,79,145,IPR035076,Snake toxin/toxin-like
A0A3N0XST3,Uncharacterized protein,495550,Anabarilius grahami,168,74,150,IPR045860,Snake toxin-like superfamily
A0A3N0XST3,Uncharacterized protein,495550,Anabarilius grahami,168,66,162,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0AAE9JKS6,Uncharacterized protein,6238,Caenorhabditis briggsae,156,41,139,IPR045860,Snake toxin-like superfamily
A0A673UJS8,UPAR/Ly6 domain-containing protein,37032,Suricata suricatta,142,18,114,IPR016054,Ly-6 antigen/uPA receptor-like
A0A673UJS8,UPAR/Ly6 domain-containing protein,37032,Suricata suricatta,142,15,113,IPR045860,Snake toxin-like superfamily
A0A673UJS8,UPAR/Ly6 domain-containing protein,37032,Suricata suricatta,142,17,142,IPR051445,Lymphocyte Antigen 6 Family Modulators
A0A7E5V911,Uncharacterized protein LOC113491809,7111,Trichoplusia ni,149,20,123,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A7E5V911,Uncharacterized protein LOC113491809,7111,Trichoplusia ni,149,2,139,IPR050975,Sleep homeostasis regulator
A0A8C6T255,Uncharacterized protein,47308,Neogobius melanostomus,88,24,88,IPR045860,Snake toxin-like superfamily
I3NFY6,LY6/PLAUR domain containing 6B,43179,Ictidomys tridecemlineatus,185,18,184,IPR039457,Ly6/PLAUR domain-containing protein 6-like
I3NFY6,LY6/PLAUR domain containing 6B,43179,Ictidomys tridecemlineatus,185,58,146,IPR045860,Snake toxin-like superfamily
V3ZXE8,Protein sleepless,225164,Lottia gigantea,135,24,110,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
V3ZXE8,Protein sleepless,225164,Lottia gigantea,135,21,112,IPR045860,Snake toxin-like superfamily
V3ZXE8,Protein sleepless,225164,Lottia gigantea,135,6,132,IPR050975,Sleep homeostasis regulator
Q29N59,UPAR/Ly6 domain-containing protein,46245,Drosophila pseudoobscura pseudoobscura,153,23,121,IPR045860,Snake toxin-like superfamily
A0A8C6P3P5,UPAR/Ly6 domain-containing protein,105023,Nothobranchius furzeri,130,25,109,IPR045860,Snake toxin-like superfamily
A0A8C6P3P5,UPAR/Ly6 domain-containing protein,105023,Nothobranchius furzeri,130,13,121,IPR046354,Sperm acrosome membrane-associated protein 4/Protein Bouncer
A0A8C4MYM1,Ly-6/neurotoxin-like protein 1,83772,Equus asinus asinus,160,65,143,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8C4MYM1,Ly-6/neurotoxin-like protein 1,83772,Equus asinus asinus,160,65,136,IPR035076,Snake toxin/toxin-like
A0A8C4MYM1,Ly-6/neurotoxin-like protein 1,83772,Equus asinus asinus,160,61,137,IPR045860,Snake toxin-like superfamily
A0A8C4MYM1,Ly-6/neurotoxin-like protein 1,83772,Equus asinus asinus,160,61,154,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0AAE1Z6V5,Protein quiver,38744,Schistosoma mekongi,149,25,120,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAE1Z6V5,Protein quiver,38744,Schistosoma mekongi,149,17,141,IPR050975,Sleep homeostasis regulator
A0A1S3GCJ3,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,134,27,104,IPR016054,Ly-6 antigen/uPA receptor-like
A0A1S3GCJ3,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,134,1,133,IPR039700,Lymphocyte antigen 6G6e
A0A1S3GCJ3,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,134,25,108,IPR045860,Snake toxin-like superfamily
A0A816JWE1,Uncharacterized protein,392030,Rotaria magnacalcarata,116,16,79,IPR045860,Snake toxin-like superfamily
A0A1B6CXX9,Uncharacterized protein,38151,Clastoptera arizonana,183,23,157,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A1B6CXX9,Uncharacterized protein,38151,Clastoptera arizonana,183,4,180,IPR050975,Sleep homeostasis regulator
A0A8C1ZM17,MAC-inhibitory protein,7962,Cyprinus carpio,133,34,118,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8C1ZM17,MAC-inhibitory protein,7962,Cyprinus carpio,133,31,111,IPR045860,Snake toxin-like superfamily
A0A8C1ZM17,MAC-inhibitory protein,7962,Cyprinus carpio,133,27,126,IPR056949,CD59 glycoprotein
A0A8T1N1B6,Uncharacterized protein,79923,Clonorchis sinensis,98,24,95,IPR045860,Snake toxin-like superfamily
A0A0B8RS43,Three-finger toxin 2e,1899461,Philothamnus irregularis,109,46,107,IPR003571,Snake three-finger toxin
A0A0B8RS43,Three-finger toxin 2e,1899461,Philothamnus irregularis,109,84,104,IPR018354,"Snake toxin, conserved site"
A0A0B8RS43,Three-finger toxin 2e,1899461,Philothamnus irregularis,109,35,109,IPR045860,Snake toxin-like superfamily
A0A0B8RS43,Three-finger toxin 2e,1899461,Philothamnus irregularis,109,47,107,IPR054131,Snake toxin cobra-type
A6JYL1,UPAR/Ly6 domain-containing protein,10116,Rattus norvegicus,102,26,101,IPR016054,Ly-6 antigen/uPA receptor-like
A6JYL1,UPAR/Ly6 domain-containing protein,10116,Rattus norvegicus,102,26,101,IPR045860,Snake toxin-like superfamily
A0A482X3N6,UPAR/Ly6 domain-containing protein,195883,Laodelphax striatellus,145,30,118,IPR045860,Snake toxin-like superfamily
A0A5N3VJX4,Snake toxin/toxin-like domain-containing protein,9888,Muntiacus muntjak,150,19,78,IPR035076,Snake toxin/toxin-like
A0A5N3VJX4,Snake toxin/toxin-like domain-containing protein,9888,Muntiacus muntjak,150,15,78,IPR045860,Snake toxin-like superfamily
A0A3B4VBJ2,UPAR/Ly6 domain-containing protein,41447,Seriola dumerili,114,8,89,IPR016054,Ly-6 antigen/uPA receptor-like
A0A3B4VBJ2,UPAR/Ly6 domain-containing protein,41447,Seriola dumerili,114,5,92,IPR045860,Snake toxin-like superfamily
A0A3B4VBJ2,UPAR/Ly6 domain-containing protein,41447,Seriola dumerili,114,7,113,IPR046354,Sperm acrosome membrane-associated protein 4/Protein Bouncer
A0A3Q0GAW4,MAC-inhibitory protein,38654,Alligator sinensis,120,25,107,IPR016054,Ly-6 antigen/uPA receptor-like
A0A3Q0GAW4,MAC-inhibitory protein,38654,Alligator sinensis,120,24,99,IPR045860,Snake toxin-like superfamily
A0A3Q0GAW4,MAC-inhibitory protein,38654,Alligator sinensis,120,3,120,IPR056949,CD59 glycoprotein
A0A6J0I057,Ly6/PLAUR domain-containing protein 6B isoform X1,321398,Lepidothrix coronata,171,8,170,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A6J0I057,Ly6/PLAUR domain-containing protein 6B isoform X1,321398,Lepidothrix coronata,171,43,130,IPR045860,Snake toxin-like superfamily
