query	target	fident	alnlen	nident	mismatch	gapopen	qstart	qend	tstart	tend	qcov	tcov	evalue	bits
P25682	A0A6P7YLF9	0.190	84	16	45	5	2	62	23	106	0.968	0.600	2.330E-04	35
P25682	A0A8B8Y3I0	0.202	84	17	44	5	2	62	24	107	0.968	0.596	2.330E-04	35
P25682	A0A1D2NIF7	0.246	77	19	39	5	2	62	30	103	0.968	0.521	2.330E-04	35
P25682	A0A3B4YXK8	0.236	72	17	42	5	2	62	48	117	0.968	0.493	2.330E-04	35
P25682	A0AAV2I4J8	0.197	86	17	45	4	1	62	28	113	0.984	0.601	2.330E-04	35
P25682	A0A6P4XSJ3	0.204	98	20	42	5	1	62	22	119	0.984	0.681	2.330E-04	35
P25682	A0A4W4HKU0	0.188	85	16	46	4	1	62	24	108	0.984	0.590	2.330E-04	35
P25682	A0A6P7SS24	0.255	86	22	40	4	1	62	27	112	0.984	0.593	2.330E-04	35
P25682	A0A5N5JBP1	0.188	85	16	46	4	1	62	23	107	0.984	0.586	2.330E-04	35
P25682	A0A336LFC6	0.253	67	17	39	3	1	61	22	83	0.968	0.428	2.330E-04	35
P25682	A0A8D0YSN8	0.214	84	18	44	4	1	62	17	100	0.984	0.575	2.330E-04	35
P25682	A0A4W5NN03	0.204	83	17	43	6	2	62	23	104	0.968	0.562	2.330E-04	35
P25682	A0A504Z8T6	0.215	93	20	42	5	1	62	23	115	0.984	0.633	2.330E-04	35
P25682	A0A8D1UQZ9	0.214	84	18	44	4	1	62	18	101	0.984	0.571	2.330E-04	35
P25682	A0A8D0V4J6	0.214	84	18	44	4	1	62	18	101	0.984	0.571	2.330E-04	35
P25682	A0A8U0PJX2	0.194	72	14	45	4	2	62	54	123	0.968	0.470	2.330E-04	35
P25682	A0AAQ5ZVR7	0.250	80	20	41	5	1	62	41	119	0.984	0.527	2.330E-04	35
P25682	A0A1S3LB71	0.188	85	16	46	5	1	62	34	118	0.984	0.563	2.330E-04	35
P25682	A0A4U5V2S1	0.225	80	18	43	5	1	62	42	120	0.984	0.523	2.330E-04	35
P25682	A0A9Q1CIB5	0.202	89	18	45	4	1	63	37	125	1.000	0.586	2.330E-04	35
P25682	A0AAX7T579	0.220	68	15	47	3	1	62	84	151	0.984	0.447	2.330E-04	35
P25682	G1PED2	0.280	50	14	30	2	1	44	23	72	0.698	0.327	2.330E-04	35
P25682	A0A8C9I2X3	0.216	83	18	44	4	1	62	25	107	0.984	0.539	2.330E-04	35
P25682	A0A8D1YYY4	0.214	84	18	44	4	1	62	26	109	0.984	0.542	2.330E-04	35
P25682	A0A8B9HI83	0.212	66	14	41	3	5	62	61	123	0.921	0.404	2.330E-04	35
P25682	A0A4W2G9M8	0.220	77	17	45	5	1	63	28	103	1.000	0.481	2.330E-04	35
P25682	A0A2K5JUI6	0.216	83	18	44	4	1	62	29	111	0.984	0.525	2.330E-04	35
P25682	A0A6P5DUU0	0.220	77	17	45	5	1	63	28	103	1.000	0.481	2.330E-04	35
P25682	F6PS18	0.220	77	17	45	5	1	63	30	105	1.000	0.475	2.330E-04	35
P25682	A0A3B3RNQ9	0.211	85	18	44	5	1	62	42	126	0.984	0.528	2.330E-04	35
P25682	T1K870	0.233	90	21	41	5	1	62	37	126	0.984	0.556	2.330E-04	35
P25682	A0A2U3V9L7	0.202	79	16	47	3	1	63	21	99	1.000	0.482	2.330E-04	35
P25682	A0A0D9RA48	0.234	81	19	42	3	3	63	43	123	0.968	0.491	2.330E-04	35
P25682	A0A8D1YW18	0.214	84	18	44	4	1	62	36	119	0.984	0.509	2.330E-04	35
P25682	A0A8C8IN54	0.217	69	15	47	3	1	62	62	130	0.984	0.411	2.330E-04	35
P25682	A0A6J0WG32	0.253	75	19	41	3	2	62	60	133	0.968	0.430	2.330E-04	35
P25682	A0A3Q2VCN3	0.220	68	15	47	3	1	62	110	177	0.984	0.382	2.330E-04	35
P25682	A0A3B4GD81	0.220	68	15	47	3	1	62	110	177	0.984	0.382	2.330E-04	35
P25682	A0A9Q9VHJ6	0.240	79	19	43	3	1	62	74	152	0.984	0.444	2.330E-04	35
P25682	A0A834FJJ0	0.216	83	18	43	6	1	62	75	156	0.984	0.456	2.330E-04	35
P25682	A0A8B8RN43	0.223	76	17	44	6	1	62	76	150	0.984	0.414	2.330E-04	35
P25682	A0A7M5URS5	0.256	82	21	41	5	1	62	61	142	0.984	0.436	2.330E-04	35
P25682	A0A6P7F7Y2	0.234	81	19	42	4	3	63	44	124	0.968	0.429	2.330E-04	35
P25682	W5K3C2	0.205	78	16	46	4	1	62	20	97	0.984	0.411	2.330E-04	35
P25682	A0A8C1L2C7	0.240	79	19	43	3	1	62	88	166	0.984	0.411	2.330E-04	35
P25682	A0A9P0AW46	0.225	80	18	42	4	3	62	50	129	0.952	0.417	2.330E-04	35
P25682	A0A9P0GQS3	0.234	81	19	42	4	3	63	46	126	0.968	0.422	2.330E-04	35
P25682	A0A6J2XTR8	0.234	81	19	42	4	3	63	45	125	0.968	0.420	2.330E-04	35
P25682	A0AAU9G6Y2	0.197	71	14	47	3	1	62	25	94	0.984	0.357	2.330E-04	35
P25682	A0A8C8XEJ2	0.225	80	18	42	5	2	62	28	106	0.968	0.397	2.330E-04	35
P25682	P01422	0.307	52	16	30	4	13	62	13	60	0.794	0.787	3.211E-04	35
P25682	P14534	0.230	65	15	38	4	1	62	1	56	0.984	0.889	3.211E-04	35
P25682	A0A1U7V3D8	0.324	37	12	21	1	31	63	11	47	0.524	0.481	3.211E-04	35
P25682	A0A9D3NE34	0.242	70	17	45	5	1	62	8	77	0.984	0.909	3.211E-04	35
P25682	R4FI94	0.215	65	14	41	3	1	62	22	79	0.984	0.734	3.211E-04	35
P25682	R4G7I5	0.274	51	14	34	2	12	62	33	80	0.810	0.593	3.211E-04	35
P25682	R4G2G7	0.204	49	10	32	2	17	62	36	80	0.730	0.556	3.211E-04	35
P25682	F8J2H2	0.260	50	13	34	2	13	62	34	80	0.794	0.580	3.211E-04	35
P25682	A0A671NU48	0.253	71	18	44	5	1	62	9	79	0.984	0.866	3.211E-04	35
P25682	A0A671NX99	0.253	71	18	44	5	1	62	9	79	0.984	0.866	3.211E-04	35
P25682	A0A974CQT3	0.285	35	10	21	1	32	62	20	54	0.492	0.427	3.211E-04	35
P25682	A0A0H4BLZ7	0.269	63	17	43	3	1	62	22	82	0.984	0.735	3.211E-04	35
P25682	A0AAZ3ST37	0.294	68	20	42	4	1	62	16	83	0.984	0.819	3.211E-04	35
P25682	A0A803JJY5	0.250	52	13	36	1	14	62	31	82	0.778	0.627	3.211E-04	35
P25682	R4G2D7	0.264	53	14	34	3	12	62	33	82	0.810	0.602	3.211E-04	35
P25682	Q0GAB5	0.235	68	16	44	3	1	62	20	85	0.984	0.776	3.211E-04	35
P25682	R4G2S3	0.228	57	13	35	3	12	62	33	86	0.810	0.621	3.211E-04	35
P25682	R4FJK2	0.228	57	13	35	3	12	62	33	86	0.810	0.621	3.211E-04	35
P25682	R4FIC0	0.228	57	13	35	3	12	62	33	86	0.810	0.621	3.211E-04	35
P25682	A0A218UH18	0.235	34	8	22	1	34	63	25	58	0.476	0.391	3.211E-04	35
P25682	A0AAV7TCB5	0.266	60	16	40	3	7	62	29	88	0.889	0.682	3.211E-04	35
P25682	U3F5D3	0.296	64	19	41	2	1	61	25	87	0.968	0.716	3.211E-04	35
P25682	A0A4W4DY67	0.268	67	18	44	4	1	62	23	89	0.984	0.753	3.211E-04	35
P25682	A0A3B5K7Y2	0.257	70	18	43	6	1	62	20	88	0.984	0.775	3.211E-04	35
P25682	A0A8C9XWD2	0.304	23	7	16	0	2	24	45	67	0.365	0.256	3.211E-04	35
P25682	A0AAN9D6R9	0.228	70	16	46	4	1	62	21	90	0.984	0.778	3.211E-04	35
P25682	A0A3Q0RBC6	0.215	65	14	40	3	1	62	12	68	0.984	0.626	3.211E-04	35
P25682	A0A3B1J3X6	0.239	71	17	45	5	1	62	21	91	0.984	0.780	3.211E-04	35
P25682	A7X3S5	0.205	68	14	46	3	2	62	24	90	0.968	0.728	3.211E-04	35
P25682	A0A6P8ERC3	0.263	72	19	44	5	1	63	20	91	1.000	0.783	3.211E-04	35
P25682	A0AAN8LXL3	0.301	63	19	30	3	1	62	20	69	0.984	0.543	3.211E-04	35
P25682	A0AAE0Q518	0.239	71	17	45	4	1	62	20	90	0.984	0.772	3.211E-04	35
P25682	A0A9W7T6K8	0.271	70	19	43	5	1	62	20	89	0.984	0.753	3.211E-04	35
P25682	A0AAN9DAE0	0.253	71	18	44	5	1	62	20	90	0.984	0.763	3.211E-04	35
P25682	A0AAV5T4I4	0.246	73	18	42	4	1	62	17	87	0.984	0.763	3.211E-04	35
P25682	A0A8C6XA92	0.250	36	9	27	0	2	37	23	58	0.571	0.375	3.211E-04	35
P25682	A0A814H315	0.196	51	10	36	2	17	62	46	96	0.730	0.526	3.211E-04	35
P25682	A0A1I8IHI8	0.281	64	18	40	3	3	62	9	70	0.952	0.639	3.211E-04	35
P25682	A0A816K7H6	0.236	72	17	44	2	2	62	27	98	0.968	0.727	3.211E-04	35
P25682	A0A813YCU7	0.212	80	17	43	4	1	62	21	98	0.984	0.788	3.211E-04	35
P25682	A0A3P9BMN3	0.194	72	14	48	3	2	63	24	95	0.984	0.720	3.211E-04	35
P25682	A0A3Q4HBW9	0.194	72	14	48	3	2	63	24	95	0.984	0.720	3.211E-04	35
P25682	A0A3B4GPK7	0.194	72	14	48	3	2	63	24	95	0.984	0.720	3.211E-04	35
P25682	A0A819NMF8	0.267	71	19	39	4	1	62	5	71	0.984	0.663	3.211E-04	35
P25682	A0AAF3FJU5	0.223	67	15	42	4	1	62	13	74	0.984	0.614	3.211E-04	35
P25682	A0A672KEZ9	0.265	64	17	34	4	11	62	14	76	0.825	0.618	3.211E-04	35
P25682	A0A3Q2QBX4	0.200	75	15	39	5	1	63	15	80	1.000	0.647	3.211E-04	35
P25682	A0A667XJJ1	0.205	73	15	47	5	1	62	29	101	0.984	0.716	3.211E-04	35
P25682	A0A0B8RZX9	0.235	68	16	43	3	3	62	37	103	0.952	0.638	3.211E-04	35
P25682	A0AAZ3NRX0	0.294	68	20	42	4	1	62	38	105	0.984	0.648	3.211E-04	35
P25682	A0AAD4R5B2	0.225	80	18	44	4	1	62	24	103	0.984	0.755	3.211E-04	35
P25682	A0AAD9BBN9	0.214	70	15	46	2	2	62	23	92	0.968	0.654	3.211E-04	35
P25682	A0A8C5TCF0	0.240	79	19	43	5	1	62	20	98	0.984	0.738	3.211E-04	35
P25682	A0A0B8RSZ0	0.246	65	16	43	3	3	62	44	107	0.952	0.587	3.211E-04	35
P25682	A0A0B8RS22	0.238	67	16	41	4	3	62	44	107	0.952	0.587	3.211E-04	35
P25682	Q06ZW0	0.238	67	16	43	3	3	62	44	109	0.952	0.595	3.211E-04	35
P25682	A0A818MY81	0.228	70	16	43	4	2	62	22	89	0.968	0.602	3.211E-04	35
P25682	A0A814JLR6	0.281	71	20	40	5	1	62	21	89	0.984	0.611	3.211E-04	35
P25682	A0A7I4YMD4	0.246	73	18	41	4	2	62	23	93	0.968	0.623	3.211E-04	35
P25682	A0A814NIW3	0.250	68	17	43	2	3	62	21	88	0.952	0.596	3.211E-04	35
P25682	A0AAN7YBH7	0.236	72	17	42	5	2	62	21	90	0.968	0.609	3.211E-04	35
P25682	A0A8C7RXZ2	0.240	83	20	39	5	1	62	15	94	0.984	0.690	3.211E-04	35
P25682	A0A8S9Z9M5	0.228	70	16	42	4	1	62	25	90	0.984	0.569	3.211E-04	35
P25682	A0A6J2PA94	0.236	72	17	42	5	2	62	23	92	0.968	0.598	3.211E-04	35
P25682	A0A3Q3FLL7	0.226	75	17	45	5	1	63	19	92	1.000	0.627	3.211E-04	35
P25682	A0A818IYW4	0.250	72	18	42	5	1	62	23	92	0.984	0.593	3.211E-04	35
P25682	A0A813Q9C5	0.250	72	18	42	5	1	62	23	92	0.984	0.593	3.211E-04	35
P25682	A0A813UCL1	0.250	72	18	42	5	1	62	23	92	0.984	0.593	3.211E-04	35
P25682	A0A498MK06	0.222	72	16	43	5	2	62	23	92	0.968	0.593	3.211E-04	35
P25682	A0A6P6PQV0	0.222	72	16	43	5	2	62	23	92	0.968	0.593	3.211E-04	35
P25682	A0A9W7TGY6	0.266	75	20	41	4	2	62	21	95	0.968	0.630	3.211E-04	35
P25682	A0A8C6S5Y7	0.222	72	16	43	5	2	62	18	87	0.968	0.588	3.211E-04	35
P25682	Q64HX7	0.236	72	17	43	4	2	62	23	93	0.968	0.597	3.211E-04	35
P25682	A0AA84ZQF2	0.246	69	17	45	2	1	62	24	92	0.984	0.575	3.211E-04	35
P25682	A0A816MGA9	0.267	71	19	39	4	1	62	24	90	0.984	0.558	3.211E-04	35
P25682	A0A816Y9E7	0.267	71	19	39	4	1	62	24	90	0.984	0.558	3.211E-04	35
P25682	A0A095A0M7	0.217	69	15	47	2	1	62	24	92	0.984	0.575	3.211E-04	35
P25682	A0A814B7L7	0.340	47	16	29	2	17	62	44	89	0.730	0.380	3.211E-04	35
P25682	G3WC46	0.266	75	20	40	3	3	62	18	92	0.952	0.620	3.211E-04	35
P25682	A0AA85EW07	0.239	71	17	45	2	1	62	24	94	0.984	0.587	3.211E-04	35
P25682	A0AA47M446	0.236	72	17	42	5	2	62	28	97	0.968	0.579	3.211E-04	35
P25682	A0A813X3U6	0.236	72	17	42	4	2	62	26	95	0.968	0.579	3.211E-04	35
P25682	A0A504Z108	0.269	78	21	35	5	1	62	26	97	0.984	0.590	3.211E-04	35
P25682	A0A097F1J3	0.256	78	20	36	5	1	62	26	97	0.984	0.590	3.211E-04	35
P25682	A0A097F1L7	0.256	78	20	36	5	1	62	26	97	0.984	0.590	3.211E-04	35
P25682	A0A8T2M1Y8	0.239	71	17	45	5	1	62	52	122	0.984	0.582	3.211E-04	35
P25682	A0A3B4T203	0.253	75	19	42	5	1	62	23	96	0.984	0.607	3.211E-04	35
P25682	A0A8C5BKN9	0.236	72	17	42	5	2	62	29	98	0.968	0.569	3.211E-04	35
P25682	A0A8C1CWQ8	0.227	79	18	44	5	1	62	16	94	0.984	0.642	3.211E-04	35
P25682	A0A1U7SH76	0.265	79	21	40	6	1	62	21	98	0.984	0.629	3.211E-04	35
P25682	A0A8U0PAG4	0.259	81	21	41	5	1	62	22	102	0.984	0.653	3.211E-04	35
P25682	A0AA84ZSV4	0.225	71	16	45	3	2	62	26	96	0.968	0.573	3.211E-04	35
P25682	A0A3Q3EP24	0.262	80	21	40	5	1	62	16	94	0.984	0.637	3.211E-04	35
P25682	A0A8C8MC37	0.240	83	20	39	6	1	62	21	100	0.984	0.640	3.211E-04	35
P25682	A0A819C4T8	0.240	75	18	42	4	1	62	25	97	0.984	0.584	3.211E-04	35
P25682	A0A8D0BPP6	0.240	79	19	42	6	1	62	21	98	0.984	0.624	3.211E-04	35
P25682	A0A815KNW2	0.232	73	17	45	3	1	62	25	97	0.984	0.584	3.211E-04	35
P25682	A0A9Q0XKA3	0.230	78	18	44	4	1	62	21	98	0.984	0.624	3.211E-04	35
P25682	A0A9F7TEZ1	0.226	75	17	45	5	1	63	26	99	1.000	0.587	3.211E-04	35
P25682	A0A7J7RL56	0.223	76	17	44	6	1	62	28	102	0.984	0.595	3.211E-04	35
P25682	A0A4W5M0H6	0.217	69	15	47	3	1	62	20	88	0.984	0.548	3.211E-04	35
P25682	A0A6P7EDN3	0.205	78	16	46	3	1	62	24	101	0.984	0.619	3.211E-04	35
P25682	A0A8C7DWJ5	0.283	81	23	39	5	1	62	21	101	0.984	0.643	3.211E-04	35
P25682	A0AB13A3U9	0.230	78	18	44	4	1	62	22	99	0.984	0.619	3.211E-04	35
P25682	A0A4S2LDN6	0.216	74	16	44	4	1	62	29	100	0.984	0.571	3.211E-04	35
P25682	A0A6I9WKQ8	0.294	78	23	39	6	1	62	25	102	0.984	0.614	3.211E-04	35
P25682	A0A8C1TK25	0.227	79	18	44	5	1	62	20	98	0.984	0.622	3.211E-04	35
P25682	A0A075F9M7	0.223	76	17	38	5	2	62	28	97	0.968	0.551	3.211E-04	35
P25682	A0A9Q9YX26	0.227	79	18	44	5	1	62	20	98	0.984	0.622	3.211E-04	35
P25682	A0A504ZF73	0.223	76	17	38	5	2	62	28	97	0.968	0.551	3.211E-04	35
P25682	A0AA88SX05	0.212	80	17	46	5	1	63	20	99	1.000	0.630	3.211E-04	35
P25682	A0A212CEC0	0.253	75	19	41	3	2	62	15	88	0.968	0.583	3.211E-04	35
P25682	A0A6P6RG30	0.212	80	17	44	5	1	62	21	99	0.984	0.622	3.211E-04	35
P25682	A0AAD1T6I6	0.233	77	18	43	5	1	62	23	98	0.984	0.598	3.211E-04	35
P25682	A0A3B3UJP4	0.209	81	17	44	5	2	62	17	97	0.968	0.633	3.211E-04	35
P25682	A0A8C4ZG16	0.236	72	17	42	5	2	62	34	103	0.968	0.547	3.211E-04	35
P25682	A0A8C8MD72	0.240	83	20	39	6	1	62	21	100	0.984	0.625	3.211E-04	35
P25682	A0AAN7X6N0	0.204	83	17	44	6	1	62	20	101	0.984	0.641	3.211E-04	35
P25682	A0AAV1P7A0	0.250	80	20	42	6	1	62	23	102	0.984	0.625	3.211E-04	35
P25682	A0A8C1TUM4	0.231	69	16	35	4	3	63	3	61	0.968	0.457	3.211E-04	35
P25682	A0A3B5MZ64	0.209	81	17	44	5	2	62	18	98	0.968	0.628	3.211E-04	35
P25682	A0A5N3WYU0	0.256	78	20	42	3	1	62	21	98	0.984	0.605	3.211E-04	35
P25682	S4R9P9	0.190	84	16	45	5	2	62	7	90	0.968	0.651	3.211E-04	35
P25682	A0A9W9YS29	0.207	82	17	44	5	2	62	23	104	0.968	0.631	3.211E-04	35
P25682	A0A803T9X8	0.243	82	20	42	5	1	62	23	104	0.984	0.631	3.211E-04	35
P25682	A0A3B1J405	0.219	82	18	44	4	1	62	22	103	0.984	0.631	3.211E-04	35
P25682	A0A8K0CUI0	0.256	74	19	41	4	1	63	20	90	1.000	0.542	3.211E-04	35
P25682	A0AA39H607	0.223	85	19	43	4	1	62	21	105	0.984	0.649	3.211E-04	35
P25682	A0A3P8VFV5	0.236	72	17	42	4	2	62	38	107	0.968	0.534	3.211E-04	35
P25682	A0AAW1Z9Y9	0.217	78	17	45	4	1	62	29	106	0.984	0.595	3.211E-04	35
P25682	A0A3Q2YPG0	0.216	83	18	43	5	1	62	22	103	0.984	0.621	3.211E-04	35
P25682	A0A8C6SU19	0.188	69	13	49	3	1	62	27	95	0.984	0.519	3.211E-04	35
P25682	A0A087Y6H1	0.209	81	17	44	5	2	62	24	104	0.968	0.604	3.211E-04	35
P25682	A0A3P9PQR4	0.209	81	17	44	5	2	62	23	103	0.968	0.604	3.211E-04	35
P25682	A0A4W5MTY4	0.188	85	16	46	5	1	62	19	103	0.984	0.630	3.211E-04	35
P25682	A0A811YJH1	0.223	76	17	44	6	1	62	32	106	0.984	0.547	3.211E-04	35
P25682	A0A8C2RDY1	0.205	78	16	46	3	1	62	35	112	0.984	0.569	3.211E-04	35
P25682	A0A7J7VE40	0.202	84	17	44	4	1	62	28	110	0.984	0.597	3.211E-04	35
P25682	A0AAD9Q3Q6	0.197	91	18	44	5	1	62	22	112	0.984	0.650	3.211E-04	35
P25682	A0A2Y9PMA1	0.190	84	16	45	5	2	62	24	107	0.968	0.596	3.211E-04	35
P25682	A0A8C6B430	0.190	84	16	45	5	2	62	24	107	0.968	0.596	3.211E-04	35
P25682	A0A3B1J7F4	0.188	85	16	46	4	1	62	24	108	0.984	0.599	3.211E-04	35
P25682	A0A8B9HWE0	0.188	85	16	46	4	1	62	24	108	0.984	0.599	3.211E-04	35
P25682	A0AAW1Z9Z5	0.256	78	20	42	4	1	62	39	116	0.984	0.545	3.211E-04	35
P25682	A0A9D4E9E1	0.202	84	17	45	4	1	62	21	104	0.984	0.587	3.211E-04	35
P25682	A0A7N9IFL8	0.235	68	16	46	2	1	62	29	96	0.984	0.476	3.211E-04	35
P25682	A0A6J2VTL4	0.188	85	16	46	5	1	62	23	107	0.984	0.590	3.211E-04	35
P25682	A0A2K6SLE7	0.209	81	17	44	3	3	63	22	102	0.968	0.559	3.211E-04	35
P25682	A0A9X0CRX9	0.233	90	21	41	5	1	62	22	111	0.984	0.621	3.211E-04	35
P25682	A0A9X0D834	0.243	82	20	41	5	1	61	23	104	0.968	0.566	3.211E-04	35
P25682	M4A0H8	0.209	81	17	44	5	2	62	34	114	0.968	0.555	3.211E-04	35
P25682	A0A3P9B9E4	0.237	80	19	42	5	1	62	41	119	0.984	0.537	3.211E-04	35
P25682	A0AAN9Z724	0.200	90	18	45	4	1	63	20	109	1.000	0.612	3.211E-04	35
P25682	A0AAZ1Y1B6	0.237	80	19	42	5	1	62	41	119	0.984	0.537	3.211E-04	35
P25682	A0A8S4BNL7	0.262	80	21	40	5	1	62	41	119	0.984	0.537	3.211E-04	35
P25682	A0A0N4Y7S9	0.295	61	18	33	2	12	62	57	117	0.810	0.404	3.211E-04	35
P25682	L5LBI7	0.223	76	17	44	6	1	62	54	128	0.984	0.493	3.211E-04	35
P25682	A0A8C1DP26	0.246	69	17	34	4	3	63	21	79	0.968	0.386	3.211E-04	35
P25682	A0AAE2D6X7	0.246	73	18	42	3	1	62	55	125	0.984	0.464	3.211E-04	35
P25682	A0A2B4RLC5	0.190	84	16	46	4	1	62	32	115	0.984	0.549	3.211E-04	35
P25682	A0A452ERR6	0.226	84	19	42	4	2	62	25	108	0.968	0.545	3.211E-04	35
P25682	A0A8C7AHC4	0.214	84	18	44	4	1	62	27	110	0.984	0.538	3.211E-04	35
P25682	A0A668TC34	0.237	80	19	42	5	1	62	41	119	0.984	0.503	3.211E-04	35
P25682	A0A6B0SEM3	0.220	77	17	45	5	1	63	28	103	1.000	0.481	3.211E-04	35
P25682	A0A2K5TTQ8	0.204	83	17	45	4	1	62	29	111	0.984	0.525	3.211E-04	35
P25682	A0AAV1FFG0	0.212	80	17	45	4	1	62	61	140	0.984	0.494	3.211E-04	35
P25682	A0A3B4D5M0	0.255	43	11	30	1	1	41	111	153	0.651	0.262	3.211E-04	35
P25682	R4GD72	0.207	82	17	45	4	1	62	20	101	0.984	0.500	3.211E-04	35
P25682	A0A0M3JXZ4	0.234	94	22	40	4	1	62	33	126	0.984	0.570	3.211E-04	35
P25682	A0A8I3WQS5	0.209	81	17	44	3	3	63	44	124	0.968	0.485	3.211E-04	35
P25682	A0AAV3Z2S0	0.236	93	22	38	6	2	62	60	151	0.968	0.551	3.211E-04	35
P25682	A0A3Q2Q1B1	0.285	84	24	38	3	1	62	54	137	0.984	0.494	3.211E-04	35
P25682	A0A5N5PZZ1	0.212	80	17	45	4	2	63	48	127	0.984	0.471	3.211E-04	35
P25682	A0AAR2LGK1	0.255	43	11	30	1	1	41	118	160	0.651	0.251	3.211E-04	35
P25682	A0A5N3WG52	0.253	75	19	41	3	2	62	60	133	0.968	0.430	3.211E-04	35
P25682	A0A2U9CZA9	0.216	83	18	43	6	1	62	65	146	0.984	0.477	3.211E-04	35
P25682	A0A5N3XDD7	0.253	75	19	41	3	2	62	60	133	0.968	0.430	3.211E-04	35
P25682	A0A671LWA6	0.220	68	15	46	3	2	62	84	151	0.968	0.395	3.211E-04	35
P25682	A0A9X0D823	0.197	81	16	45	4	2	62	67	147	0.968	0.468	3.211E-04	35
P25682	A0A8D8YXI9	0.204	83	17	46	4	1	63	39	121	1.000	0.477	3.211E-04	35
P25682	G7PD28	0.204	83	17	45	4	1	62	45	127	0.984	0.477	3.211E-04	35
P25682	A0A5F7ZL10	0.204	83	17	45	4	1	62	46	128	0.984	0.474	3.211E-04	35
P25682	A0AAD7YXN9	0.235	85	20	43	3	1	63	44	128	1.000	0.475	3.211E-04	35
P25682	A0AAQ4D8Y8	0.244	90	22	40	4	1	62	63	152	0.984	0.500	3.211E-04	35
P25682	A0A7M6DMY1	0.228	83	19	43	5	1	62	54	136	0.984	0.461	3.211E-04	35
P25682	A0A6A4RVJ3	0.216	83	18	43	6	1	62	78	159	0.984	0.443	3.211E-04	35
P25682	A0AA84ZRG6	0.266	60	16	37	3	3	62	113	165	0.952	0.277	3.211E-04	35
P25682	A0A3B1IBN9	0.220	77	17	45	5	1	62	13	89	0.984	0.391	3.211E-04	35
P25682	P81946	0.222	63	14	45	2	1	63	1	59	1.000	1.000	4.426E-04	34
P25682	Q9PS33	0.265	49	13	32	3	16	62	13	59	0.746	0.797	4.426E-04	34
P25682	P01406	0.274	62	17	38	4	3	62	3	59	0.952	0.950	4.426E-04	34
P25682	P01418	0.183	60	11	46	2	3	62	3	59	0.952	0.950	4.426E-04	34
P25682	A0A814FUU1	0.280	50	14	33	2	14	62	3	50	0.778	0.667	4.426E-04	34
P25682	A0A2U3YU38	0.343	32	11	19	1	33	62	15	46	0.476	0.416	4.426E-04	34
P25682	R4FJG5	0.215	65	14	41	3	1	62	22	79	0.984	0.734	4.426E-04	34
P25682	Q9W7J9	0.246	65	16	38	3	1	62	22	78	0.984	0.722	4.426E-04	34
P25682	R4G7F3	0.215	65	14	41	3	1	62	22	79	0.984	0.734	4.426E-04	34
P25682	A0A672J2F4	0.413	29	12	14	1	1	26	23	51	0.413	0.363	4.426E-04	34
P25682	A0A974BWI2	0.227	79	18	35	4	10	62	2	80	0.841	0.975	4.426E-04	34
P25682	P49123	0.255	47	12	32	2	17	61	35	80	0.714	0.568	4.426E-04	34
P25682	A0A3B5QZV9	0.225	62	14	42	2	3	62	1	58	0.952	0.716	4.426E-04	34
P25682	A0A0H4IS80	0.253	63	16	44	3	1	62	22	82	0.984	0.735	4.426E-04	34
P25682	C1IC47	0.288	52	15	32	3	13	62	34	82	0.794	0.590	4.426E-04	34
P25682	A0A0H4BEF7	0.269	63	17	43	3	1	62	22	82	0.984	0.735	4.426E-04	34
P25682	A0A194ASF5	0.253	63	16	44	3	1	62	22	82	0.984	0.735	4.426E-04	34
P25682	A0A8J1IWU3	0.238	67	16	44	4	1	62	19	83	0.984	0.774	4.426E-04	34
P25682	A0A803KET1	0.238	67	16	44	4	1	62	19	83	0.984	0.774	4.426E-04	34
P25682	A0AAD9DR00	0.268	67	18	44	4	1	62	20	86	0.984	0.779	4.426E-04	34
P25682	A0AAR2LA76	0.242	70	17	45	5	1	62	20	89	0.984	0.787	4.426E-04	34
P25682	A0A3Q3AKG4	0.253	71	18	44	4	1	62	20	90	0.984	0.789	4.426E-04	34
P25682	A0A147AP78	0.239	71	17	45	3	1	62	20	90	0.984	0.789	4.426E-04	34
P25682	A0A674NLE2	0.253	71	18	44	4	1	62	20	90	0.984	0.789	4.426E-04	34
P25682	A0A4W6EJ01	0.253	71	18	44	4	1	62	20	90	0.984	0.789	4.426E-04	34
P25682	A0A671YG26	0.267	71	19	43	4	1	62	20	90	0.984	0.789	4.426E-04	34
P25682	A0A3Q0EDR0	0.230	78	18	44	2	1	62	9	86	0.984	0.867	4.426E-04	34
P25682	A0A7J8BC11	0.203	64	13	30	2	1	62	21	65	0.984	0.495	4.426E-04	34
P25682	A0AAD5FHX8	0.281	71	20	42	5	1	62	20	90	0.984	0.772	4.426E-04	34
P25682	V9LKE3	0.246	73	18	44	4	1	62	20	92	0.984	0.793	4.426E-04	34
P25682	A0AA35KKA7	0.186	59	11	36	2	16	62	5	63	0.746	0.641	4.426E-04	34
P25682	A0A7J6AQM1	0.236	72	17	45	4	1	62	21	92	0.984	0.783	4.426E-04	34
P25682	A0A6P8EZ06	0.208	72	15	47	4	1	62	21	92	0.984	0.783	4.426E-04	34
P25682	A0A672SLB5	0.239	71	17	45	5	1	62	20	90	0.984	0.763	4.426E-04	34
P25682	Centipede3FTx_0062_1255758	0.240	75	18	44	4	1	62	4	78	0.984	0.806	4.426E-04	34
