protein_id,domain1,domain2,signature1,signature2,domain1_length,domain2_length
A0A7L0DJG3,IPR035076:22-97,IPR016054:21-111,InterPro:IPR035076,InterPro:IPR016054,76,91
A0A7L0DJG3,IPR035076:22-97,IPR045860:16-99,InterPro:IPR035076,InterPro:IPR045860,76,84
A0A7L0DJG3,IPR016054:21-111,IPR045860:16-99,InterPro:IPR016054,InterPro:IPR045860,91,84
A0A7L0EH24,IPR035076:2-80,IPR045860:1-82,InterPro:IPR035076,InterPro:IPR045860,79,82
A0A7L0EH27,IPR035076:7-82,IPR016054:7-96,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0EH27,IPR035076:7-82,IPR045860:4-84,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0EH27,IPR016054:7-96,IPR045860:4-84,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0EH39,IPR035076:17-98,IPR016054:17-103,InterPro:IPR035076,InterPro:IPR016054,82,87
A0A7L0EH39,IPR035076:17-98,IPR045860:14-100,InterPro:IPR035076,InterPro:IPR045860,82,87
A0A7L0EH39,IPR016054:17-103,IPR045860:14-100,InterPro:IPR016054,InterPro:IPR045860,87,87
A0A7L0EHB6,IPR035076:2-79,IPR016054:2-93,InterPro:IPR035076,InterPro:IPR016054,78,92
A0A7L0EHB6,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0EHB6,IPR016054:2-93,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,92,81
A0A7L0EHM6,IPR035076:4-75,IPR016054:4-89,InterPro:IPR035076,InterPro:IPR016054,72,86
A0A7L0EHM6,IPR035076:4-75,IPR045860:1-77,InterPro:IPR035076,InterPro:IPR045860,72,77
A0A7L0EHM6,IPR016054:4-89,IPR045860:1-77,InterPro:IPR016054,InterPro:IPR045860,86,77
A0A7L0EHP9,IPR035076:4-96,IPR045860:1-96,InterPro:IPR035076,InterPro:IPR045860,93,96
A0A7L0EHS4,IPR035076:21-97,IPR016054:21-111,InterPro:IPR035076,InterPro:IPR016054,77,91
A0A7L0EHS4,IPR035076:21-97,IPR045860:18-99,InterPro:IPR035076,InterPro:IPR045860,77,82
A0A7L0EHS4,IPR016054:21-111,IPR045860:18-99,InterPro:IPR016054,InterPro:IPR045860,91,82
A0A7L0EIA9,IPR035076:21-97,IPR016054:21-111,InterPro:IPR035076,InterPro:IPR016054,77,91
A0A7L0EIA9,IPR035076:21-97,IPR045860:13-99,InterPro:IPR035076,InterPro:IPR045860,77,87
A0A7L0EIA9,IPR016054:21-111,IPR045860:13-99,InterPro:IPR016054,InterPro:IPR045860,91,87
A0A7L0FJX8,IPR035076:19-94,IPR016054:18-108,InterPro:IPR035076,InterPro:IPR016054,76,91
A0A7L0FJX8,IPR035076:19-94,IPR045860:10-96,InterPro:IPR035076,InterPro:IPR045860,76,87
A0A7L0FJX8,IPR016054:18-108,IPR045860:10-96,InterPro:IPR016054,InterPro:IPR045860,91,87
A0A7L0FJY6,IPR035076:6-81,IPR016054:6-95,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0FJY6,IPR035076:6-81,IPR045860:3-83,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0FJY6,IPR016054:6-95,IPR045860:3-83,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0FKE6,IPR035076:2-79,IPR016054:2-93,InterPro:IPR035076,InterPro:IPR016054,78,92
A0A7L0FKE6,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0FKE6,IPR016054:2-93,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,92,81
A0A7L0FKF9,IPR035076:4-80,IPR016054:4-94,InterPro:IPR035076,InterPro:IPR016054,77,91
A0A7L0FKF9,IPR035076:4-80,IPR045860:1-82,InterPro:IPR035076,InterPro:IPR045860,77,82
A0A7L0FKF9,IPR016054:4-94,IPR045860:1-82,InterPro:IPR016054,InterPro:IPR045860,91,82
A0A7L0FLW6,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0FLX3,IPR035076:2-79,IPR016054:2-85,InterPro:IPR035076,InterPro:IPR016054,78,84
A0A7L0FLX3,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0FLX3,IPR016054:2-85,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,84,81
A0A7L0FM43,IPR035076:4-75,IPR016054:4-89,InterPro:IPR035076,InterPro:IPR016054,72,86
A0A7L0FM43,IPR035076:4-75,IPR045860:1-77,InterPro:IPR035076,InterPro:IPR045860,72,77
A0A7L0FM43,IPR016054:4-89,IPR045860:1-77,InterPro:IPR016054,InterPro:IPR045860,86,77
A0A7L0FND7,IPR035076:19-96,IPR016054:19-101,InterPro:IPR035076,InterPro:IPR016054,78,83
A0A7L0FND7,IPR035076:19-96,IPR045860:13-98,InterPro:IPR035076,InterPro:IPR045860,78,86
A0A7L0FND7,IPR016054:19-101,IPR045860:13-98,InterPro:IPR016054,InterPro:IPR045860,83,86
A0A7L0GCV5,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0GCW9,IPR035076:2-79,IPR016054:2-93,InterPro:IPR035076,InterPro:IPR016054,78,92
A0A7L0GCW9,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0GCW9,IPR016054:2-93,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,92,81
A0A7L0GDR0,IPR035076:2-79,IPR016054:2-87,InterPro:IPR035076,InterPro:IPR016054,78,86
A0A7L0GDR0,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0GDR0,IPR016054:2-87,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,86,81
A0A7L0GFG9,IPR035076:7-82,IPR016054:7-96,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0GFG9,IPR035076:7-82,IPR045860:4-84,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0GFG9,IPR016054:7-96,IPR045860:4-84,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0GFN2,IPR035076:4-79,IPR016054:3-94,InterPro:IPR035076,InterPro:IPR016054,76,92
A0A7L0GFN2,IPR035076:4-79,IPR045860:3-82,InterPro:IPR035076,InterPro:IPR045860,76,80
A0A7L0GFN2,IPR016054:3-94,IPR045860:3-82,InterPro:IPR016054,InterPro:IPR045860,92,80
A0A7L0GFN9,IPR035076:19-100,IPR045860:16-102,InterPro:IPR035076,InterPro:IPR045860,82,87
A0A7L0GFV5,IPR035076:21-97,IPR016054:21-111,InterPro:IPR035076,InterPro:IPR016054,77,91
A0A7L0GFV5,IPR035076:21-97,IPR045860:18-99,InterPro:IPR035076,InterPro:IPR045860,77,82
A0A7L0GFV5,IPR016054:21-111,IPR045860:18-99,InterPro:IPR016054,InterPro:IPR045860,91,82
A0A7L0GG81,IPR035076:4-75,IPR045860:3-77,InterPro:IPR035076,InterPro:IPR045860,72,75
A0A7L0HUD1,IPR035076:4-79,IPR016054:4-93,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0HUD1,IPR035076:4-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0HUD1,IPR016054:4-93,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0HV82,IPR035076:2-77,IPR016054:2-91,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0HV82,IPR035076:2-77,IPR045860:1-80,InterPro:IPR035076,InterPro:IPR045860,76,80
A0A7L0HV82,IPR016054:2-91,IPR045860:1-80,InterPro:IPR016054,InterPro:IPR045860,90,80
A0A7L0HVY2,IPR035076:22-97,IPR016054:21-111,InterPro:IPR035076,InterPro:IPR016054,76,91
A0A7L0HVY2,IPR035076:22-97,IPR045860:12-99,InterPro:IPR035076,InterPro:IPR045860,76,88
A0A7L0HVY2,IPR016054:21-111,IPR045860:12-99,InterPro:IPR016054,InterPro:IPR045860,91,88
A0A7L0HWB2,IPR035076:7-82,IPR016054:7-92,InterPro:IPR035076,InterPro:IPR016054,76,86
A0A7L0HWB2,IPR035076:7-82,IPR045860:4-84,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0HWB2,IPR016054:7-92,IPR045860:4-84,InterPro:IPR016054,InterPro:IPR045860,86,81
A0A7L0HWX4,IPR035076:21-97,IPR016054:21-102,InterPro:IPR035076,InterPro:IPR016054,77,82
A0A7L0HWX4,IPR035076:21-97,IPR045860:18-99,InterPro:IPR035076,InterPro:IPR045860,77,82
A0A7L0HWX4,IPR016054:21-102,IPR045860:18-99,InterPro:IPR016054,InterPro:IPR045860,82,82
A0A7L0HWY7,IPR035076:2-79,IPR016054:2-85,InterPro:IPR035076,InterPro:IPR016054,78,84
A0A7L0HWY7,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0HWY7,IPR016054:2-85,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,84,81
A0A7L0HXF2,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0JDD8,IPR035076:4-76,IPR016054:4-90,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A7L0JDD8,IPR035076:4-76,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,73,78
A0A7L0JDD8,IPR016054:4-90,IPR045860:1-78,InterPro:IPR016054,InterPro:IPR045860,87,78
A0A7L0JDE9,IPR035076:22-97,IPR016054:21-111,InterPro:IPR035076,InterPro:IPR016054,76,91
A0A7L0JDE9,IPR035076:22-97,IPR045860:12-99,InterPro:IPR035076,InterPro:IPR045860,76,88
A0A7L0JDE9,IPR016054:21-111,IPR045860:12-99,InterPro:IPR016054,InterPro:IPR045860,91,88
A0A7L0JDZ6,IPR035076:4-80,IPR016054:4-85,InterPro:IPR035076,InterPro:IPR016054,77,82
A0A7L0JDZ6,IPR035076:4-80,IPR045860:1-82,InterPro:IPR035076,InterPro:IPR045860,77,82
A0A7L0JDZ6,IPR016054:4-85,IPR045860:1-82,InterPro:IPR016054,InterPro:IPR045860,82,82
A0A7L0JES5,IPR035076:4-79,IPR016054:4-93,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0JES5,IPR035076:4-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0JES5,IPR016054:4-93,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0JFB0,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0JFF5,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0JG20,IPR035076:2-77,IPR016054:2-91,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0JG20,IPR035076:2-77,IPR045860:1-80,InterPro:IPR035076,InterPro:IPR045860,76,80
A0A7L0JG20,IPR016054:2-91,IPR045860:1-80,InterPro:IPR016054,InterPro:IPR045860,90,80
A0A7L0JGW8,IPR035076:5-80,IPR016054:5-94,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0JGW8,IPR035076:5-80,IPR045860:2-82,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0JGW8,IPR016054:5-94,IPR045860:2-82,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0K2G2,IPR035076:7-82,IPR016054:7-96,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0K2G2,IPR035076:7-82,IPR045860:4-84,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0K2G2,IPR016054:7-96,IPR045860:4-84,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0K2J7,IPR035076:21-96,IPR016054:21-110,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0K2J7,IPR035076:21-96,IPR045860:18-98,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0K2J7,IPR016054:21-110,IPR045860:18-98,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0K324,IPR035076:2-77,IPR016054:2-91,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0K324,IPR035076:2-77,IPR045860:1-80,InterPro:IPR035076,InterPro:IPR045860,76,80
A0A7L0K324,IPR016054:2-91,IPR045860:1-80,InterPro:IPR016054,InterPro:IPR045860,90,80
A0A7L0K357,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0K4Y0,IPR035076:4-79,IPR016054:3-93,InterPro:IPR035076,InterPro:IPR016054,76,91
A0A7L0K4Y0,IPR035076:4-79,IPR045860:3-82,InterPro:IPR035076,InterPro:IPR045860,76,80
A0A7L0K4Y0,IPR016054:3-93,IPR045860:3-82,InterPro:IPR016054,InterPro:IPR045860,91,80
A0A7L0K5N7,IPR035076:4-76,IPR016054:4-90,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A7L0K5N7,IPR035076:4-76,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,73,78
A0A7L0K5N7,IPR016054:4-90,IPR045860:1-78,InterPro:IPR016054,InterPro:IPR045860,87,78
A0A7L0K5R9,IPR035076:27-100,IPR016054:27-105,InterPro:IPR035076,InterPro:IPR016054,74,79
A0A7L0K5R9,IPR035076:27-100,IPR045860:24-102,InterPro:IPR035076,InterPro:IPR045860,74,79
A0A7L0K5R9,IPR016054:27-105,IPR045860:24-102,InterPro:IPR016054,InterPro:IPR045860,79,79
A0A7L0K6K1,IPR035076:2-79,IPR016054:2-87,InterPro:IPR035076,InterPro:IPR016054,78,86
A0A7L0K6K1,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0K6K1,IPR016054:2-87,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,86,81
A0A7L0L086,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0L096,IPR035076:22-97,IPR016054:21-112,InterPro:IPR035076,InterPro:IPR016054,76,92
A0A7L0L096,IPR035076:22-97,IPR045860:15-99,InterPro:IPR035076,InterPro:IPR045860,76,85
A0A7L0L096,IPR016054:21-112,IPR045860:15-99,InterPro:IPR016054,InterPro:IPR045860,92,85
A0A7L0L0D2,IPR035076:2-79,IPR016054:2-85,InterPro:IPR035076,InterPro:IPR016054,78,84
A0A7L0L0D2,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0L0D2,IPR016054:2-85,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,84,81
A0A7L0L0F2,IPR035076:21-96,IPR016054:21-110,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0L0F2,IPR035076:21-96,IPR045860:18-98,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0L0F2,IPR016054:21-110,IPR045860:18-98,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0L169,IPR035076:4-75,IPR016054:4-89,InterPro:IPR035076,InterPro:IPR016054,72,86
A0A7L0L169,IPR035076:4-75,IPR045860:1-77,InterPro:IPR035076,InterPro:IPR045860,72,77
A0A7L0L169,IPR016054:4-89,IPR045860:1-77,InterPro:IPR016054,InterPro:IPR045860,86,77
A0A7L0L1U5,IPR035076:2-79,IPR016054:2-93,InterPro:IPR035076,InterPro:IPR016054,78,92
A0A7L0L1U5,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0L1U5,IPR016054:2-93,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,92,81
A0A7L0L401,IPR035076:7-82,IPR016054:7-96,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0L401,IPR035076:7-82,IPR045860:4-84,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0L401,IPR016054:7-96,IPR045860:4-84,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0L538,IPR035076:4-81,IPR045860:1-83,InterPro:IPR035076,InterPro:IPR045860,78,83
A0A7L0MJ94,IPR035076:4-85,IPR045860:1-87,InterPro:IPR035076,InterPro:IPR045860,82,87
A0A7L0MJA4,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0MJH7,IPR035076:7-82,IPR016054:7-96,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0MJH7,IPR035076:7-82,IPR045860:4-84,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0MJH7,IPR016054:7-96,IPR045860:4-84,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0MJI4,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0MJP5,IPR035076:2-83,IPR016054:2-97,InterPro:IPR035076,InterPro:IPR016054,82,96
A0A7L0MJP5,IPR035076:2-83,IPR045860:1-85,InterPro:IPR035076,InterPro:IPR045860,82,85
A0A7L0MJP5,IPR016054:2-97,IPR045860:1-85,InterPro:IPR016054,InterPro:IPR045860,96,85
A0A7L0MJW7,IPR035076:4-75,IPR016054:4-89,InterPro:IPR035076,InterPro:IPR016054,72,86
A0A7L0MJW7,IPR035076:4-75,IPR045860:1-77,InterPro:IPR035076,InterPro:IPR045860,72,77
A0A7L0MJW7,IPR016054:4-89,IPR045860:1-77,InterPro:IPR016054,InterPro:IPR045860,86,77
A0A7L0MJW8,IPR035076:4-79,IPR016054:4-93,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0MJW8,IPR035076:4-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0MJW8,IPR016054:4-93,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0MKC2,IPR035076:4-79,IPR016054:3-93,InterPro:IPR035076,InterPro:IPR016054,76,91
A0A7L0MKC2,IPR035076:4-79,IPR045860:2-82,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0MKC2,IPR016054:3-93,IPR045860:2-82,InterPro:IPR016054,InterPro:IPR045860,91,81
A0A7L0N865,IPR035076:2-82,IPR016054:2-96,InterPro:IPR035076,InterPro:IPR016054,81,95
A0A7L0N865,IPR035076:2-82,IPR045860:1-84,InterPro:IPR035076,InterPro:IPR045860,81,84
A0A7L0N865,IPR016054:2-96,IPR045860:1-84,InterPro:IPR016054,InterPro:IPR045860,95,84
A0A7L0N872,IPR035076:7-82,IPR016054:7-96,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0N872,IPR035076:7-82,IPR045860:4-84,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0N872,IPR016054:7-96,IPR045860:4-84,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0N880,IPR035076:22-97,IPR016054:21-111,InterPro:IPR035076,InterPro:IPR016054,76,91
A0A7L0N880,IPR035076:22-97,IPR045860:12-99,InterPro:IPR035076,InterPro:IPR045860,76,88
A0A7L0N880,IPR016054:21-111,IPR045860:12-99,InterPro:IPR016054,InterPro:IPR045860,91,88
A0A7L0N8E2,IPR035076:17-98,IPR016054:17-103,InterPro:IPR035076,InterPro:IPR016054,82,87
A0A7L0N8E2,IPR035076:17-98,IPR045860:14-100,InterPro:IPR035076,InterPro:IPR045860,82,87
A0A7L0N8E2,IPR016054:17-103,IPR045860:14-100,InterPro:IPR016054,InterPro:IPR045860,87,87
A0A7L0N8F1,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0N9C1,IPR035076:4-75,IPR016054:4-89,InterPro:IPR035076,InterPro:IPR016054,72,86
A0A7L0N9C1,IPR035076:4-75,IPR045860:1-77,InterPro:IPR035076,InterPro:IPR045860,72,77
A0A7L0N9C1,IPR016054:4-89,IPR045860:1-77,InterPro:IPR016054,InterPro:IPR045860,86,77
A0A7L0N9P3,IPR035076:2-79,IPR016054:2-87,InterPro:IPR035076,InterPro:IPR016054,78,86
A0A7L0N9P3,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0N9P3,IPR016054:2-87,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,86,81
A0A7L0NAC9,IPR035076:21-96,IPR016054:21-110,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0NAC9,IPR035076:21-96,IPR045860:18-98,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0NAC9,IPR016054:21-110,IPR045860:18-98,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0P4K1,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0P4N7,IPR035076:4-79,IPR016054:3-93,InterPro:IPR035076,InterPro:IPR016054,76,91
A0A7L0P4N7,IPR035076:4-79,IPR045860:3-82,InterPro:IPR035076,InterPro:IPR045860,76,80
A0A7L0P4N7,IPR016054:3-93,IPR045860:3-82,InterPro:IPR016054,InterPro:IPR045860,91,80
A0A7L0P4V4,IPR035076:2-79,IPR016054:2-93,InterPro:IPR035076,InterPro:IPR016054,78,92
A0A7L0P4V4,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0P4V4,IPR016054:2-93,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,92,81
A0A7L0P688,IPR035076:4-80,IPR016054:4-94,InterPro:IPR035076,InterPro:IPR016054,77,91
A0A7L0P688,IPR035076:4-80,IPR045860:1-82,InterPro:IPR035076,InterPro:IPR045860,77,82
A0A7L0P688,IPR016054:4-94,IPR045860:1-82,InterPro:IPR016054,InterPro:IPR045860,91,82
A0A7L0P7D7,IPR035076:7-82,IPR016054:7-96,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0P7D7,IPR035076:7-82,IPR045860:3-84,InterPro:IPR035076,InterPro:IPR045860,76,82
A0A7L0P7D7,IPR016054:7-96,IPR045860:3-84,InterPro:IPR016054,InterPro:IPR045860,90,82
A0A7L0P828,IPR035076:4-85,IPR045860:1-87,InterPro:IPR035076,InterPro:IPR045860,82,87
A0A7L0PIE3,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0PKV4,IPR035076:4-75,IPR016054:4-89,InterPro:IPR035076,InterPro:IPR016054,72,86
A0A7L0PKV4,IPR035076:4-75,IPR045860:1-77,InterPro:IPR035076,InterPro:IPR045860,72,77
A0A7L0PKV4,IPR016054:4-89,IPR045860:1-77,InterPro:IPR016054,InterPro:IPR045860,86,77
A0A7L0QWJ0,IPR035076:16-92,IPR016054:16-97,InterPro:IPR035076,InterPro:IPR016054,77,82
A0A7L0QWJ0,IPR035076:16-92,IPR045860:13-94,InterPro:IPR035076,InterPro:IPR045860,77,82
A0A7L0QWJ0,IPR016054:16-97,IPR045860:13-94,InterPro:IPR016054,InterPro:IPR045860,82,82
A0A7L0QX59,IPR035076:2-77,IPR016054:2-91,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0QX59,IPR035076:2-77,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0QX59,IPR016054:2-91,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0QZ91,IPR035076:4-75,IPR016054:4-89,InterPro:IPR035076,InterPro:IPR016054,72,86
A0A7L0QZ91,IPR035076:4-75,IPR045860:3-77,InterPro:IPR035076,InterPro:IPR045860,72,75
A0A7L0QZ91,IPR016054:4-89,IPR045860:3-77,InterPro:IPR016054,InterPro:IPR045860,86,75
A0A7L0QZ93,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0R1H6,IPR035076:2-79,IPR016054:2-87,InterPro:IPR035076,InterPro:IPR016054,78,86
A0A7L0R1H6,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0R1H6,IPR016054:2-87,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,86,81
A0A7L0R229,IPR035076:7-82,IPR016054:7-96,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0R229,IPR035076:7-82,IPR045860:4-84,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0R229,IPR016054:7-96,IPR045860:4-84,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0R2S2,IPR035076:21-96,IPR016054:21-110,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0R2S2,IPR035076:21-96,IPR045860:18-98,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0R2S2,IPR016054:21-110,IPR045860:18-98,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0RRJ1,IPR035076:4-75,IPR016054:4-89,InterPro:IPR035076,InterPro:IPR016054,72,86
A0A7L0RRJ1,IPR035076:4-75,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,72,78
A0A7L0RRJ1,IPR016054:4-89,IPR045860:1-78,InterPro:IPR016054,InterPro:IPR045860,86,78
A0A7L0RSE7,IPR035076:2-79,IPR016054:2-87,InterPro:IPR035076,InterPro:IPR016054,78,86
A0A7L0RSE7,IPR035076:2-79,IPR045860:1-81,InterPro:IPR035076,InterPro:IPR045860,78,81
A0A7L0RSE7,IPR016054:2-87,IPR045860:1-81,InterPro:IPR016054,InterPro:IPR045860,86,81
A0A7L0RSF7,IPR035076:20-95,IPR016054:20-109,InterPro:IPR035076,InterPro:IPR016054,76,90
A0A7L0RSF7,IPR035076:20-95,IPR045860:17-97,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0RSF7,IPR016054:20-109,IPR045860:17-97,InterPro:IPR016054,InterPro:IPR045860,90,81
A0A7L0RT43,IPR035076:5-77,IPR016054:4-91,InterPro:IPR035076,InterPro:IPR016054,73,88
A0A7L0RT43,IPR035076:5-77,IPR045860:4-81,InterPro:IPR035076,InterPro:IPR045860,73,78
A0A7L0RT43,IPR016054:4-91,IPR045860:4-81,InterPro:IPR016054,InterPro:IPR045860,88,78
A0A7L0RT81,IPR035076:2-79,IPR016054:2-93,InterPro:IPR035076,InterPro:IPR016054,78,92
A0A7L0RT81,IPR035076:2-79,IPR045860:1-83,InterPro:IPR035076,InterPro:IPR045860,78,83
A0A7L0RT81,IPR016054:2-93,IPR045860:1-83,InterPro:IPR016054,InterPro:IPR045860,92,83
A0A7L0RT87,IPR035076:4-78,IPR045860:1-78,InterPro:IPR035076,InterPro:IPR045860,75,78
A0A7L0RVM6,IPR035076:19-100,IPR045860:16-102,InterPro:IPR035076,InterPro:IPR045860,82,87
A0A7L0RVU1,IPR035076:7-82,IPR016054:7-92,InterPro:IPR035076,InterPro:IPR016054,76,86
A0A7L0RVU1,IPR035076:7-82,IPR045860:4-84,InterPro:IPR035076,InterPro:IPR045860,76,81
A0A7L0RVU1,IPR016054:7-92,IPR045860:4-84,InterPro:IPR016054,InterPro:IPR045860,86,81
A0A7L0TCZ3,IPR035076:4-79,IPR016054:3-93,InterPro:IPR035076,InterPro:IPR016054,76,91
A0A7L0TCZ3,IPR035076:4-79,IPR045860:3-82,InterPro:IPR035076,InterPro:IPR045860,76,80
A0A7L0TCZ3,IPR016054:3-93,IPR045860:3-82,InterPro:IPR016054,InterPro:IPR045860,91,80
A0A7L0TE04,IPR035076:4-75,IPR016054:4-89,InterPro:IPR035076,InterPro:IPR016054,72,86
A0A7L0TE04,IPR035076:4-75,IPR045860:1-77,InterPro:IPR035076,InterPro:IPR045860,72,77
