identifier,is_transmembrane,is_helix,is_beta,has_signal,pfam,primary_interpro_id,primary_interpro_short_name,phylum,order
A0A0B2UQY7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2UV57,True,True,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2UWC5,False,False,False,True,PF16975;,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2UXV3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2V0F1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2V4Y2,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2V788,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2V8N7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2V963,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2VBX8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2VCP7,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2VCU5,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0B2VD14,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2VFY5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2VLH6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2VMR3,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0B2VQR9,False,False,False,True,PF00087;,IPR035076,Toxin/TOLIP,Nematoda,Rhabditida
A0A0B2VRR2,False,False,False,True,PF01064;,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2VSS3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2VT48,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0B2VWJ1,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0B2W0F0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2W0K1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0B2W4B8,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0B4J1T7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Primates
A0A0B5GR32,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0B5GR41,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0B5GR50,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0B5GUZ6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0B5GV01,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0B5GV15,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0B5H1E4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0B5H1E8,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0B5H1F9,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0B5H3M7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0B5H3N1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0B5H3N9,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0B5H3P1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0B5H6P2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0B5H6P6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0B5H6P8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0B5JFR7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Pelecaniformes
A0A0B6Y8B9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Mollusca,Stylommatophora
A0A0B7BB00,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Mollusca,Stylommatophora
A0A0B8RS19,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RS22,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RS24,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RS37,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RS39,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RS42,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RS43,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RS45,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RS46,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RS48,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RSX8,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RSY0,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RSY1,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RSY6,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RSZ0,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RSZ1,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RSZ2,False,False,False,True,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Squamata
A0A0B8RSZ3,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RV99,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RVA2,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RVA3,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RVA5,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RVA6,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RVB2,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RVB7,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RVB9,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RVC5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RYW2,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RYW4,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RYW8,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RYX1,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RYX5,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RYY0,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RYY3,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RYY5,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RYY9,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZC3,False,False,False,True,,IPR016054,LY6_UPA_recep-like,Chordata,Squamata
A0A0B8RZW9,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZX0,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZX1,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZX2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZX3,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZX5,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZX6,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZX7,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZX8,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZX9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0B8RZY0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0C2C215,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0C2CKY2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Nematoda,Rhabditida
A0A0C2CZA6,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0C2DBA9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0C2DF18,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0C2FAC2,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0C2FRZ3,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0C2FSU3,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Nematoda,Rhabditida
A0A0C2G9W1,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0C2GCG1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0C2GT18,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0C2GZC8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0C2H195,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0C2H646,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0C2HA97,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0C2MUM4,False,False,False,True,PF01064;,IPR045860,Snake_toxin-like_sf,Cnidaria,Bivalvulida
A0A0C2NE02,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Cnidaria,Bivalvulida
A0A0C9PJ93,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera
A0A0C9PLL2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera
A0A0C9PRI2,False,False,False,False,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera
A0A0C9Q2S4,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera
A0A0C9Q3W5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera
A0A0C9QIU4,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera
A0A0C9QJG6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera
A0A0C9QQ49,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera
A0A0C9R6C6,False,False,False,False,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera
A0A0C9RAR3,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera
A0A0C9RX20,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ixodida
A0A0D6L569,False,False,False,False,PF00087;,IPR035076,Toxin/TOLIP,Nematoda,Rhabditida
A0A0D6L9P3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D6LDG3,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D6LIU7,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D6LJ25,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D6LYI9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D6M2K5,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0D6MAI7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D8XA78,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D8XAM2,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0D8XCA3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D8XIH5,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D8XM76,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D8XP23,False,False,False,True,PF00087;,IPR035076,Toxin/TOLIP,Nematoda,Rhabditida
A0A0D8XVK1,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D8Y229,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D8Y3R0,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0D8Y5C3,False,False,False,False,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0D8Y9T3,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D8YBD9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0D9R8B6,False,False,False,True,,IPR038773,LY6G5B,Chordata,Primates
A0A0D9R8G1,False,False,False,True,,IPR026524,LY6G6d/LY6G6f,Chordata,Primates
A0A0D9R8I0,False,False,False,True,,IPR039237,LY6G6C,Chordata,Primates
A0A0D9R9W1,False,False,False,False,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Primates
A0A0D9R9X3,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A0D9R9Z4,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A0D9RA14,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A0D9RA23,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A0D9RA48,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A0D9RA72,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A0D9RUD0,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Primates
A0A0D9RUD5,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Primates
A0A0D9S1B1,False,False,False,True,PF02988;PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A0D9S4G1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Primates
A0A0D9S4G5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Primates
A0A0D9SE47,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A0E3H594,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3H595,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3H596,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3H599,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3H5A0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3H5A1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3H5A2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0E3KK03,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3KK04,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3KK08,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3KK09,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0E3KK10,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3KSM4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3KSM6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3KSN3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3KSN4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3KSN6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0E3KSN9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N0I6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N0J1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N0J7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N0K1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N2L9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N2M3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N3K8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N3L9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N4N8,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0E3N4P2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N4Q8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N4R3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N6B1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N6B6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E3N6C6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0E5V9Q2,False,False,False,True,,IPR016054,LY6_UPA_recep-like,Chordata,Cichliformes
A0A0E9PJE8,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anguilliformes
A0A0E9SDH0,False,False,False,True,PF08917;,IPR045860,Snake_toxin-like_sf,Chordata,Anguilliformes
A0A0E9VIT8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Anguilliformes
A0A0F6QDT3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0F6QEW0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0F6QFB4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0F6QGK1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0F7JG73,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JG78,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JG82,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JH11,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JH13,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JH26,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JH31,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JHQ7,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JHR2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JHR7,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JIY2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JIY5,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JIY8,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JIZ2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JJT6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JJU1,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Caudata
A0A0F7JJU4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0F7JJU5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Caudata
A0A0F7YYX2,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0F7YZ34,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0F7YZP6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0F7Z039,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0F7Z047,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0F7Z3R9,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0F7Z3S3,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0F7Z3S7,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0F8B4V0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,
A0A0G2K7Y1,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Chordata,Rodentia
A0A0G3I6K7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Orthoptera
A0A0G3I8D5,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Orthoptera
A0A0G3IC74,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Orthoptera
A0A0G3YJD1,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0G3YLL2,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H4BEF7,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4BEG1,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H4BEG5,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4BFP9,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H4BFQ4,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4BFQ5,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4BJD1,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4BJD4,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H4BJD8,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4BKI7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H4BKJ0,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4BKJ5,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4BLY9,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4BLZ2,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4BLZ7,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4IRA8,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H4IRB3,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H4IS74,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H4IS80,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4IUN8,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H4IUP1,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4IVP7,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4IVQ2,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4IVQ6,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H4J512,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4J516,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata
A0A0H4J521,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata
A0A0H5S1H3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0H5S539,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A0H5SBB8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0H5SL74,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0I9NB15,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0J7KLR5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera
A0A0J7KLT6,False,False,False,False,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera
A0A0J7L1R5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera
A0A0J9R182,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera
A0A0J9R4N1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera
A0A0J9XUL1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A0J9Y354,True,True,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
