identifier,is_transmembrane,is_helix,is_beta,has_signal,organism_id,pfam,primary_interpro_id,primary_interpro_short_name,phylum,order,family,genus,species
A0A6P3Q6R6,False,False,False,True,132908,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Pteropodidae,Pteropus,Pteropus vampyrus
A0A6P3R2B4,False,False,False,True,132908,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Pteropodidae,Pteropus,Pteropus vampyrus
A0A6P3RFG7,False,False,False,True,132908,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Chiroptera,Pteropodidae,Pteropus,Pteropus vampyrus
A0A6P3RIZ2,False,False,False,True,132908,,IPR026110,LY6G5C,Chordata,Chiroptera,Pteropodidae,Pteropus,Pteropus vampyrus
A0A6P3V0F3,False,False,False,True,132113,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Apidae,Bombus,Bombus impatiens
A0A6P3V108,False,False,False,True,132113,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Apidae,Bombus,Bombus impatiens
A0A6P3VER3,False,False,False,True,7950,,IPR016054,LY6_UPA_recep-like,Chordata,Clupeiformes,Clupeidae,Clupea,Clupea harengus
A0A6P3W1J8,False,False,False,True,7950,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Clupeiformes,Clupeidae,Clupea,Clupea harengus
A0A6P3X685,False,False,False,True,609295,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Dinoponera,Dinoponera quadriceps
A0A6P3YM37,False,False,False,True,9940,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla,Bovidae,Ovis,Ovis aries
A0A6P4EN26,False,False,False,True,1041015,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila rhopaloa
A0A6P4F2C5,False,False,False,True,1041015,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila rhopaloa
A0A6P4HVC9,False,False,False,True,30033,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila kikkawai
A0A6P4IBF0,False,False,False,True,30033,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila kikkawai
A0A6P5CU65,False,False,False,True,9915,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Artiodactyla,Bovidae,Bos,Bos indicus
A0A6P5CVM0,False,False,False,True,9915,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla,Bovidae,Bos,Bos indicus
A0A6P5CWQ7,False,False,False,True,9915,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla,Bovidae,Bos,Bos indicus
A0A6P5CZ32,False,False,False,True,9915,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla,Bovidae,Bos,Bos indicus
A0A6P5DUU0,False,False,False,True,9915,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Artiodactyla,Bovidae,Bos,Bos indicus
A0A6P5DUY3,False,False,False,True,9915,,IPR026110,LY6G5C,Chordata,Artiodactyla,Bovidae,Bos,Bos indicus
A0A6P5IL29,False,False,False,False,38626,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus
A0A6P5J6B2,False,False,False,True,38626,,IPR026110,LY6G5C,Chordata,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus
A0A6P5KXJ8,False,False,False,True,38626,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus
A0A6P5KZ16,False,False,False,True,38626,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus
A0A6P5L1I6,False,False,False,True,38626,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus
A0A6P5MAD4,False,False,False,True,38626,,IPR016054,LY6_UPA_recep-like,Chordata,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus
A0A6P5NR75,False,False,False,True,10089,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5NSE3,False,False,False,True,10089,,IPR026110,LY6G5C,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5NTW8,False,False,False,True,10089,,IPR026524,LY6G6d/LY6G6f,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5NZH3,False,False,False,True,10089,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5P5W3,False,False,False,True,10089,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5PE01,False,False,False,True,10089,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5QCK5,False,False,False,True,10089,,IPR045860,Snake_toxin-like_sf,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5QWT9,False,False,False,True,10089,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5QXC5,False,False,False,True,10089,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5R562,False,False,False,True,10089,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5R5A5,False,False,False,True,10089,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5R5I0,False,False,False,True,10089,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5R874,False,False,False,True,10089,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P5RAE7,False,False,False,True,10089,,IPR045860,Snake_toxin-like_sf,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P6F5U8,False,False,False,True,10160,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Octodontidae,Octodon,Octodon degus
A0A6P6I7L8,False,False,False,True,9696,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Carnivora,Felidae,Puma,Puma concolor
A0A6P7FJV7,False,False,False,True,50390,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica virgifera
A0A6P7FTX0,False,False,False,True,50390,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica virgifera
A0A6P7FUJ9,False,False,False,True,50390,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica virgifera
A0A6P7K862,False,False,False,True,210632,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,,Ambassidae,Parambassis,Parambassis ranga
A0A6P7QH45,False,False,False,True,10089,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P7QH69,False,False,False,True,10089,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P7QJG9,False,False,False,True,10089,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P7QVU8,False,False,False,True,10089,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Rodentia,Muridae,Mus,Mus caroli
A0A6P7SDW8,False,False,False,True,6645,PF17064;,IPR031424,QVR-like,Mollusca,Octopoda,Octopodidae,Octopus,Octopus vulgaris
A0A6P7SGQ8,False,False,False,True,6645,PF17064;,IPR031424,QVR-like,Mollusca,Octopoda,Octopodidae,Octopus,Octopus vulgaris
A0A6P7SJ61,False,False,False,True,6645,PF17064;,IPR031424,QVR-like,Mollusca,Octopoda,Octopodidae,Octopus,Octopus vulgaris
A0A6P7XLB7,False,False,False,True,1415580,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Gymnophiona,Siphonopidae,Microcaecilia,Microcaecilia unicolor
A0A6P8JDZ8,False,False,False,True,7226,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila mauritiana
A0A6P8JV46,False,False,False,True,7226,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila mauritiana
A0A6P8ME93,False,False,False,True,103933,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Apidae,Bombus,Bombus bifarius
A0A6P8MZV5,False,False,False,True,103933,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Apidae,Bombus,Bombus bifarius
A0A6P8NU36,False,False,False,True,260995,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Gymnophiona,Dermophiidae,Geotrypetes,Geotrypetes seraphini
A0A6P8WM49,False,False,False,True,7291,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila albomicans
A0A6P8Y984,False,False,False,True,7291,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila albomicans
A0A6P9AFQ2,False,False,False,True,161013,PF17064;,IPR031424,QVR-like,Arthropoda,Thysanoptera,Thripidae,Thrips,Thrips palmi
A0A6P9AFQ6,False,False,False,True,161013,PF17064;,IPR031424,QVR-like,Arthropoda,Thysanoptera,Thripidae,Thrips,Thrips palmi
A0A6P9ANE9,False,False,False,True,161013,PF17064;,IPR031424,QVR-like,Arthropoda,Thysanoptera,Thripidae,Thrips,Thrips palmi
A0A6P9BVK5,False,False,False,True,94885,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Squamata,Colubridae,Pantherophis,Pantherophis guttatus
A0A6P9C1U9,False,False,False,True,94885,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Colubridae,Pantherophis,Pantherophis guttatus
A0A6P9CAK7,False,False,False,True,94885,PF16975;,IPR016054,LY6_UPA_recep-like,Chordata,Squamata,Colubridae,Pantherophis,Pantherophis guttatus
A0A6P9CCR4,False,False,False,True,94885,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Squamata,Colubridae,Pantherophis,Pantherophis guttatus
A0A6P9F0A8,False,False,False,True,9704,,IPR016054,LY6_UPA_recep-like,Chordata,Carnivora,Otariidae,Zalophus,Zalophus californianus
A0A6Q2WSC5,False,False,False,True,8010,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Esociformes,Esocidae,Esox,Esox lucius
A0A6Q2WT03,False,False,False,True,8010,PF16975;,IPR039457,LYPD6-like,Chordata,Esociformes,Esocidae,Esox,Esox lucius
A0A7E4V2E6,False,False,False,True,6233,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida,Panagrolaimidae,Panagrellus,Panagrellus redivivus
A0A7E5W749,False,False,False,True,7111,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Noctuidae,Trichoplusia,Trichoplusia ni
A0A7E5W755,False,False,False,True,7111,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Noctuidae,Trichoplusia,Trichoplusia ni
A0A7E6E7W0,False,False,False,True,89673,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor
A0A7F8K8N3,False,False,False,True,9749,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Artiodactyla,Monodontidae,Delphinapterus,Delphinapterus leucas
A0A7I8VNJ6,False,False,False,True,2664684,PF17064;,IPR031424,QVR-like,Annelida,,Dinophilidae,Dimorphilus,Dimorphilus gyrociliatus
A0A7J6AFH0,False,False,False,True,219545,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas
A0A7J6BF64,False,False,False,True,219545,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas
A0A7J6C8Y8,False,False,False,True,369639,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis
A0A7J6DF57,False,False,False,True,369639,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis
A0A7J7EIC9,False,False,False,True,77932,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis
A0A7J7EKG1,False,False,False,True,77932,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis
A0A7J7F831,False,False,False,True,77932,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis
A0A7J7F9P4,False,False,False,True,77932,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis
A0A7J7JGK9,False,False,False,True,10212,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina
A0A7J7JUS1,False,False,False,True,10212,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina
A0A7J7K0V0,False,False,False,True,10212,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina
A0A7J7K2J3,False,False,False,True,10212,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina
A0A7J7KKQ3,False,False,False,True,10212,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina
A0A7J7RL56,False,False,False,True,51298,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis
A0A7J7TIY8,False,False,False,True,51298,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis
A0A7J7TJD7,False,False,False,True,51298,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis
A0A7J7VEA2,False,False,False,True,59479,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum
A0A7J7VGB1,False,False,False,True,51298,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis
A0A7J7VMR6,False,False,False,True,59472,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii
A0A7J7VMX4,False,False,False,True,59472,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii
A0A7J7WZ86,False,False,False,True,59472,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii
A0A7J7WZQ4,False,False,False,True,59472,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii
A0A7J7YMH3,False,False,False,True,59472,,IPR026110,LY6G5C,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii
A0A7J7YMP1,False,False,False,True,59472,,IPR026110,LY6G5C,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii
A0A7J8BAA5,False,False,False,True,27622,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Molossidae,Molossus,Molossus molossus
A0A7J8BAJ1,False,False,False,True,27622,,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Chiroptera,Molossidae,Molossus,Molossus molossus
A0A7J8BBG0,False,False,False,True,27622,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Molossidae,Molossus,Molossus molossus
A0A7J8C1T6,False,False,False,True,9407,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus
A0A7J8C325,False,False,False,True,9407,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus
A0A7J8CB89,False,False,False,True,27622,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Molossidae,Molossus,Molossus molossus
A0A7J8GQX1,False,False,False,True,27622,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Chiroptera,Molossidae,Molossus,Molossus molossus
A0A7J8KBV3,False,False,False,True,9407,,IPR026110,LY6G5C,Chordata,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus
A0A7M7G430,False,False,False,True,7425,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Pteromalidae,Nasonia,Nasonia vitripennis
A0A7M7G995,False,False,False,True,7425,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Pteromalidae,Nasonia,Nasonia vitripennis
A0A7M7GBH6,False,False,False,True,7425,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Pteromalidae,Nasonia,Nasonia vitripennis
A0A7M7GZN3,False,False,False,True,7460,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Apidae,Apis,Apis mellifera
A0A7M7MWE9,False,False,False,True,7460,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Apidae,Apis,Apis mellifera
A0A7N4P7J7,False,False,False,True,9305,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii
A0A7N4PH60,False,False,False,True,9305,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii
A0A7N4V5L1,False,False,False,True,9305,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii
A0A7N5KCF2,False,False,False,True,9646,PF00021;,IPR026524,LY6G6d/LY6G6f,Chordata,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca
A0A7N5P869,False,False,False,True,9646,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca
A0A7N5P916,False,False,False,True,9646,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca
A0A7N6BGF3,False,False,False,True,64144,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Anabantidae,Anabas,Anabas testudineus
A0A7N8WLN0,False,False,False,True,205130,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus armatus
A0A7N9CQA4,False,False,False,True,9541,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates,Cercopithecidae,Macaca,Macaca fascicularis
A0A7N9CQK9,False,False,False,True,9541,,IPR026110,LY6G5C,Chordata,Primates,Cercopithecidae,Macaca,Macaca fascicularis
A0A7R8U9R6,False,False,False,True,343691,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Stratiomyidae,Hermetia,Hermetia illucens
A0A7R8UFN6,False,False,False,True,343691,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Stratiomyidae,Hermetia,Hermetia illucens
A0A7R8V076,False,False,False,True,343691,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Stratiomyidae,Hermetia,Hermetia illucens
A0A7R8YL64,False,False,False,True,343691,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Stratiomyidae,Hermetia,Hermetia illucens
A0A7R8YPZ0,False,False,False,True,343691,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Stratiomyidae,Hermetia,Hermetia illucens
A0A7R9EPX1,False,False,False,False,61472,PF17064;,IPR031424,QVR-like,Arthropoda,Phasmatodea,Timematidae,Timema,Timema bartmani
A0A7R9FX25,False,False,False,True,629360,PF17064;,IPR031424,QVR-like,Arthropoda,Phasmatodea,Timematidae,Timema,Timema shepardi
A0A7R9NUK1,False,False,False,True,61484,PF17064;,IPR031424,QVR-like,Arthropoda,Phasmatodea,Timematidae,Timema,Timema tahoe
A0A7R9PGR3,False,False,False,True,629358,PF17064;,IPR031424,QVR-like,Arthropoda,Phasmatodea,Timematidae,Timema,Timema genevievae
A0A803SX93,False,False,False,True,28377,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Squamata,Dactyloidae,Anolis,Anolis carolinensis
A0A803TSZ8,False,False,False,True,28377,,IPR016054,LY6_UPA_recep-like,Chordata,Squamata,Dactyloidae,Anolis,Anolis carolinensis
A0A803VLB5,False,False,False,True,59894,,IPR045860,Snake_toxin-like_sf,Chordata,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis
A0A811ZES2,False,False,False,True,34880,,IPR016054,LY6_UPA_recep-like,Chordata,Carnivora,Canidae,Nyctereutes,Nyctereutes procyonoides
A0A811ZZT1,False,False,False,True,34880,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Carnivora,Canidae,Nyctereutes,Nyctereutes procyonoides
A0A813PXU6,False,False,False,True,1234261,PF17064;,IPR031424,QVR-like,Rotifera,Philodinida,Philodinidae,Didymodactylos,Didymodactylos carnosus
A0A813Y8F0,False,False,False,True,2762511,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria sp. Silwood1
A0A814AXS5,False,False,False,True,104777,PF17064;,IPR031424,QVR-like,Rotifera,Ploima,Brachionidae,Brachionus,Brachionus calyciflorus
A0A814FSB9,False,False,False,True,2762511,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria sp. Silwood1
A0A814IJE3,False,False,False,True,249248,PF17064;,IPR031424,QVR-like,Rotifera,Adinetida,Adinetidae,Adineta,Adineta ricciae
A0A814IJJ0,False,False,False,True,392033,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria sordida
A0A814LHI0,False,False,False,True,249248,PF17064;,IPR031424,QVR-like,Rotifera,Adinetida,Adinetidae,Adineta,Adineta ricciae
A0A814TU16,False,False,False,True,392033,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria sordida
A0A814XC02,False,False,False,True,433720,PF17064;,IPR031424,QVR-like,Rotifera,Adinetida,Adinetidae,Adineta,Adineta steineri
A0A814XM80,False,False,False,True,392030,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria magnacalcarata
A0A815BZ56,False,False,False,True,392033,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria sordida
A0A815IY43,False,False,False,True,433720,PF17064;,IPR031424,QVR-like,Rotifera,Adinetida,Adinetidae,Adineta,Adineta steineri
A0A815JAL4,False,False,False,True,433720,PF17064;,IPR031424,QVR-like,Rotifera,Adinetida,Adinetidae,Adineta,Adineta steineri
A0A816MX96,False,False,False,True,392030,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria magnacalcarata
A0A817A9F7,False,False,False,True,392030,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria magnacalcarata
A0A817KMZ5,False,False,False,True,2762512,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria sp. Silwood2
A0A817KSN2,False,False,False,True,392032,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria socialis
A0A818AFF5,False,False,False,True,2762511,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria sp. Silwood1
A0A818AMU0,False,False,False,True,2762511,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria sp. Silwood1
A0A818NMC3,False,False,False,True,392032,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria socialis
A0A818PCT7,False,False,False,True,392032,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria socialis
A0A818PHA3,False,False,False,True,392033,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria sordida
A0A818WU17,False,False,False,True,392033,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria sordida
A0A819JLA0,False,False,False,True,392030,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria magnacalcarata
A0A820JDK3,False,False,False,True,392032,PF17064;,IPR031424,QVR-like,Rotifera,,,Rotaria,Rotaria socialis
A0A821KY17,False,False,False,True,345717,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Pieridae,Pieris,Pieris macdunnoughi
A0A833YM14,False,False,False,True,89673,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor
A0A834FJJ0,False,False,False,True,30732,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Beloniformes,Adrianichthyidae,Oryzias,Oryzias melastigma
A0A834K9L2,False,False,False,True,30213,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Vespidae,Vespula,Vespula pensylvanica
A0A834MVR1,False,False,False,True,30212,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Vespidae,Vespula,Vespula germanica
A0A834XTD5,False,False,False,True,684658,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Braconidae,Aphidius,Aphidius gifuensis
A0A834XUN1,False,False,False,True,684658,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Braconidae,Aphidius,Aphidius gifuensis
A0A835GJT0,False,False,False,True,7107,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Noctuidae,Spodoptera,Spodoptera exigua
A0A8B6D6S9,False,False,False,True,29158,PF17064;,IPR031424,QVR-like,Mollusca,Mytilida,Mytilidae,Mytilus,Mytilus galloprovincialis
A0A8B6D707,False,False,False,True,29158,PF17064;,IPR031424,QVR-like,Mollusca,Mytilida,Mytilidae,Mytilus,Mytilus galloprovincialis
A0A8B6D9G8,False,False,False,True,29158,PF17064;,IPR031424,QVR-like,Mollusca,Mytilida,Mytilidae,Mytilus,Mytilus galloprovincialis
A0A8B6ZSP0,False,False,False,True,1230840,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer
A0A8B6ZXK4,False,False,False,True,1230840,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer
A0A8B7ANR7,False,False,False,True,1230840,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer
A0A8B7BBF1,True,True,False,True,1230840,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer
A0A8B7EL12,False,False,False,True,30608,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates,Cheirogaleidae,Microcebus,Microcebus murinus
A0A8B7EN11,False,False,False,True,30608,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates,Cheirogaleidae,Microcebus,Microcebus murinus
