protein_id,protein_name,tax_id,scientific_name,sequence_length,domain_start,domain_end,signature_name,interpro_domain_name
A0A1L8DNN8,Putative conserved secreted protein,330878,Nyssomyia neivai,123,17,97,InterPro:IPR045860,Putative conserved secreted protein
A0A1L8DNP0,Putative conserved secreted protein,330878,Nyssomyia neivai,106,18,105,InterPro:IPR045860,Putative conserved secreted protein
A0A1L8DNS5,Putative conserved secreted protein,330878,Nyssomyia neivai,124,18,100,InterPro:IPR045860,Putative conserved secreted protein
A0A1L8DNU8,Putative conserved secreted protein,330878,Nyssomyia neivai,139,45,117,InterPro:IPR045860,Putative conserved secreted protein
A0A1L8DNX1,DUF753 domain-containing protein,330878,Nyssomyia neivai,138,16,113,InterPro:IPR045860,DUF753 domain-containing protein
A0A1L8DNX6,DUF753 domain-containing protein,330878,Nyssomyia neivai,139,17,114,InterPro:IPR045860,DUF753 domain-containing protein
A0A1L8DNZ7,Putative conserved secreted protein,330878,Nyssomyia neivai,123,17,99,InterPro:IPR045860,Putative conserved secreted protein
A0A1L8DP02,Putative conserved secreted protein,330878,Nyssomyia neivai,142,16,113,InterPro:IPR045860,Putative conserved secreted protein
A0A1L8DP20,Putative conserved secreted protein,330878,Nyssomyia neivai,143,17,119,InterPro:IPR045860,Putative conserved secreted protein
A0A1L8DP52,Putative conserved secreted protein,330878,Nyssomyia neivai,167,37,133,InterPro:IPR045860,Putative conserved secreted protein
A0A1L8DP76,DUF753 domain-containing protein,330878,Nyssomyia neivai,147,17,107,InterPro:IPR045860,DUF753 domain-containing protein
A0A1L8DP83,Putative conserved secreted protein,330878,Nyssomyia neivai,144,21,115,InterPro:IPR045860,Putative conserved secreted protein
A0A1L8DPT3,Putative conserved secreted protein,330878,Nyssomyia neivai,313,24,108,InterPro:IPR045860,Putative conserved secreted protein
A0A1L8DQZ1,Putative 18.9 kDa midgut protein,330878,Nyssomyia neivai,151,22,106,InterPro:IPR045860,Putative 18.9 kDa midgut protein
A0A1L8DQZ5,UPAR/Ly6 domain-containing protein qvr,330878,Nyssomyia neivai,137,24,110,InterPro:IPR045860,UPAR/Ly6 domain-containing protein qvr
A0A1L8DR15,Putative 18.9 kDa midgut protein,330878,Nyssomyia neivai,291,24,110,InterPro:IPR045860,Putative 18.9 kDa midgut protein
A0A1L8DR51,Putative 18.9 kDa midgut protein,330878,Nyssomyia neivai,161,21,102,InterPro:IPR045860,Putative 18.9 kDa midgut protein
A0A1L8DR83,Putative 18.9 kDa midgut protein,330878,Nyssomyia neivai,224,24,108,InterPro:IPR045860,Putative 18.9 kDa midgut protein
A0A1L8DRB4,Putative 18.9 kDa midgut protein,330878,Nyssomyia neivai,161,21,101,InterPro:IPR045860,Putative 18.9 kDa midgut protein
A0A1L8E386,Putative cell wall protein dan4,330878,Nyssomyia neivai,270,45,129,InterPro:IPR045860,Putative cell wall protein dan4
A0A1L8EAL0,DUF753 domain-containing protein,7368,Haematobia irritans,231,28,104,InterPro:IPR045860,DUF753 domain-containing protein
A0A1L8EAM8,DUF753 domain-containing protein,7368,Haematobia irritans,231,28,104,InterPro:IPR045860,DUF753 domain-containing protein
A0A1L8EAP7,DUF753 domain-containing protein,7368,Haematobia irritans,240,37,113,InterPro:IPR045860,DUF753 domain-containing protein
A0A1L8EAP9,DUF753 domain-containing protein,7368,Haematobia irritans,234,31,107,InterPro:IPR045860,DUF753 domain-containing protein
A0A1L8EAT7,DUF753 domain-containing protein,7368,Haematobia irritans,240,37,113,InterPro:IPR045860,DUF753 domain-containing protein
A0A1L8ENH7,Ly6/PLAUR domain-containing protein 1,8355,Xenopus laevis,138,19,109,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 1
A0A1L8ENK0,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,543,18,136,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1L8ENX6,Ly6/PLAUR domain-containing protein 6,8355,Xenopus laevis,171,44,131,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6
A0A1L8ENY4,Ly6/PLAUR domain-containing protein 6B,8355,Xenopus laevis,171,41,130,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6B
A0A1L8EP06,Activin receptor type-1C,8355,Xenopus laevis,492,23,96,InterPro:IPR045860,Activin receptor type-1C
A0A1L8EV60,Ly6/PLAUR domain-containing protein 1,8355,Xenopus laevis,141,22,112,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 1
A0A1L8EVU3,Ly6/PLAUR domain-containing protein 6B,8355,Xenopus laevis,171,42,128,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6B
A0A1L8EVU4,Ly6/PLAUR domain-containing protein 6,8355,Xenopus laevis,171,44,131,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6
A0A1L8EVX2,Activin receptor type-1C,8355,Xenopus laevis,492,23,96,InterPro:IPR045860,Activin receptor type-1C
A0A1L8EWX2,receptor protein serine/threonine kinase,8355,Xenopus laevis,1054,50,152,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1L8EZ01,Secreted protein,8355,Xenopus laevis,207,18,83,InterPro:IPR045860,Secreted protein
A0A1L8EZ10,Uncharacterized protein LOC108701721,8355,Xenopus laevis,112,21,112,InterPro:IPR045860,Uncharacterized protein LOC108701721
A0A1L8F3S7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,122,22,103,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8F8M0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,122,19,104,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8F8N4,Lymphocyte antigen 6 complex locus protein G6d-like,8355,Xenopus laevis,122,20,103,InterPro:IPR045860,Lymphocyte antigen 6 complex locus protein G6d-like
A0A1L8FHS5,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,190,21,99,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FHS5,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,190,110,190,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FLT4,Snake toxin/toxin-like domain-containing protein,8355,Xenopus laevis,151,14,110,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A1L8FNT0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,300,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNT0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,300,118,211,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNT0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,300,213,289,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNT3,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,214,113,193,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNT3,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,214,18,109,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNU0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,327,111,203,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNU0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,327,17,103,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNU0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,327,209,291,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNV3,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,220,113,199,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNV3,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,220,18,104,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNV8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,296,216,296,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNV8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,296,48,130,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNV8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,296,133,211,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNV9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,1030,17,103,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNV9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,1030,112,199,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNV9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,1030,203,291,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNW5,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,296,48,130,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNW5,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,296,133,211,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNW5,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,296,216,295,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNW8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,206,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNW8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,206,112,197,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FNW9,Uncharacterized protein LOC108697054,8355,Xenopus laevis,197,104,189,InterPro:IPR045860,Uncharacterized protein LOC108697054
A0A1L8FNW9,Uncharacterized protein LOC108697054,8355,Xenopus laevis,197,18,101,InterPro:IPR045860,Uncharacterized protein LOC108697054
A0A1L8FP00,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,225,20,112,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FP00,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,225,120,207,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPK4,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,191,18,98,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPK4,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,191,110,191,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPL7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,225,111,199,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPL7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,225,18,104,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPM4,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,263,16,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPM4,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,263,110,217,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPP7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,191,18,98,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPP7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,191,110,191,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPT1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,202,114,200,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPT1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,202,18,104,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPT3,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,8355,Xenopus laevis,215,113,192,InterPro:IPR045860,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein
A0A1L8FPT3,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,8355,Xenopus laevis,215,18,104,InterPro:IPR045860,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein
A0A1L8FPT7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,217,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPT7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,217,114,196,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPU4,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,220,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPU4,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,220,114,197,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8FPU8,Phospholipase A2 inhibitor N-terminal domain-containing protein,8355,Xenopus laevis,222,18,102,InterPro:IPR045860,Phospholipase A2 inhibitor N-terminal domain-containing protein
A0A1L8FPU8,Phospholipase A2 inhibitor N-terminal domain-containing protein,8355,Xenopus laevis,222,110,196,InterPro:IPR045860,Phospholipase A2 inhibitor N-terminal domain-containing protein
A0A1L8FWF3,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,795,268,382,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1L8FWF3,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,795,27,135,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1L8FWF3,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,795,155,267,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1L8G075,Ly6/PLAUR domain-containing protein 2,8355,Xenopus laevis,124,12,96,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 2
A0A1L8G092,Snake toxin/toxin-like domain-containing protein,8355,Xenopus laevis,132,18,94,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A1L8G093,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,130,12,100,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8G0B0,Ly6/PLAUR domain-containing protein 2,8355,Xenopus laevis,120,19,94,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 2
A0A1L8G0B7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,122,18,94,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8G0D8,Ly6/PLAUR domain-containing protein 2,8355,Xenopus laevis,116,14,90,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 2
A0A1L8G0F6,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,271,57,160,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8G0F6,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,271,168,244,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8GIU9,MAC-inhibitory protein,8355,Xenopus laevis,120,25,100,InterPro:IPR045860,MAC-inhibitory protein
A0A1L8GRG6,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,122,17,94,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1L8H9E4,receptor protein serine/threonine kinase,8355,Xenopus laevis,505,24,109,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1L8HAB0,receptor protein serine/threonine kinase,8355,Xenopus laevis,491,27,118,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1L8HHN2,receptor protein serine/threonine kinase,8355,Xenopus laevis,506,25,111,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1L8HHP5,Activin receptor type-1B,8355,Xenopus laevis,499,26,102,InterPro:IPR045860,Activin receptor type-1B
A0A1L8HII9,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,544,28,118,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1L8HME1,receptor protein serine/threonine kinase,8355,Xenopus laevis,532,59,156,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1L8HV56,receptor protein serine/threonine kinase,8355,Xenopus laevis,532,59,156,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1P6BFZ9,Serine/threonine-protein kinase receptor,6279,Brugia malayi,653,88,184,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1P6BUL4,receptor protein serine/threonine kinase,6279,Brugia malayi,659,92,197,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1Q3EV87,Putative conserved secreted protein,7177,Culex tarsalis,182,93,158,InterPro:IPR045860,Putative conserved secreted protein
A0A1Q3F0L6,Putative conserved secreted protein,7177,Culex tarsalis,153,75,131,InterPro:IPR045860,Putative conserved secreted protein
A0A1Q3F5D7,Serine/threonine-protein kinase receptor,7177,Culex tarsalis,520,36,132,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1Q3FB33,Uncharacterized protein,7177,Culex tarsalis,148,23,119,InterPro:IPR045860,Uncharacterized protein
A0A1Q3FBC0,Uncharacterized protein,7177,Culex tarsalis,148,23,119,InterPro:IPR045860,Uncharacterized protein
A0A1Q3FCK4,receptor protein serine/threonine kinase,7177,Culex tarsalis,503,9,117,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1Q3FCV3,receptor protein serine/threonine kinase,7177,Culex tarsalis,529,35,143,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1Q3FR88,Putative conserved secreted protein,7177,Culex tarsalis,142,22,121,InterPro:IPR045860,Putative conserved secreted protein
A0A1Q3FRM8,DUF753 domain-containing protein,7177,Culex tarsalis,860,259,332,InterPro:IPR045860,DUF753 domain-containing protein
A0A1Q3FX39,receptor protein serine/threonine kinase,7177,Culex tarsalis,566,58,162,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1Q3FX50,receptor protein serine/threonine kinase,7177,Culex tarsalis,566,58,162,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1Q3G0F9,Serine/threonine-protein kinase receptor,7177,Culex tarsalis,549,79,158,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1S0TNF4,Protein quiver,7209,Loa loa,161,15,82,InterPro:IPR045860,Protein quiver
A0A1S0TRK1,Uncharacterized protein,7209,Loa loa,111,11,87,InterPro:IPR045860,Uncharacterized protein
A0A1S0TS51,Protein quiver,7209,Loa loa,134,18,109,InterPro:IPR045860,Protein quiver
A0A1S0TU68,Uncharacterized protein,7209,Loa loa,105,25,102,InterPro:IPR045860,Uncharacterized protein
A0A1S0TWG3,UPAR/Ly6 domain-containing protein,7209,Loa loa,108,18,80,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S0TYP1,receptor protein serine/threonine kinase,7209,Loa loa,661,92,197,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1S0U160,Activin types I and II receptor domain-containing protein,7209,Loa loa,127,28,106,InterPro:IPR045860,Activin types I and II receptor domain-containing protein
A0A1S0U1X3,Activin_recp domain-containing protein,7209,Loa loa,131,32,109,InterPro:IPR045860,Activin_recp domain-containing protein
A0A1S0U8N5,Protein quiver,7209,Loa loa,155,58,133,InterPro:IPR045860,Protein quiver
A0A1S0UEF0,Serine/threonine-protein kinase receptor,7209,Loa loa,661,88,184,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1S2ZBR2,TGF-beta receptor type-2,9365,Erinaceus europaeus,567,38,153,InterPro:IPR045860,TGF-beta receptor type-2
A0A1S2ZCG1,Serine/threonine-protein kinase receptor,9365,Erinaceus europaeus,512,19,118,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1S2ZEV3,Activin receptor type-1B,9365,Erinaceus europaeus,505,30,106,InterPro:IPR045860,Activin receptor type-1B
A0A1S2ZNW0,Serine/threonine-protein kinase receptor,9365,Erinaceus europaeus,513,20,120,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1S2ZNW9,Ly6/PLAUR domain-containing protein 6,9365,Erinaceus europaeus,171,44,131,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6
A0A1S2ZNZ4,Ly6/PLAUR domain-containing protein 6B,9365,Erinaceus europaeus,169,42,130,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6B
A0A1S2ZTK9,Serine/threonine-protein kinase receptor,9365,Erinaceus europaeus,509,21,108,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1S2ZTL4,Activin receptor type-1C,9365,Erinaceus europaeus,363,4,50,InterPro:IPR045860,Activin receptor type-1C
A0A1S2ZTL9,Activin receptor type-1C,9365,Erinaceus europaeus,443,4,50,InterPro:IPR045860,Activin receptor type-1C
A0A1S2ZTM1,receptor protein serine/threonine kinase,9365,Erinaceus europaeus,286,4,50,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1S2ZU53,Serine/threonine-protein kinase receptor,9365,Erinaceus europaeus,502,29,126,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1S2ZU68,TGF-beta receptor type-1,9365,Erinaceus europaeus,428,30,108,InterPro:IPR045860,TGF-beta receptor type-1
A0A1S2ZU81,Serine/threonine-protein kinase receptor,9365,Erinaceus europaeus,500,30,108,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1S3A6P8,receptor protein serine/threonine kinase,9365,Erinaceus europaeus,531,57,151,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1S3ACP4,Ly6/PLAUR domain-containing protein 5,9365,Erinaceus europaeus,266,134,222,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 5
A0A1S3ACP9,UPAR/Ly6 domain-containing protein,9365,Erinaceus europaeus,246,140,204,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3ACQ1,Urokinase plasminogen activator surface receptor,9365,Erinaceus europaeus,327,22,102,InterPro:IPR045860,Urokinase plasminogen activator surface receptor
A0A1S3ACQ1,Urokinase plasminogen activator surface receptor,9365,Erinaceus europaeus,327,109,208,InterPro:IPR045860,Urokinase plasminogen activator surface receptor
A0A1S3ACQ1,Urokinase plasminogen activator surface receptor,9365,Erinaceus europaeus,327,209,296,InterPro:IPR045860,Urokinase plasminogen activator surface receptor
A0A1S3ACS9,UPAR/Ly6 domain-containing protein,9365,Erinaceus europaeus,243,137,195,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3ACU2,Ly6/PLAUR domain-containing protein 3,9365,Erinaceus europaeus,342,131,222,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 3
A0A1S3ACU2,Ly6/PLAUR domain-containing protein 3,9365,Erinaceus europaeus,342,23,118,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 3
A0A1S3AHD4,Snake toxin/toxin-like domain-containing protein,9365,Erinaceus europaeus,273,62,140,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A1S3AHG2,Lymphocyte antigen 6H,9365,Erinaceus europaeus,152,41,131,InterPro:IPR045860,Lymphocyte antigen 6H
A0A1S3AHG9,Snake toxin/toxin-like domain-containing protein,9365,Erinaceus europaeus,95,21,95,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A1S3AHP4,Snake toxin/toxin-like domain-containing protein,9365,Erinaceus europaeus,116,13,93,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A1S3AI33,UPAR/Ly6 domain-containing protein,9365,Erinaceus europaeus,124,15,95,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3AI34,UPAR/Ly6 domain-containing protein,9365,Erinaceus europaeus,128,20,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3AI44,UPAR/Ly6 domain-containing protein,9365,Erinaceus europaeus,137,26,111,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3AI47,UPAR/Ly6 domain-containing protein,9365,Erinaceus europaeus,128,22,103,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3AI51,UPAR/Ly6 domain-containing protein,9365,Erinaceus europaeus,125,12,94,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3AIA8,Snake toxin/toxin-like domain-containing protein,9365,Erinaceus europaeus,123,12,101,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A1S3AJY6,UPAR/Ly6 domain-containing protein,9365,Erinaceus europaeus,128,19,102,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3ALL0,UPAR/Ly6 domain-containing protein,9365,Erinaceus europaeus,125,19,99,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3ALM5,Ig-like domain-containing protein,9365,Erinaceus europaeus,391,269,367,InterPro:IPR045860,Ig-like domain-containing protein
A0A1S3D294,Uncharacterized protein LOC103509939 isoform X2,121845,Diaphorina citri,136,23,116,InterPro:IPR045860,Uncharacterized protein LOC103509939 isoform X2
A0A1S3D8K3,Low affinity cationic amino acid transporter,121845,Diaphorina citri,142,14,112,InterPro:IPR045860,Low affinity cationic amino acid transporter
A0A1S3D977,Uncharacterized protein LOC103513974,121845,Diaphorina citri,160,78,131,InterPro:IPR045860,Uncharacterized protein LOC103513974
A0A1S3DEY1,Uncharacterized protein LOC103517129,121845,Diaphorina citri,192,54,150,InterPro:IPR045860,Uncharacterized protein LOC103517129
A0A1S3F2Q1,BMP and activin membrane-bound inhibitor homolog,10020,Dipodomys ordii,236,2,99,InterPro:IPR045860,BMP and activin membrane-bound inhibitor homolog
A0A1S3F4A4,Bone morphogenetic protein receptor type-2,10020,Dipodomys ordii,946,30,131,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A1S3F5D5,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,219,25,108,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3F5D5,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,219,116,195,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FCC3,receptor protein serine/threonine kinase,10020,Dipodomys ordii,376,1,55,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A1S3FEB3,Serine/threonine-protein kinase receptor,10020,Dipodomys ordii,503,21,105,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A1S3FFR5,CD59 glycoprotein,10020,Dipodomys ordii,127,25,100,InterPro:IPR045860,CD59 glycoprotein
A0A1S3FQQ6,TGF-beta receptor type-1,10020,Dipodomys ordii,680,209,288,InterPro:IPR045860,TGF-beta receptor type-1
A0A1S3FVK8,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,121,13,92,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FVM6,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,124,12,94,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FVP1,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,129,27,108,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FVR8,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,117,12,89,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FW38,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,125,20,102,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FW51,Lymphocyte antigen 6K-like,10020,Dipodomys ordii,160,12,116,InterPro:IPR045860,Lymphocyte antigen 6K-like
A0A1S3FW98,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,134,29,106,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FX88,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,140,21,109,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FXP1,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,130,24,100,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FXP6,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,130,18,103,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FXR1,UPAR/Ly6 domain-containing protein,10020,Dipodomys ordii,125,17,103,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A1S3FXR6,Secreted Ly-6/uPAR domain-containing protein 2,10020,Dipodomys ordii,97,17,97,InterPro:IPR045860,Secreted Ly-6/uPAR domain-containing protein 2
