protein_id,protein_name,organism,sequence_length,domain_start,domain_end,domain_score,signature_name
A0A6I8QZ65,UPAR/Ly6 domain-containing protein,Xenopus tropicalis (Western clawed frog),112,13,84,,InterPro:IPR035076
A0A6I8R2P6,Snake toxin/toxin-like domain-containing protein,Xenopus tropicalis (Western clawed frog),115,27,114,,InterPro:IPR035076
A0A6I8R478,UPAR/Ly6 domain-containing protein,Xenopus tropicalis (Western clawed frog),114,13,84,,InterPro:IPR035076
A0A6I8RF41,Snake toxin/toxin-like domain-containing protein,Xenopus tropicalis (Western clawed frog),160,73,159,,InterPro:IPR035076
A0A6I8RFS5,UPAR/Ly6 domain-containing protein,Xenopus tropicalis (Western clawed frog),114,13,84,,InterPro:IPR035076
A0A6I8RYL8,Snake toxin/toxin-like domain-containing protein,Xenopus tropicalis (Western clawed frog),87,28,87,,InterPro:IPR035076
A0A6I8S7E4,Snake toxin/toxin-like domain-containing protein,Xenopus tropicalis (Western clawed frog),115,27,114,,InterPro:IPR035076
A0A6I8SBU6,Snake toxin/toxin-like domain-containing protein,Xenopus tropicalis (Western clawed frog),83,21,82,,InterPro:IPR035076
A0A6I8SDI6,UPAR/Ly6 domain-containing protein,Xenopus tropicalis (Western clawed frog),126,21,96,,InterPro:IPR035076
A0A6I8SXG5,UPAR/Ly6 domain-containing protein,Xenopus tropicalis (Western clawed frog),125,27,95,,InterPro:IPR035076
A0A6I9HSA1,UPAR/Ly6 domain-containing protein,Geospiza fortis (Medium ground-finch),126,21,96,,InterPro:IPR035076
A0A6I9HSV0,UPAR/Ly6 domain-containing protein,Geospiza fortis (Medium ground-finch),126,21,96,,InterPro:IPR035076
A0A6I9HTY3,UPAR/Ly6 domain-containing protein,Geospiza fortis (Medium ground-finch),127,21,98,,InterPro:IPR035076
A0A6I9HUK6,UPAR/Ly6 domain-containing protein,Geospiza fortis (Medium ground-finch),127,22,97,,InterPro:IPR035076
A0A6I9HUY7,UPAR/Ly6 domain-containing protein,Geospiza fortis (Medium ground-finch),126,21,96,,InterPro:IPR035076
A0A6I9HUZ2,UPAR/Ly6 domain-containing protein,Geospiza fortis (Medium ground-finch),104,3,74,,InterPro:IPR035076
A0A6I9IFP2,UPAR/Ly6 domain-containing protein,Vicugna pacos (Alpaca),130,21,98,,InterPro:IPR035076
A0A6I9IFR3,UPAR/Ly6 domain-containing protein,Vicugna pacos (Alpaca),128,21,93,,InterPro:IPR035076
A0A6I9IGE8,Ly-6/neurotoxin-like protein 1,Vicugna pacos (Alpaca),116,21,92,,InterPro:IPR035076
A0A6I9IVN7,Snake toxin/toxin-like domain-containing protein,Vicugna pacos (Alpaca),110,24,100,,InterPro:IPR035076
A0A6I9LS56,Snake toxin/toxin-like domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),110,24,100,,InterPro:IPR035076
A0A6I9LS60,UPAR/Ly6 domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),136,27,105,,InterPro:IPR035076
A0A6I9LS63,Snake toxin/toxin-like domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),241,59,133,,InterPro:IPR035076
A0A6I9LWH4,UPAR/Ly6 domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),127,21,93,,InterPro:IPR035076
A0A6I9M499,Snake toxin/toxin-like domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),116,21,92,,InterPro:IPR035076
A0A6I9M4G0,UPAR/Ly6 domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),111,21,88,,InterPro:IPR035076
A0A6I9M898,UPAR/Ly6 domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),127,23,100,,InterPro:IPR035076
A0A6I9M8H4,UPAR/Ly6 domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),123,21,93,,InterPro:IPR035076
A0A6I9NB69,Snake toxin/toxin-like domain-containing protein,Notothenia coriiceps (black rockcod),78,20,76,,InterPro:IPR035076
A0A6I9P3D7,UPAR/Ly6 domain-containing protein,Notothenia coriiceps (black rockcod),106,20,83,,InterPro:IPR035076
A0A6I9YE31,Snake toxin/toxin-like domain-containing protein,Thamnophis sirtalis,93,21,92,,InterPro:IPR035076
A0A6I9Z7H6,UPAR/Ly6 domain-containing protein,Thamnophis sirtalis,214,22,106,,InterPro:IPR035076
A0A6I9ZAH2,UPAR/Ly6 domain-containing protein,Geospiza fortis (Medium ground-finch),109,21,97,,InterPro:IPR035076
A0A6J0A889,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),163,54,131,,InterPro:IPR035076
A0A6J0AB66,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),124,21,93,,InterPro:IPR035076
A0A6J0ABA1,Snake toxin/toxin-like domain-containing protein,Acinonyx jubatus (Cheetah),112,29,82,,InterPro:IPR035076
A0A6J0AR14,Snake toxin/toxin-like domain-containing protein,Vicugna pacos (Alpaca),175,62,136,,InterPro:IPR035076
A0A6J0E7S0,Snake toxin/toxin-like domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),178,42,90,,InterPro:IPR035076
A0A6J0E9X4,Snake toxin/toxin-like domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),178,42,90,,InterPro:IPR035076
A0A6J0EA73,Secreted Ly-6/uPAR domain-containing protein 2,Peromyscus maniculatus bairdii (Prairie deer mouse),258,148,180,,InterPro:IPR035076
A0A6J0J1S5,UPAR/Ly6 domain-containing protein,Lepidothrix coronata (blue-crowned manakin),120,15,90,,InterPro:IPR035076
A0A6J0J1T0,UPAR/Ly6 domain-containing protein,Lepidothrix coronata (blue-crowned manakin),123,21,93,,InterPro:IPR035076
A0A6J0J1T5,UPAR/Ly6 domain-containing protein,Lepidothrix coronata (blue-crowned manakin),125,22,95,,InterPro:IPR035076
A0A6J0J1X6,UPAR/Ly6 domain-containing protein,Lepidothrix coronata (blue-crowned manakin),126,21,96,,InterPro:IPR035076
A0A6J0J3Q7,UPAR/Ly6 domain-containing protein,Lepidothrix coronata (blue-crowned manakin),109,21,97,,InterPro:IPR035076
A0A6J0J3R1,UPAR/Ly6 domain-containing protein,Lepidothrix coronata (blue-crowned manakin),128,23,98,,InterPro:IPR035076
A0A6J0J3T9,UPAR/Ly6 domain-containing protein,Lepidothrix coronata (blue-crowned manakin),127,21,98,,InterPro:IPR035076
A0A6J0SA87,Snake toxin/toxin-like domain-containing protein,Pogona vitticeps (central bearded dragon),197,21,96,,InterPro:IPR035076
A0A6J0V3H5,UPAR/Ly6 domain-containing protein,Pogona vitticeps (central bearded dragon),133,35,106,,InterPro:IPR035076
A0A6J0V3I0,UPAR/Ly6 domain-containing protein,Pogona vitticeps (central bearded dragon),134,28,105,,InterPro:IPR035076
A0A6J0V3I5,UPAR/Ly6 domain-containing protein,Pogona vitticeps (central bearded dragon),144,38,113,,InterPro:IPR035076
A0A6J0V3N4,UPAR/Ly6 domain-containing protein,Pogona vitticeps (central bearded dragon),119,21,92,,InterPro:IPR035076
A0A6J0V3N9,Snake toxin/toxin-like domain-containing protein,Pogona vitticeps (central bearded dragon),112,21,90,,InterPro:IPR035076
A0A6J0V5J2,UPAR/Ly6 domain-containing protein,Pogona vitticeps (central bearded dragon),98,22,97,,InterPro:IPR035076
A0A6J0V5J9,Snake toxin/toxin-like domain-containing protein,Pogona vitticeps (central bearded dragon),124,22,93,,InterPro:IPR035076
A0A6J0V7J7,UPAR/Ly6 domain-containing protein,Pogona vitticeps (central bearded dragon),161,55,132,,InterPro:IPR035076
A0A6J0V7K1,Snake toxin/toxin-like domain-containing protein,Pogona vitticeps (central bearded dragon),104,24,99,,InterPro:IPR035076
A0A6J0V7L0,UPAR/Ly6 domain-containing protein,Pogona vitticeps (central bearded dragon),126,21,96,,InterPro:IPR035076
A0A6J0V7L5,Snake toxin/toxin-like domain-containing protein,Pogona vitticeps (central bearded dragon),119,21,89,,InterPro:IPR035076
A0A6J0VA23,UPAR/Ly6 domain-containing protein,Pogona vitticeps (central bearded dragon),111,13,84,,InterPro:IPR035076
A0A6J0VA27,UPAR/Ly6 domain-containing protein,Pogona vitticeps (central bearded dragon),126,21,96,,InterPro:IPR035076
A0A6J0VB89,UPAR/Ly6 domain-containing protein,Pogona vitticeps (central bearded dragon),313,206,286,,InterPro:IPR035076
A0A6J0WG32,Snake toxin/toxin-like domain-containing protein,Odocoileus virginianus texanus,172,60,133,,InterPro:IPR035076
A0A6J0XEE4,UPAR/Ly6 domain-containing protein,Odocoileus virginianus texanus,130,21,98,,InterPro:IPR035076
A0A6J0Y249,UPAR/Ly6 domain-containing protein,Odocoileus virginianus texanus,128,23,100,,InterPro:IPR035076
A0A6J0Y251,UPAR/Ly6 domain-containing protein,Odocoileus virginianus texanus,128,21,93,,InterPro:IPR035076
A0A6J0Y317,Ly-6/neurotoxin-like protein 1,Odocoileus virginianus texanus,116,21,92,,InterPro:IPR035076
A0A6J0Y338,Snake toxin/toxin-like domain-containing protein,Odocoileus virginianus texanus,126,24,101,,InterPro:IPR035076
A0A6J1VSH2,Snake toxin/toxin-like domain-containing protein,Notechis scutatus (mainland tiger snake),104,25,99,,InterPro:IPR035076
A0A6J1VSS5,UPAR/Ly6 domain-containing protein,Notechis scutatus (mainland tiger snake),152,50,122,,InterPro:IPR035076
A0A6J1VXS3,Snake toxin/toxin-like domain-containing protein,Notechis scutatus (mainland tiger snake),109,28,101,,InterPro:IPR035076
A0A6J1VYT0,Snake toxin/toxin-like domain-containing protein,Notechis scutatus (mainland tiger snake),132,29,106,,InterPro:IPR035076
A0A6J1W0Q9,UPAR/Ly6 domain-containing protein,Notechis scutatus (mainland tiger snake),127,21,98,,InterPro:IPR035076
A0A6J1W1E9,UPAR/Ly6 domain-containing protein,Notechis scutatus (mainland tiger snake),109,4,79,,InterPro:IPR035076
A0A6J1ZPJ7,Snake toxin/toxin-like domain-containing protein,Acinonyx jubatus (Cheetah),124,27,103,,InterPro:IPR035076
A0A6J1ZPV1,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),169,54,137,,InterPro:IPR035076
A0A6J1ZQZ0,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),136,21,104,,InterPro:IPR035076
A0A6J1ZQZ5,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),130,21,93,,InterPro:IPR035076
A0A6J1ZSF9,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),153,26,107,,InterPro:IPR035076
A0A6J1ZSG1,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),128,24,101,,InterPro:IPR035076
A0A6J1ZTQ1,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),175,62,137,,InterPro:IPR035076
A0A6J1ZTR0,Ly-6/neurotoxin-like protein 1,Acinonyx jubatus (Cheetah),116,21,92,,InterPro:IPR035076
A0A6J1ZTR6,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),120,21,89,,InterPro:IPR035076
A0A6J2BAL1,Ly-6/neurotoxin-like protein 1,Zalophus californianus (California sealion),172,77,148,,InterPro:IPR035076
A0A6J2BAT4,Ly-6/neurotoxin-like protein 1,Zalophus californianus (California sealion),116,21,92,,InterPro:IPR035076
A0A6J2BB83,UPAR/Ly6 domain-containing protein,Zalophus californianus (California sealion),130,21,98,,InterPro:IPR035076
A0A6J2BBA4,UPAR/Ly6 domain-containing protein,Zalophus californianus (California sealion),128,21,93,,InterPro:IPR035076
A0A6J2BBQ4,Snake toxin/toxin-like domain-containing protein,Zalophus californianus (California sealion),131,21,100,,InterPro:IPR035076
A0A6J2BGM6,Snake toxin/toxin-like domain-containing protein,Zalophus californianus (California sealion),103,25,101,,InterPro:IPR035076
A0A6J2BHQ3,UPAR/Ly6 domain-containing protein,Zalophus californianus (California sealion),127,23,100,,InterPro:IPR035076
A0A6J2F7A5,Snake toxin/toxin-like domain-containing protein,Zalophus californianus (California sealion),170,56,131,,InterPro:IPR035076
A0A6J2FDD6,Secreted Ly-6/uPAR domain-containing protein 2,Zalophus californianus (California sealion),118,44,116,,InterPro:IPR035076
A0A6J2G6M0,UPAR/Ly6 domain-containing protein,Pipra filicauda (Wire-tailed manakin),123,21,93,,InterPro:IPR035076
A0A6J2G6T7,Snake toxin/toxin-like domain-containing protein,Pipra filicauda (Wire-tailed manakin),127,21,95,,InterPro:IPR035076
A0A6J2H4N7,UPAR/Ly6 domain-containing protein,Pipra filicauda (Wire-tailed manakin),127,21,98,,InterPro:IPR035076
A0A6J2H530,UPAR/Ly6 domain-containing protein,Pipra filicauda (Wire-tailed manakin),125,22,95,,InterPro:IPR035076
A0A6J2H534,UPAR/Ly6 domain-containing protein,Pipra filicauda (Wire-tailed manakin),197,92,167,,InterPro:IPR035076
A0A6J2H587,UPAR/Ly6 domain-containing protein,Pipra filicauda (Wire-tailed manakin),128,23,98,,InterPro:IPR035076
A0A6J2H5D3,UPAR/Ly6 domain-containing protein,Pipra filicauda (Wire-tailed manakin),126,21,96,,InterPro:IPR035076
A0A6J2NAA9,UPAR/Ly6 domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),128,21,93,,InterPro:IPR035076
A0A6J2NAS8,Ly-6/neurotoxin-like protein 1,Phyllostomus discolor (pale spear-nosed bat),163,68,139,,InterPro:IPR035076
A0A6J2NAT8,UPAR/Ly6 domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),133,34,111,,InterPro:IPR035076
A0A6J2NCG3,UPAR/Ly6 domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),131,21,99,,InterPro:IPR035076
A0A6J2NHM7,Ly-6/neurotoxin-like protein 1,Phyllostomus discolor (pale spear-nosed bat),116,21,92,,InterPro:IPR035076
A0A6J2QXU1,Snake toxin/toxin-like domain-containing protein,Cottoperca gobio (Frogmouth),79,20,78,,InterPro:IPR035076
A0A6J2QYP0,P2X purinoceptor,Cottoperca gobio (Frogmouth),425,392,422,,InterPro:IPR035076
A0A6J2R087,Snake toxin/toxin-like domain-containing protein,Cottoperca gobio (Frogmouth),83,20,75,,InterPro:IPR035076
A0A6J2WAC5,UPAR/Ly6 domain-containing protein,Chanos chanos (Milkfish),200,108,177,,InterPro:IPR035076
A0A6J3BGJ4,Snake toxin/toxin-like domain-containing protein,Vicugna pacos (Alpaca),222,29,102,,InterPro:IPR035076
A0A6J3BGR3,UPAR/Ly6 domain-containing protein,Vicugna pacos (Alpaca),127,26,102,,InterPro:IPR035076
A0A6J3BJ55,UPAR/Ly6 domain-containing protein,Vicugna pacos (Alpaca),156,29,110,,InterPro:IPR035076
A0A6J3BKL5,UPAR/Ly6 domain-containing protein,Vicugna pacos (Alpaca),185,58,139,,InterPro:IPR035076
A0A6J3CD44,Snake toxin/toxin-like domain-containing protein,Aythya fuligula (Tufted duck),126,21,95,,InterPro:IPR035076
A0A6J3CDH3,UPAR/Ly6 domain-containing protein,Aythya fuligula (Tufted duck),126,21,96,,InterPro:IPR035076
A0A6J3CHA9,UPAR/Ly6 domain-containing protein,Aythya fuligula (Tufted duck),126,21,96,,InterPro:IPR035076
A0A6J3CI16,UPAR/Ly6 domain-containing protein,Aythya fuligula (Tufted duck),127,22,97,,InterPro:IPR035076
A0A6J3CIK5,UPAR/Ly6 domain-containing protein,Aythya fuligula (Tufted duck),127,21,98,,InterPro:IPR035076
A0A6J3CJV4,UPAR/Ly6 domain-containing protein,Aythya fuligula (Tufted duck),122,21,92,,InterPro:IPR035076
A0A6J3CL17,UPAR/Ly6 domain-containing protein,Aythya fuligula (Tufted duck),126,21,96,,InterPro:IPR035076
A0A6J3FCU2,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),123,21,93,,InterPro:IPR035076
A0A6J3FCX6,Snake toxin/toxin-like domain-containing protein,Sapajus apella (Brown-capped capuchin),87,22,56,,InterPro:IPR035076
A0A6J3FXV0,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),107,20,84,,InterPro:IPR035076
A0A6J3FY17,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),123,21,93,,InterPro:IPR035076
A0A6J3FY51,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),130,26,103,,InterPro:IPR035076
A0A6J3FY58,Secreted Ly-6/uPAR domain-containing protein 2,Sapajus apella (Brown-capped capuchin),95,21,93,,InterPro:IPR035076
A0A6J3FYH6,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),130,20,98,,InterPro:IPR035076
A0A6J3FYP6,Snake toxin/toxin-like domain-containing protein,Sapajus apella (Brown-capped capuchin),311,190,264,,InterPro:IPR035076
A0A6J3FZC1,Ly-6/neurotoxin-like protein 1,Sapajus apella (Brown-capped capuchin),116,21,92,,InterPro:IPR035076
A0A6J3FZD3,Snake toxin/toxin-like domain-containing protein,Sapajus apella (Brown-capped capuchin),105,23,100,,InterPro:IPR035076
A0A6J3FZD4,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),159,49,127,,InterPro:IPR035076
A0A6J3FZF8,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),110,20,87,,InterPro:IPR035076
A0A6J3FZN1,Snake toxin/toxin-like domain-containing protein,Sapajus apella (Brown-capped capuchin),202,81,155,,InterPro:IPR035076
A0A6J3FZV6,Snake toxin/toxin-like domain-containing protein,Sapajus apella (Brown-capped capuchin),353,232,306,,InterPro:IPR035076
A0A6J3G566,Snake toxin/toxin-like domain-containing protein,Sapajus apella (Brown-capped capuchin),144,69,101,,InterPro:IPR035076
A0A6J3Q827,UPAR/Ly6 domain-containing protein,Tursiops truncatus (Atlantic bottle-nosed dolphin),130,21,98,,InterPro:IPR035076
A0A6J3Q8P7,Snake toxin/toxin-like domain-containing protein,Tursiops truncatus (Atlantic bottle-nosed dolphin),132,29,101,,InterPro:IPR035076
A0A6J3Q8Q8,Snake toxin/toxin-like domain-containing protein,Tursiops truncatus (Atlantic bottle-nosed dolphin),126,36,109,,InterPro:IPR035076
A0A6J3Q9S1,Snake toxin/toxin-like domain-containing protein,Tursiops truncatus (Atlantic bottle-nosed dolphin),199,86,160,,InterPro:IPR035076
A0A6J3QA62,Snake toxin/toxin-like domain-containing protein,Tursiops truncatus (Atlantic bottle-nosed dolphin),209,96,170,,InterPro:IPR035076
A0A6J3QAH1,UPAR/Ly6 domain-containing protein,Tursiops truncatus (Atlantic bottle-nosed dolphin),128,21,93,,InterPro:IPR035076
A0A6J8A2C8,Snake toxin/toxin-like domain-containing protein,Mytilus coruscus (Sea mussel),155,29,99,,InterPro:IPR035076
A0A6J8ANH5,Snake toxin/toxin-like domain-containing protein,Mytilus coruscus (Sea mussel),195,23,93,,InterPro:IPR035076
A0A6J8B2D5,Snake toxin/toxin-like domain-containing protein,Mytilus coruscus (Sea mussel),397,154,226,,InterPro:IPR035076
A0A6J8C386,C-type lectin domain-containing protein,Mytilus coruscus (Sea mussel),286,96,166,,InterPro:IPR035076
A0A6J8CXM1,Snake toxin/toxin-like domain-containing protein,Mytilus coruscus (Sea mussel),219,50,129,,InterPro:IPR035076
A0A6J8D2Z5,UPAR/Ly6 domain-containing protein,Mytilus coruscus (Sea mussel),367,66,142,,InterPro:IPR035076
A0A6J8D9M8,UPAR/Ly6 domain-containing protein,Mytilus coruscus (Sea mussel),626,436,509,,InterPro:IPR035076
A0A6J8DB53,C-type lectin domain-containing protein,Mytilus coruscus (Sea mussel),426,173,243,,InterPro:IPR035076
A0A6J8DBC2,C-type lectin domain-containing protein,Mytilus coruscus (Sea mussel),552,157,232,,InterPro:IPR035076
A0A6J8DL90,Snake toxin/toxin-like domain-containing protein,Mytilus coruscus (Sea mussel),601,57,136,,InterPro:IPR035076
A0A6J8DMQ7,Snake toxin/toxin-like domain-containing protein,Mytilus coruscus (Sea mussel),456,57,136,,InterPro:IPR035076
A0A6J8DMZ5,Snake toxin/toxin-like domain-containing protein,Mytilus coruscus (Sea mussel),577,57,136,,InterPro:IPR035076
A0A6J8DPR9,Snake toxin/toxin-like domain-containing protein,Mytilus coruscus (Sea mussel),538,57,136,,InterPro:IPR035076
A0A6J8E8T0,ShKT domain-containing protein,Mytilus coruscus (Sea mussel),319,64,139,,InterPro:IPR035076
A0A6P3E739,Ly-6/neurotoxin-like protein 1,Ovis aries (Sheep),116,21,92,,InterPro:IPR035076
A0A6P3F4Y4,Ly-6/neurotoxin-like protein 1,Octodon degus (Degu),116,21,92,,InterPro:IPR035076
A0A6P3F503,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),130,21,98,,InterPro:IPR035076
A0A6P3F527,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),130,21,98,,InterPro:IPR035076
A0A6P3F532,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),122,20,92,,InterPro:IPR035076
A0A6P3FG40,Snake toxin/toxin-like domain-containing protein,Octodon degus (Degu),119,36,112,,InterPro:IPR035076
A0A6P3FG66,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),130,21,95,,InterPro:IPR035076
A0A6P3FJN7,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),127,23,100,,InterPro:IPR035076
A0A6P3GUH9,Snake toxin/toxin-like domain-containing protein,Bison bison bison (North American plains bison),171,59,132,,InterPro:IPR035076
A0A6P3GZG3,UPAR/Ly6 domain-containing protein,Bison bison bison (North American plains bison),130,21,98,,InterPro:IPR035076
A0A6P3HFU6,UPAR/Ly6 domain-containing protein,Bison bison bison (North American plains bison),128,21,93,,InterPro:IPR035076
A0A6P3HR81,Snake toxin/toxin-like domain-containing protein,Bison bison bison (North American plains bison),202,100,177,,InterPro:IPR035076
A0A6P3I0C3,UPAR/Ly6 domain-containing protein,Bison bison bison (North American plains bison),128,23,100,,InterPro:IPR035076
A0A6P3I2K6,Ly-6/neurotoxin-like protein 1,Bison bison bison (North American plains bison),116,21,92,,InterPro:IPR035076
A0A6P3IXA9,UPAR/Ly6 domain-containing protein,Bison bison bison (North American plains bison),136,37,105,,InterPro:IPR035076
A0A6P3R2B4,Ly-6/neurotoxin-like protein 1,Pteropus vampyrus (Large flying fox),146,51,122,,InterPro:IPR035076
A0A6P3R8L9,UPAR/Ly6 domain-containing protein,Pteropus vampyrus (Large flying fox),131,21,99,,InterPro:IPR035076
A0A6P3R8N7,UPAR/Ly6 domain-containing protein,Pteropus vampyrus (Large flying fox),127,23,100,,InterPro:IPR035076
A0A6P3TJS8,Uncharacterized protein,Ovis aries (Sheep),128,23,100,,InterPro:IPR035076
A0A6P3VCL9,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),110,20,87,,InterPro:IPR035076
A0A6P3VHW1,Urokinase plasminogen activator surface receptor-like,Clupea harengus (Atlantic herring),223,113,185,,InterPro:IPR035076
A0A6P4YZR0,Snake toxin/toxin-like domain-containing protein,Branchiostoma belcheri (Amphioxus),153,48,124,,InterPro:IPR035076
A0A6P4ZYZ8,Snake toxin/toxin-like domain-containing protein,Branchiostoma belcheri (Amphioxus),141,27,108,,InterPro:IPR035076
A0A6P5CTP9,Snake toxin/toxin-like domain-containing protein,Bos indicus (Zebu),126,24,101,,InterPro:IPR035076
A0A6P5CU70,UPAR/Ly6 domain-containing protein,Bos indicus (Zebu),128,23,100,,InterPro:IPR035076
A0A6P5CUE3,Snake toxin/toxin-like domain-containing protein,Bos indicus (Zebu),87,21,55,,InterPro:IPR035076
A0A6P5CUU0,Snake toxin/toxin-like domain-containing protein,Bos indicus (Zebu),147,84,122,,InterPro:IPR035076
A0A6P5CVM0,Snake toxin/toxin-like domain-containing protein,Bos indicus (Zebu),171,59,132,,InterPro:IPR035076
A0A6P5CVN3,UPAR/Ly6 domain-containing protein,Bos indicus (Zebu),130,21,98,,InterPro:IPR035076
A0A6P5CWQ7,Ly-6/neurotoxin-like protein 1,Bos indicus (Zebu),116,21,92,,InterPro:IPR035076
A0A6P5KXC8,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),164,54,123,,InterPro:IPR035076
A0A6P5KXD2,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),137,31,108,,InterPro:IPR035076
A0A6P5KXD8,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),127,21,95,,InterPro:IPR035076
A0A6P5KXJ8,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),177,61,136,,InterPro:IPR035076
A0A6P5KXK8,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),128,22,93,,InterPro:IPR035076
A0A6P5KXL3,Snake toxin/toxin-like domain-containing protein,Phascolarctos cinereus (Koala),113,11,87,,InterPro:IPR035076
A0A6P5KZ11,Snake toxin/toxin-like domain-containing protein,Phascolarctos cinereus (Koala),124,22,98,,InterPro:IPR035076
A0A6P5KZ16,Ly-6/neurotoxin-like protein 1,Phascolarctos cinereus (Koala),117,22,91,,InterPro:IPR035076
A0A6P5KZB8,Snake toxin/toxin-like domain-containing protein,Phascolarctos cinereus (Koala),116,24,91,,InterPro:IPR035076
A0A6P5L1H6,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),138,32,109,,InterPro:IPR035076
A0A6P5L1I6,Ly-6/neurotoxin-like protein 1,Phascolarctos cinereus (Koala),121,21,92,,InterPro:IPR035076
A0A6P5L4X3,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),126,20,97,,InterPro:IPR035076
A0A6P5L4X8,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),126,20,95,,InterPro:IPR035076
A0A6P5L4Y3,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),121,21,90,,InterPro:IPR035076
A0A6P5QXC5,Ly-6/neurotoxin-like protein 1,Mus caroli (Ryukyu mouse),116,21,92,,InterPro:IPR035076
A0A6P5QXV4,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),228,61,136,,InterPro:IPR035076
A0A6P5R3B4,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),136,27,105,,InterPro:IPR035076
A0A6P5R571,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),127,23,100,,InterPro:IPR035076
A0A6P5R7X9,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),111,21,88,,InterPro:IPR035076
A0A6P5R874,Snake toxin/toxin-like domain-containing protein,Mus caroli (Ryukyu mouse),110,24,100,,InterPro:IPR035076
A0A6P5RAE7,Snake toxin/toxin-like domain-containing protein,Mus caroli (Ryukyu mouse),123,61,105,,InterPro:IPR035076
A0A6P5RAY1,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),123,21,93,,InterPro:IPR035076
A0A6P5RB85,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),131,25,97,,InterPro:IPR035076
A0A6P6BLW3,UPAR/Ly6 domain-containing protein,Pteropus vampyrus (Large flying fox),127,17,95,,InterPro:IPR035076
A0A6P6BLX0,UPAR/Ly6 domain-containing protein,Pteropus vampyrus (Large flying fox),178,76,147,,InterPro:IPR035076
A0A6P6BLX0,UPAR/Ly6 domain-containing protein,Pteropus vampyrus (Large flying fox),178,6,40,,InterPro:IPR035076
A0A6P6BLZ5,Snake toxin/toxin-like domain-containing protein,Pteropus vampyrus (Large flying fox),123,8,82,,InterPro:IPR035076
A0A6P6F4V9,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),120,22,90,,InterPro:IPR035076
A0A6P6F5U8,Snake toxin/toxin-like domain-containing protein,Octodon degus (Degu),195,60,135,,InterPro:IPR035076
A0A6P6HRW7,UPAR/Ly6 domain-containing protein,Puma concolor (Mountain lion),130,21,98,,InterPro:IPR035076
